fid,new_commun,old_commun,mean_runoff,date
9,ANALAMPASINA,ANALAMPASINA,0.02567276509527673,2005-08
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.024264146211444404,2005-08
7,AMBIABE,ANDRORANGAVOLA,0.022801170285815166,2005-08
14,ANTARETRA,ANTARETRA,0.02516113336115533,2005-08
15,ANTSINDRA,ANTSINDRA,0.019224070526326947,2005-08
5,AMPASINAMBO,FASINTSARA,0.02840405873972776,2005-08
11,FASINTSARA,FASINTSARA,0.023353390268998533,2005-08
8,IFANADIANA,IFANADIANA,0.023054141939463726,2005-08
3,KELILALINA,KELILALINA,0.022778571173381796,2005-08
12,MAROHARATRA,MAROHARATRA,0.026369059661733175,2005-08
13,MAROTOKO,MAROTOKO,0.026489477543965956,2005-08
1,RANOMAFANA,RANOMAFANA,0.021769356331569685,2005-08
10,TSARATANANA,TSARATANANA,0.02452265952799284,2005-08
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.01722477378357734,2005-09
4,AMBOHIMIERA,AMBOHIMIERA,0.015957551171656262,2005-09
9,ANALAMPASINA,ANALAMPASINA,0.01745195030219819,2005-09
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.01503002480311954,2005-09
7,AMBIABE,ANDRORANGAVOLA,0.014318946345327583,2005-09
14,ANTARETRA,ANTARETRA,0.015646272608809957,2005-09
15,ANTSINDRA,ANTSINDRA,0.011498475423788722,2005-09
5,AMPASINAMBO,FASINTSARA,0.018697316924898576,2005-09
11,FASINTSARA,FASINTSARA,0.014581572694797065,2005-09
8,IFANADIANA,IFANADIANA,0.014362327112649837,2005-09
3,KELILALINA,KELILALINA,0.014628357181234331,2005-09
12,MAROHARATRA,MAROHARATRA,0.01653319142369571,2005-09
13,MAROTOKO,MAROTOKO,0.016407274409294282,2005-09
1,RANOMAFANA,RANOMAFANA,0.014447990815090458,2005-09
10,TSARATANANA,TSARATANANA,0.015291654330563148,2005-09
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.010708557577251237,2005-10
4,AMBOHIMIERA,AMBOHIMIERA,0.010432909658354816,2005-10
9,ANALAMPASINA,ANALAMPASINA,0.011467801462177895,2005-10
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.009266139849847869,2005-10
7,AMBIABE,ANDRORANGAVOLA,0.009055736156973524,2005-10
14,ANTARETRA,ANTARETRA,0.009719632001296564,2005-10
15,ANTSINDRA,ANTSINDRA,0.006620685350930235,2005-10
5,AMPASINAMBO,FASINTSARA,0.01201003597103358,2005-10
11,FASINTSARA,FASINTSARA,0.008652224791611804,2005-10
8,IFANADIANA,IFANADIANA,0.00904619355079024,2005-10
3,KELILALINA,KELILALINA,0.009458497267722075,2005-10
12,MAROHARATRA,MAROHARATRA,0.009919030370275576,2005-10
13,MAROTOKO,MAROTOKO,0.010043973848472979,2005-10
1,RANOMAFANA,RANOMAFANA,0.009603770260992024,2005-10
10,TSARATANANA,TSARATANANA,0.009493565709675543,2005-10
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.006615692271568436,2005-11
4,AMBOHIMIERA,AMBOHIMIERA,0.0064404080797467785,2005-11
9,ANALAMPASINA,ANALAMPASINA,0.006780676765461774,2005-11
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.009313969098138242,2005-11
7,AMBIABE,ANDRORANGAVOLA,0.008020732152288643,2005-11
14,ANTARETRA,ANTARETRA,0.008997154827921992,2005-11
15,ANTSINDRA,ANTSINDRA,0.005677304680956401,2005-11
5,AMPASINAMBO,FASINTSARA,0.007108292943751888,2005-11
11,FASINTSARA,FASINTSARA,0.006219884418169293,2005-11
8,IFANADIANA,IFANADIANA,0.008814761387364815,2005-11
3,KELILALINA,KELILALINA,0.008133638050665488,2005-11
12,MAROHARATRA,MAROHARATRA,0.006002713708118945,2005-11
13,MAROTOKO,MAROTOKO,0.010629049832171267,2005-11
1,RANOMAFANA,RANOMAFANA,0.007875677861056678,2005-11
10,TSARATANANA,TSARATANANA,0.007245200280204981,2005-11
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.0237361216734286,2005-12
4,AMBOHIMIERA,AMBOHIMIERA,0.022027604429604546,2005-12
9,ANALAMPASINA,ANALAMPASINA,0.023342191724089544,2005-12
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.021522381148400823,2005-12
7,AMBIABE,ANDRORANGAVOLA,0.02410459992300173,2005-12
14,ANTARETRA,ANTARETRA,0.019702732712853603,2005-12
15,ANTSINDRA,ANTSINDRA,0.033997803488512904,2005-12
5,AMPASINAMBO,FASINTSARA,0.015230836034407171,2005-12
11,FASINTSARA,FASINTSARA,0.027905521660444896,2005-12
8,IFANADIANA,IFANADIANA,0.023924542047690036,2005-12
3,KELILALINA,KELILALINA,0.024759927576392803,2005-12
12,MAROHARATRA,MAROHARATRA,0.016456491219171886,2005-12
13,MAROTOKO,MAROTOKO,0.0228905583753228,2005-12
1,RANOMAFANA,RANOMAFANA,0.02584338836126066,2005-12
10,TSARATANANA,TSARATANANA,0.023843330821590077,2005-12
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.09469222128154683,2006-01
4,AMBOHIMIERA,AMBOHIMIERA,0.06802805741848028,2006-01
9,ANALAMPASINA,ANALAMPASINA,0.10869000265540056,2006-01
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.04465877879339092,2006-01
7,AMBIABE,ANDRORANGAVOLA,0.05834799526745089,2006-01
14,ANTARETRA,ANTARETRA,0.060690859477641385,2006-01
15,ANTSINDRA,ANTSINDRA,0.09532513294536069,2006-01
5,AMPASINAMBO,FASINTSARA,0.06404193774026072,2006-01
11,FASINTSARA,FASINTSARA,0.1073534894083541,2006-01
8,IFANADIANA,IFANADIANA,0.061585763523622335,2006-01
3,KELILALINA,KELILALINA,0.07369974790761741,2006-01
12,MAROHARATRA,MAROHARATRA,0.06037341166423109,2006-01
13,MAROTOKO,MAROTOKO,0.05247444282355466,2006-01
1,RANOMAFANA,RANOMAFANA,0.07162392157710558,2006-01
10,TSARATANANA,TSARATANANA,0.08540861024928248,2006-01
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.044753955130370594,2006-02
4,AMBOHIMIERA,AMBOHIMIERA,0.045218338122112525,2006-02
9,ANALAMPASINA,ANALAMPASINA,0.0480904953905933,2006-02
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.0692521492063049,2006-02
7,AMBIABE,ANDRORANGAVOLA,0.06481462779286927,2006-02
14,ANTARETRA,ANTARETRA,0.09487298478623868,2006-02
15,ANTSINDRA,ANTSINDRA,0.04197212727807233,2006-02
5,AMPASINAMBO,FASINTSARA,0.04329687447185422,2006-02
11,FASINTSARA,FASINTSARA,0.043050921712677506,2006-02
8,IFANADIANA,IFANADIANA,0.07577055723420491,2006-02
3,KELILALINA,KELILALINA,0.05890007090233529,2006-02
12,MAROHARATRA,MAROHARATRA,0.03863565414486876,2006-02
13,MAROTOKO,MAROTOKO,0.07609765535283244,2006-02
1,RANOMAFANA,RANOMAFANA,0.0510963511808127,2006-02
10,TSARATANANA,TSARATANANA,0.06296436012224406,2006-02
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.07992844940880572,2006-03
4,AMBOHIMIERA,AMBOHIMIERA,0.07328916118985984,2006-03
9,ANALAMPASINA,ANALAMPASINA,0.0672391802636456,2006-03
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.07058088140437158,2006-03
7,AMBIABE,ANDRORANGAVOLA,0.07431600185319168,2006-03
14,ANTARETRA,ANTARETRA,0.08496740309604241,2006-03
15,ANTSINDRA,ANTSINDRA,0.11072634383663217,2006-03
5,AMPASINAMBO,FASINTSARA,0.04946378276870083,2006-03
11,FASINTSARA,FASINTSARA,0.07015434568233243,2006-03
8,IFANADIANA,IFANADIANA,0.07978864477728721,2006-03
3,KELILALINA,KELILALINA,0.08002409062256985,2006-03
12,MAROHARATRA,MAROHARATRA,0.0714329114731292,2006-03
13,MAROTOKO,MAROTOKO,0.07167807521646295,2006-03
1,RANOMAFANA,RANOMAFANA,0.07379594923000836,2006-03
10,TSARATANANA,TSARATANANA,0.09490827312353305,2006-03
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.04387841744640662,2006-04
4,AMBOHIMIERA,AMBOHIMIERA,0.0384493882979045,2006-04
9,ANALAMPASINA,ANALAMPASINA,0.042620198911636174,2006-04
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.03315882592875073,2006-04
7,AMBIABE,ANDRORANGAVOLA,0.03172657370708221,2006-04
14,ANTARETRA,ANTARETRA,0.042873330469716024,2006-04
15,ANTSINDRA,ANTSINDRA,0.038174976699437216,2006-04
5,AMPASINAMBO,FASINTSARA,0.03535673132322846,2006-04
11,FASINTSARA,FASINTSARA,0.03522164249496562,2006-04
8,IFANADIANA,IFANADIANA,0.035485212859718326,2006-04
3,KELILALINA,KELILALINA,0.03595473874721055,2006-04
12,MAROHARATRA,MAROHARATRA,0.040633849912868863,2006-04
13,MAROTOKO,MAROTOKO,0.03474828187586498,2006-04
1,RANOMAFANA,RANOMAFANA,0.033122533087903264,2006-04
10,TSARATANANA,TSARATANANA,0.04637693957342438,2006-04
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.026281095315356256,2006-05
4,AMBOHIMIERA,AMBOHIMIERA,0.023681299514748365,2006-05
9,ANALAMPASINA,ANALAMPASINA,0.026688901351249846,2006-05
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.02193581578181542,2006-05
7,AMBIABE,ANDRORANGAVOLA,0.02069217874545587,2006-05
14,ANTARETRA,ANTARETRA,0.025435465282935135,2006-05
15,ANTSINDRA,ANTSINDRA,0.01927407885454661,2006-05
5,AMPASINAMBO,FASINTSARA,0.02426128761178075,2006-05
11,FASINTSARA,FASINTSARA,0.020649541155965987,2006-05
8,IFANADIANA,IFANADIANA,0.02206282969224104,2006-05
3,KELILALINA,KELILALINA,0.021929110140071144,2006-05
12,MAROHARATRA,MAROHARATRA,0.0243656637917047,2006-05
13,MAROTOKO,MAROTOKO,0.022857458579694487,2006-05
1,RANOMAFANA,RANOMAFANA,0.020822212280471056,2006-05
10,TSARATANANA,TSARATANANA,0.025797070184838816,2006-05
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.01703162901376785,2006-06
4,AMBOHIMIERA,AMBOHIMIERA,0.01576088591768121,2006-06
9,ANALAMPASINA,ANALAMPASINA,0.017350049210946888,2006-06
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.016141312662034137,2006-06
7,AMBIABE,ANDRORANGAVOLA,0.015050915760651715,2006-06
14,ANTARETRA,ANTARETRA,0.016917566015318485,2006-06
15,ANTSINDRA,ANTSINDRA,0.012192061846784463,2006-06
5,AMPASINAMBO,FASINTSARA,0.016854378459543646,2006-06
11,FASINTSARA,FASINTSARA,0.014141039577372136,2006-06
8,IFANADIANA,IFANADIANA,0.015572607327839588,2006-06
3,KELILALINA,KELILALINA,0.01515654955378297,2006-06
12,MAROHARATRA,MAROHARATRA,0.016345145955499244,2006-06
13,MAROTOKO,MAROTOKO,0.016583629042747808,2006-06
1,RANOMAFANA,RANOMAFANA,0.014391106661551138,2006-06
10,TSARATANANA,TSARATANANA,0.01661506059972827,2006-06
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.013985177928488636,2006-07
4,AMBOHIMIERA,AMBOHIMIERA,0.012883895465540564,2006-07
9,ANALAMPASINA,ANALAMPASINA,0.01352824043034105,2006-07
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.015199725296984351,2006-07
7,AMBIABE,ANDRORANGAVOLA,0.013942930183386193,2006-07
14,ANTARETRA,ANTARETRA,0.01395834268152535,2006-07
15,ANTSINDRA,ANTSINDRA,0.011118329463239906,2006-07
5,AMPASINAMBO,FASINTSARA,0.014250213326519186,2006-07
11,FASINTSARA,FASINTSARA,0.012801410193182637,2006-07
8,IFANADIANA,IFANADIANA,0.01377798239404062,2006-07
3,KELILALINA,KELILALINA,0.013162570976031166,2006-07
12,MAROHARATRA,MAROHARATRA,0.014538345809088431,2006-07
13,MAROTOKO,MAROTOKO,0.015265083983091801,2006-07
1,RANOMAFANA,RANOMAFANA,0.012381027563956886,2006-07
10,TSARATANANA,TSARATANANA,0.013348741392528637,2006-07
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.011522205233236176,2006-08
4,AMBOHIMIERA,AMBOHIMIERA,0.011717969183460478,2006-08
9,ANALAMPASINA,ANALAMPASINA,0.011239771272844552,2006-08
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.01726512546195372,2006-08
7,AMBIABE,ANDRORANGAVOLA,0.015509932176308219,2006-08
14,ANTARETRA,ANTARETRA,0.012617489968392768,2006-08
15,ANTSINDRA,ANTSINDRA,0.007846601777970977,2006-08
5,AMPASINAMBO,FASINTSARA,0.012409903534929526,2006-08
11,FASINTSARA,FASINTSARA,0.010016203529177177,2006-08
8,IFANADIANA,IFANADIANA,0.014303907351381227,2006-08
3,KELILALINA,KELILALINA,0.013244704757120569,2006-08
12,MAROHARATRA,MAROHARATRA,0.012298350071216524,2006-08
13,MAROTOKO,MAROTOKO,0.016857112558550692,2006-08
1,RANOMAFANA,RANOMAFANA,0.012133302632674365,2006-08
10,TSARATANANA,TSARATANANA,0.011416334677419213,2006-08
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.008848791981158153,2006-09
4,AMBOHIMIERA,AMBOHIMIERA,0.009306246176133143,2006-09
9,ANALAMPASINA,ANALAMPASINA,0.008539984355325598,2006-09
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.013614966168907696,2006-09
7,AMBIABE,ANDRORANGAVOLA,0.012395290100922872,2006-09
14,ANTARETRA,ANTARETRA,0.009985371614476171,2006-09
15,ANTSINDRA,ANTSINDRA,0.005969737612242054,2006-09
5,AMPASINAMBO,FASINTSARA,0.009611552459918652,2006-09
11,FASINTSARA,FASINTSARA,0.007469665569642762,2006-09
8,IFANADIANA,IFANADIANA,0.011470147160669427,2006-09
3,KELILALINA,KELILALINA,0.010637397729273836,2006-09
12,MAROHARATRA,MAROHARATRA,0.00928081658062184,2006-09
13,MAROTOKO,MAROTOKO,0.013449387480518325,2006-09
1,RANOMAFANA,RANOMAFANA,0.009859955791100826,2006-09
10,TSARATANANA,TSARATANANA,0.008969809675641635,2006-09
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.007103931607259832,2006-10
4,AMBOHIMIERA,AMBOHIMIERA,0.007497906536628054,2006-10
9,ANALAMPASINA,ANALAMPASINA,0.006651299119295154,2006-10
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.010529397306528548,2006-10
7,AMBIABE,ANDRORANGAVOLA,0.009798510807655873,2006-10
14,ANTARETRA,ANTARETRA,0.00783847918852017,2006-10
15,ANTSINDRA,ANTSINDRA,0.004819376595173293,2006-10
5,AMPASINAMBO,FASINTSARA,0.0077145217760865355,2006-10
11,FASINTSARA,FASINTSARA,0.006512402590117888,2006-10
8,IFANADIANA,IFANADIANA,0.00910016352478198,2006-10
3,KELILALINA,KELILALINA,0.008556470244959043,2006-10
12,MAROHARATRA,MAROHARATRA,0.007399604099288843,2006-10
13,MAROTOKO,MAROTOKO,0.010551263899701315,2006-10
1,RANOMAFANA,RANOMAFANA,0.008097469840923195,2006-10
10,TSARATANANA,TSARATANANA,0.006984301475418173,2006-10
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.013917712026265402,2006-11
4,AMBOHIMIERA,AMBOHIMIERA,0.010588570237457767,2006-11
9,ANALAMPASINA,ANALAMPASINA,0.012778070679594362,2006-11
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.013197830896762934,2006-11
7,AMBIABE,ANDRORANGAVOLA,0.01413409377691668,2006-11
14,ANTARETRA,ANTARETRA,0.008640407719097874,2006-11
15,ANTSINDRA,ANTSINDRA,0.01838671199355899,2006-11
5,AMPASINAMBO,FASINTSARA,0.010351531538379408,2006-11
11,FASINTSARA,FASINTSARA,0.016033024262858565,2006-11
8,IFANADIANA,IFANADIANA,0.011442762711201914,2006-11
3,KELILALINA,KELILALINA,0.010597703912607486,2006-11
12,MAROHARATRA,MAROHARATRA,0.012197980081145391,2006-11
13,MAROTOKO,MAROTOKO,0.011736763520995177,2006-11
1,RANOMAFANA,RANOMAFANA,0.010004889143710642,2006-11
10,TSARATANANA,TSARATANANA,0.010411080193946381,2006-11
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.03081746268142528,2006-12
4,AMBOHIMIERA,AMBOHIMIERA,0.02685166149345604,2006-12
9,ANALAMPASINA,ANALAMPASINA,0.037032156529075086,2006-12
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.01459645595425811,2006-12
7,AMBIABE,ANDRORANGAVOLA,0.023328889815686846,2006-12
14,ANTARETRA,ANTARETRA,0.011150009277540082,2006-12
15,ANTSINDRA,ANTSINDRA,0.02119769376697499,2006-12
5,AMPASINAMBO,FASINTSARA,0.03043956724292085,2006-12
11,FASINTSARA,FASINTSARA,0.036618800888051604,2006-12
8,IFANADIANA,IFANADIANA,0.020123607670185138,2006-12
3,KELILALINA,KELILALINA,0.024629481637310057,2006-12
12,MAROHARATRA,MAROHARATRA,0.022776803831111168,2006-12
13,MAROTOKO,MAROTOKO,0.014004328666442266,2006-12
1,RANOMAFANA,RANOMAFANA,0.02731783801052267,2006-12
10,TSARATANANA,TSARATANANA,0.01833084469070633,2006-12
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.49468615412186745,2007-01
4,AMBOHIMIERA,AMBOHIMIERA,0.3387829122452883,2007-01
9,ANALAMPASINA,ANALAMPASINA,0.4619483427487684,2007-01
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.28619791833850855,2007-01
7,AMBIABE,ANDRORANGAVOLA,0.2611743402319087,2007-01
14,ANTARETRA,ANTARETRA,0.4482391207943068,2007-01
15,ANTSINDRA,ANTSINDRA,0.579951988119926,2007-01
5,AMPASINAMBO,FASINTSARA,0.40976156676840686,2007-01
11,FASINTSARA,FASINTSARA,0.5709196924121349,2007-01
8,IFANADIANA,IFANADIANA,0.322226196083125,2007-01
3,KELILALINA,KELILALINA,0.30366023940527975,2007-01
12,MAROHARATRA,MAROHARATRA,0.5116298761052496,2007-01
13,MAROTOKO,MAROTOKO,0.306646857889647,2007-01
1,RANOMAFANA,RANOMAFANA,0.27130694775359937,2007-01
10,TSARATANANA,TSARATANANA,0.4599147670761186,2007-01
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.39482313015674736,2007-02
4,AMBOHIMIERA,AMBOHIMIERA,0.2965707314761733,2007-02
9,ANALAMPASINA,ANALAMPASINA,0.36204784381413835,2007-02
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.26860945156538296,2007-02
7,AMBIABE,ANDRORANGAVOLA,0.24044599308037234,2007-02
14,ANTARETRA,ANTARETRA,0.39380619259391236,2007-02
15,ANTSINDRA,ANTSINDRA,0.40472868224737846,2007-02
5,AMPASINAMBO,FASINTSARA,0.3358217978270705,2007-02
11,FASINTSARA,FASINTSARA,0.3991026683693835,2007-02
8,IFANADIANA,IFANADIANA,0.29505010147066557,2007-02
3,KELILALINA,KELILALINA,0.274407658559456,2007-02
12,MAROHARATRA,MAROHARATRA,0.39277946695575666,2007-02
13,MAROTOKO,MAROTOKO,0.28464120726832154,2007-02
1,RANOMAFANA,RANOMAFANA,0.23907182577986713,2007-02
10,TSARATANANA,TSARATANANA,0.4011381392575791,2007-02
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.21529457063668986,2007-03
4,AMBOHIMIERA,AMBOHIMIERA,0.14460509589536405,2007-03
9,ANALAMPASINA,ANALAMPASINA,0.19442908939564355,2007-03
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.1345886132191607,2007-03
7,AMBIABE,ANDRORANGAVOLA,0.11791747636781401,2007-03
14,ANTARETRA,ANTARETRA,0.1761269125122347,2007-03
15,ANTSINDRA,ANTSINDRA,0.23144376932443533,2007-03
5,AMPASINAMBO,FASINTSARA,0.19413666263359955,2007-03
11,FASINTSARA,FASINTSARA,0.2463021756977275,2007-03
8,IFANADIANA,IFANADIANA,0.1403985087150707,2007-03
3,KELILALINA,KELILALINA,0.1288244504792216,2007-03
12,MAROHARATRA,MAROHARATRA,0.22308461747703073,2007-03
13,MAROTOKO,MAROTOKO,0.13726765917493197,2007-03
1,RANOMAFANA,RANOMAFANA,0.11493809149775053,2007-03
10,TSARATANANA,TSARATANANA,0.19165113146436222,2007-03
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.07190165034961624,2007-04
4,AMBOHIMIERA,AMBOHIMIERA,0.06151319220567164,2007-04
9,ANALAMPASINA,ANALAMPASINA,0.07586392919467838,2007-04
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.05902788118261396,2007-04
7,AMBIABE,ANDRORANGAVOLA,0.05501164882780259,2007-04
14,ANTARETRA,ANTARETRA,0.07665867434121722,2007-04
15,ANTSINDRA,ANTSINDRA,0.05220752639731161,2007-04
5,AMPASINAMBO,FASINTSARA,0.06712602990949129,2007-04
11,FASINTSARA,FASINTSARA,0.056421537867373875,2007-04
8,IFANADIANA,IFANADIANA,0.06296218824861419,2007-04
3,KELILALINA,KELILALINA,0.05935118991679431,2007-04
12,MAROHARATRA,MAROHARATRA,0.06374901769849955,2007-04
13,MAROTOKO,MAROTOKO,0.06046531712260335,2007-04
1,RANOMAFANA,RANOMAFANA,0.05306173196377201,2007-04
10,TSARATANANA,TSARATANANA,0.07533270700165551,2007-04
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.04233311266269911,2007-05
4,AMBOHIMIERA,AMBOHIMIERA,0.056824402087540166,2007-05
9,ANALAMPASINA,ANALAMPASINA,0.04321586598305842,2007-05
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.07575388400219561,2007-05
7,AMBIABE,ANDRORANGAVOLA,0.07291896700868958,2007-05
14,ANTARETRA,ANTARETRA,0.09003497243601266,2007-05
15,ANTSINDRA,ANTSINDRA,0.03934225717602431,2007-05
5,AMPASINAMBO,FASINTSARA,0.036234581272295716,2007-05
11,FASINTSARA,FASINTSARA,0.03201973495718609,2007-05
8,IFANADIANA,IFANADIANA,0.08463471781243148,2007-05
3,KELILALINA,KELILALINA,0.07693724814324845,2007-05
12,MAROHARATRA,MAROHARATRA,0.03647579876868204,2007-05
13,MAROTOKO,MAROTOKO,0.07521402157914579,2007-05
1,RANOMAFANA,RANOMAFANA,0.06861103447800777,2007-05
10,TSARATANANA,TSARATANANA,0.0808455891196355,2007-05
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.031497872052258416,2007-06
4,AMBOHIMIERA,AMBOHIMIERA,0.03705226031249105,2007-06
9,ANALAMPASINA,ANALAMPASINA,0.0318891071514337,2007-06
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.040453301884002264,2007-06
7,AMBIABE,ANDRORANGAVOLA,0.038648197854983114,2007-06
14,ANTARETRA,ANTARETRA,0.047890995587250275,2007-06
15,ANTSINDRA,ANTSINDRA,0.026276670980816236,2007-06
5,AMPASINAMBO,FASINTSARA,0.02769278314049413,2007-06
11,FASINTSARA,FASINTSARA,0.025452702882111596,2007-06
8,IFANADIANA,IFANADIANA,0.042153107662162285,2007-06
3,KELILALINA,KELILALINA,0.04114693207951715,2007-06
12,MAROHARATRA,MAROHARATRA,0.028013115206652,2007-06
13,MAROTOKO,MAROTOKO,0.04118447589330474,2007-06
1,RANOMAFANA,RANOMAFANA,0.038172620477347007,2007-06
10,TSARATANANA,TSARATANANA,0.045860930530210745,2007-06
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.024831515159810753,2007-07
4,AMBOHIMIERA,AMBOHIMIERA,0.026094761757212877,2007-07
9,ANALAMPASINA,ANALAMPASINA,0.025059739921320854,2007-07
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.02384382165828084,2007-07
7,AMBIABE,ANDRORANGAVOLA,0.023750649020003706,2007-07
14,ANTARETRA,ANTARETRA,0.026916125805170818,2007-07
15,ANTSINDRA,ANTSINDRA,0.0188464680048851,2007-07
5,AMPASINAMBO,FASINTSARA,0.023166260747632502,2007-07
11,FASINTSARA,FASINTSARA,0.02060232234616128,2007-07
8,IFANADIANA,IFANADIANA,0.02455931905965633,2007-07
3,KELILALINA,KELILALINA,0.025176148292668395,2007-07
12,MAROHARATRA,MAROHARATRA,0.022607560181257272,2007-07
13,MAROTOKO,MAROTOKO,0.024498207813297944,2007-07
1,RANOMAFANA,RANOMAFANA,0.02461425297498238,2007-07
10,TSARATANANA,TSARATANANA,0.027638846220792865,2007-07
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.018648410814353453,2007-08
4,AMBOHIMIERA,AMBOHIMIERA,0.01866350322284857,2007-08
9,ANALAMPASINA,ANALAMPASINA,0.01899214205892646,2007-08
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.014925869916401045,2007-08
7,AMBIABE,ANDRORANGAVOLA,0.015469265866936808,2007-08
14,ANTARETRA,ANTARETRA,0.016100948964583014,2007-08
15,ANTSINDRA,ANTSINDRA,0.012889178411725793,2007-08
5,AMPASINAMBO,FASINTSARA,0.018963868179919432,2007-08
11,FASINTSARA,FASINTSARA,0.015917479120117123,2007-08
8,IFANADIANA,IFANADIANA,0.01538012977380924,2007-08
3,KELILALINA,KELILALINA,0.016398029480417384,2007-08
12,MAROHARATRA,MAROHARATRA,0.01743126481559684,2007-08
13,MAROTOKO,MAROTOKO,0.015350283623512843,2007-08
1,RANOMAFANA,RANOMAFANA,0.01683436030431588,2007-08
10,TSARATANANA,TSARATANANA,0.017185114932906514,2007-08
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.013317530776509568,2007-09
4,AMBOHIMIERA,AMBOHIMIERA,0.013069550728908913,2007-09
9,ANALAMPASINA,ANALAMPASINA,0.013648337670911549,2007-09
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.00979846405492548,2007-09
7,AMBIABE,ANDRORANGAVOLA,0.010451163077028801,2007-09
14,ANTARETRA,ANTARETRA,0.010048671301333717,2007-09
15,ANTSINDRA,ANTSINDRA,0.008350499308923618,2007-09
5,AMPASINAMBO,FASINTSARA,0.014506922388331008,2007-09
11,FASINTSARA,FASINTSARA,0.011549282896030221,2007-09
8,IFANADIANA,IFANADIANA,0.010152653151092957,2007-09
3,KELILALINA,KELILALINA,0.011061120402227592,2007-09
12,MAROHARATRA,MAROHARATRA,0.01253291444167456,2007-09
13,MAROTOKO,MAROTOKO,0.009956469205662047,2007-09
1,RANOMAFANA,RANOMAFANA,0.011633749213601616,2007-09
10,TSARATANANA,TSARATANANA,0.011040799809959484,2007-09
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.010250208244505945,2007-10
4,AMBOHIMIERA,AMBOHIMIERA,0.009758290887455418,2007-10
9,ANALAMPASINA,ANALAMPASINA,0.010272098066448939,2007-10
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.0070209727470994234,2007-10
7,AMBIABE,ANDRORANGAVOLA,0.007725579210358853,2007-10
14,ANTARETRA,ANTARETRA,0.006853555444859795,2007-10
15,ANTSINDRA,ANTSINDRA,0.0065329889927421125,2007-10
5,AMPASINAMBO,FASINTSARA,0.011595774686977227,2007-10
11,FASINTSARA,FASINTSARA,0.010146878350312019,2007-10
8,IFANADIANA,IFANADIANA,0.00736478990280674,2007-10
