fid,new_commun,old_commun,mean_pev,date
11,FASINTSARA,FASINTSARA,-0.44205699714928215,2006-01
8,IFANADIANA,IFANADIANA,-0.489493529241733,2006-01
3,KELILALINA,KELILALINA,-0.47487838266375837,2006-01
12,MAROHARATRA,MAROHARATRA,-0.4399015379112378,2006-01
13,MAROTOKO,MAROTOKO,-0.3741522019603955,2006-01
1,RANOMAFANA,RANOMAFANA,-0.4390026642746972,2006-01
10,TSARATANANA,TSARATANANA,-0.4689854067569941,2006-01
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.29392972260756,2006-02
4,AMBOHIMIERA,AMBOHIMIERA,-0.26958410895127344,2006-02
9,ANALAMPASINA,ANALAMPASINA,-0.38137262375714276,2006-02
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.30954914939457995,2006-02
7,AMBIABE,ANDRORANGAVOLA,-0.3777658129736896,2006-02
14,ANTARETRA,ANTARETRA,-0.4126992321992556,2006-02
15,ANTSINDRA,ANTSINDRA,-0.38407212853377976,2006-02
5,AMPASINAMBO,FASINTSARA,-0.4061047822901619,2006-02
11,FASINTSARA,FASINTSARA,-0.36172922554806686,2006-02
8,IFANADIANA,IFANADIANA,-0.4088280920098689,2006-02
3,KELILALINA,KELILALINA,-0.40029725696610463,2006-02
12,MAROHARATRA,MAROHARATRA,-0.3533176605050983,2006-02
13,MAROTOKO,MAROTOKO,-0.3071480629097702,2006-02
1,RANOMAFANA,RANOMAFANA,-0.37435076003127415,2006-02
10,TSARATANANA,TSARATANANA,-0.39246490355503527,2006-02
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.3113856088410059,2006-03
4,AMBOHIMIERA,AMBOHIMIERA,-0.27876643938585904,2006-03
9,ANALAMPASINA,ANALAMPASINA,-0.40230476113849917,2006-03
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.32969853796867093,2006-03
7,AMBIABE,ANDRORANGAVOLA,-0.4055699340583226,2006-03
14,ANTARETRA,ANTARETRA,-0.43843596450512234,2006-03
15,ANTSINDRA,ANTSINDRA,-0.4051875090976671,2006-03
5,AMPASINAMBO,FASINTSARA,-0.4472655831648148,2006-03
11,FASINTSARA,FASINTSARA,-0.3922112862878424,2006-03
8,IFANADIANA,IFANADIANA,-0.4401720558981429,2006-03
3,KELILALINA,KELILALINA,-0.4276712237821342,2006-03
12,MAROHARATRA,MAROHARATRA,-0.3819345497096096,2006-03
13,MAROTOKO,MAROTOKO,-0.3250721439252191,2006-03
1,RANOMAFANA,RANOMAFANA,-0.39685326998470843,2006-03
10,TSARATANANA,TSARATANANA,-0.41381820976433203,2006-03
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.2436950538549311,2006-04
4,AMBOHIMIERA,AMBOHIMIERA,-0.21982716923928805,2006-04
9,ANALAMPASINA,ANALAMPASINA,-0.3152357574263164,2006-04
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.2540313826522283,2006-04
7,AMBIABE,ANDRORANGAVOLA,-0.3178710190703356,2006-04
14,ANTARETRA,ANTARETRA,-0.3455171703945332,2006-04
15,ANTSINDRA,ANTSINDRA,-0.3277432638279328,2006-04
5,AMPASINAMBO,FASINTSARA,-0.35935031206362145,2006-04
11,FASINTSARA,FASINTSARA,-0.31179064685900476,2006-04
8,IFANADIANA,IFANADIANA,-0.3455318631116758,2006-04
3,KELILALINA,KELILALINA,-0.34089322461589316,2006-04
12,MAROHARATRA,MAROHARATRA,-0.3119310013924389,2006-04
13,MAROTOKO,MAROTOKO,-0.25051459098899975,2006-04
1,RANOMAFANA,RANOMAFANA,-0.3182769038359362,2006-04
10,TSARATANANA,TSARATANANA,-0.33169983752117455,2006-04
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.2284638288002683,2006-05
4,AMBOHIMIERA,AMBOHIMIERA,-0.21089615457861172,2006-05
9,ANALAMPASINA,ANALAMPASINA,-0.312206579188372,2006-05
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.2277270945218477,2006-05
7,AMBIABE,ANDRORANGAVOLA,-0.2933846380637911,2006-05
14,ANTARETRA,ANTARETRA,-0.308617553767196,2006-05
15,ANTSINDRA,ANTSINDRA,-0.3020916960939656,2006-05
5,AMPASINAMBO,FASINTSARA,-0.348682269324975,2006-05
11,FASINTSARA,FASINTSARA,-0.29460529529754165,2006-05
8,IFANADIANA,IFANADIANA,-0.31237977240585213,2006-05
3,KELILALINA,KELILALINA,-0.32139966071616244,2006-05
12,MAROHARATRA,MAROHARATRA,-0.29004626614568374,2006-05
13,MAROTOKO,MAROTOKO,-0.2247809949275934,2006-05
1,RANOMAFANA,RANOMAFANA,-0.31673997122150194,2006-05
10,TSARATANANA,TSARATANANA,-0.3002649401218575,2006-05
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.17207504018446146,2006-06
4,AMBOHIMIERA,AMBOHIMIERA,-0.16145287501542005,2006-06
9,ANALAMPASINA,ANALAMPASINA,-0.23321872079887904,2006-06
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.19413154557687406,2006-06
7,AMBIABE,ANDRORANGAVOLA,-0.23899949512307275,2006-06
14,ANTARETRA,ANTARETRA,-0.2621719071619541,2006-06
15,ANTSINDRA,ANTSINDRA,-0.2253417223219032,2006-06
5,AMPASINAMBO,FASINTSARA,-0.2581145672769606,2006-06
11,FASINTSARA,FASINTSARA,-0.21644974328459263,2006-06
8,IFANADIANA,IFANADIANA,-0.2579711261266631,2006-06
3,KELILALINA,KELILALINA,-0.2518020857411147,2006-06
12,MAROHARATRA,MAROHARATRA,-0.2126685111344041,2006-06
13,MAROTOKO,MAROTOKO,-0.19411862005872058,2006-06
1,RANOMAFANA,RANOMAFANA,-0.24215663870409343,2006-06
10,TSARATANANA,TSARATANANA,-0.23762295162416944,2006-06
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.15758329643052627,2006-07
4,AMBOHIMIERA,AMBOHIMIERA,-0.14571662479115702,2006-07
9,ANALAMPASINA,ANALAMPASINA,-0.21372841376781793,2006-07
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.16034180143214152,2006-07
7,AMBIABE,ANDRORANGAVOLA,-0.20007693704245802,2006-07
14,ANTARETRA,ANTARETRA,-0.21675350671183852,2006-07
15,ANTSINDRA,ANTSINDRA,-0.2023196011832685,2006-07
5,AMPASINAMBO,FASINTSARA,-0.23581593161019346,2006-07
11,FASINTSARA,FASINTSARA,-0.20014220169488384,2006-07
8,IFANADIANA,IFANADIANA,-0.21513857070076908,2006-07
3,KELILALINA,KELILALINA,-0.21628493572763655,2006-07
12,MAROHARATRA,MAROHARATRA,-0.19332264781174177,2006-07
13,MAROTOKO,MAROTOKO,-0.16072059012957776,2006-07
1,RANOMAFANA,RANOMAFANA,-0.20956516749733314,2006-07
10,TSARATANANA,TSARATANANA,-0.20616923097288517,2006-07
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.25685718386193074,2006-08
4,AMBOHIMIERA,AMBOHIMIERA,-0.2298828700937044,2006-08
9,ANALAMPASINA,ANALAMPASINA,-0.3451726338889243,2006-08
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.2708407198444368,2006-08
7,AMBIABE,ANDRORANGAVOLA,-0.3416813240050546,2006-08
14,ANTARETRA,ANTARETRA,-0.3672758594493253,2006-08
15,ANTSINDRA,ANTSINDRA,-0.3458450795587705,2006-08
5,AMPASINAMBO,FASINTSARA,-0.3977092293512106,2006-08
11,FASINTSARA,FASINTSARA,-0.33610370600093775,2006-08
8,IFANADIANA,IFANADIANA,-0.3663391694966486,2006-08
3,KELILALINA,KELILALINA,-0.36378357410521955,2006-08
12,MAROHARATRA,MAROHARATRA,-0.33405172104086317,2006-08
13,MAROTOKO,MAROTOKO,-0.2706514065617792,2006-08
1,RANOMAFANA,RANOMAFANA,-0.34498722422766415,2006-08
10,TSARATANANA,TSARATANANA,-0.3462387436272227,2006-08
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.2975988585685869,2006-09
4,AMBOHIMIERA,AMBOHIMIERA,-0.2645666734862609,2006-09
9,ANALAMPASINA,ANALAMPASINA,-0.3951749122845952,2006-09
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.3076419402036928,2006-09
7,AMBIABE,ANDRORANGAVOLA,-0.38602304525957454,2006-09
14,ANTARETRA,ANTARETRA,-0.42158355571966494,2006-09
15,ANTSINDRA,ANTSINDRA,-0.40163724063392037,2006-09
5,AMPASINAMBO,FASINTSARA,-0.4438586201916748,2006-09
11,FASINTSARA,FASINTSARA,-0.388570918659612,2006-09
8,IFANADIANA,IFANADIANA,-0.41980906703195253,2006-09
3,KELILALINA,KELILALINA,-0.4138481437000366,2006-09
12,MAROHARATRA,MAROHARATRA,-0.3850193376083036,2006-09
13,MAROTOKO,MAROTOKO,-0.3078780315211448,2006-09
1,RANOMAFANA,RANOMAFANA,-0.3860344502615436,2006-09
10,TSARATANANA,TSARATANANA,-0.4039942071533955,2006-09
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.3890128112133467,2006-10
4,AMBOHIMIERA,AMBOHIMIERA,-0.33800357400320763,2006-10
9,ANALAMPASINA,ANALAMPASINA,-0.5076825789436585,2006-10
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.40385564789741385,2006-10
7,AMBIABE,ANDRORANGAVOLA,-0.49702086100544474,2006-10
14,ANTARETRA,ANTARETRA,-0.5693399739785856,2006-10
15,ANTSINDRA,ANTSINDRA,-0.533669702550536,2006-10
5,AMPASINAMBO,FASINTSARA,-0.5768830380053123,2006-10
11,FASINTSARA,FASINTSARA,-0.5044009545580022,2006-10
8,IFANADIANA,IFANADIANA,-0.5469824858263508,2006-10
3,KELILALINA,KELILALINA,-0.5277613493039326,2006-10
12,MAROHARATRA,MAROHARATRA,-0.5094670279324922,2006-10
13,MAROTOKO,MAROTOKO,-0.4041722912988692,2006-10
1,RANOMAFANA,RANOMAFANA,-0.48199516353389166,2006-10
10,TSARATANANA,TSARATANANA,-0.5311024577272747,2006-10
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.36171694714476077,2006-11
4,AMBOHIMIERA,AMBOHIMIERA,-0.3166021015955183,2006-11
9,ANALAMPASINA,ANALAMPASINA,-0.4635708929428834,2006-11
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.38782588025583614,2006-11
7,AMBIABE,ANDRORANGAVOLA,-0.4654875364420412,2006-11
14,ANTARETRA,ANTARETRA,-0.539331228766185,2006-11
15,ANTSINDRA,ANTSINDRA,-0.49600792189264786,2006-11
5,AMPASINAMBO,FASINTSARA,-0.5180030837747466,2006-11
11,FASINTSARA,FASINTSARA,-0.4621247717051846,2006-11
8,IFANADIANA,IFANADIANA,-0.5121910997447853,2006-11
3,KELILALINA,KELILALINA,-0.48898062888745675,2006-11
12,MAROHARATRA,MAROHARATRA,-0.4660454134742316,2006-11
13,MAROTOKO,MAROTOKO,-0.3888029311316809,2006-11
1,RANOMAFANA,RANOMAFANA,-0.44919670668902795,2006-11
10,TSARATANANA,TSARATANANA,-0.49370404696527453,2006-11
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.36140612046360054,2006-12
4,AMBOHIMIERA,AMBOHIMIERA,-0.31437283887748724,2006-12
9,ANALAMPASINA,ANALAMPASINA,-0.4572661184182285,2006-12
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.38381481986363547,2006-12
7,AMBIABE,ANDRORANGAVOLA,-0.45866335233871053,2006-12
14,ANTARETRA,ANTARETRA,-0.5249192068612527,2006-12
15,ANTSINDRA,ANTSINDRA,-0.49661075625755463,2006-12
5,AMPASINAMBO,FASINTSARA,-0.5092504568837216,2006-12
11,FASINTSARA,FASINTSARA,-0.4613621699298145,2006-12
8,IFANADIANA,IFANADIANA,-0.5054525051675384,2006-12
3,KELILALINA,KELILALINA,-0.4824914396140697,2006-12
12,MAROHARATRA,MAROHARATRA,-0.46343854047606015,2006-12
13,MAROTOKO,MAROTOKO,-0.3860328251330176,2006-12
1,RANOMAFANA,RANOMAFANA,-0.436891591479649,2006-12
10,TSARATANANA,TSARATANANA,-0.4943797034297408,2006-12
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.17993340730078933,2007-01
4,AMBOHIMIERA,AMBOHIMIERA,-0.17066242914916982,2007-01
9,ANALAMPASINA,ANALAMPASINA,-0.23600471559254843,2007-01
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.18671567204628678,2007-01
7,AMBIABE,ANDRORANGAVOLA,-0.2229498542729687,2007-01
14,ANTARETRA,ANTARETRA,-0.24804052036763943,2007-01
15,ANTSINDRA,ANTSINDRA,-0.22026975531471382,2007-01
5,AMPASINAMBO,FASINTSARA,-0.2505011156117875,2007-01
11,FASINTSARA,FASINTSARA,-0.2204986584662389,2007-01
8,IFANADIANA,IFANADIANA,-0.2387727860667818,2007-01
3,KELILALINA,KELILALINA,-0.24273941985274297,2007-01
12,MAROHARATRA,MAROHARATRA,-0.21267425621865596,2007-01
13,MAROTOKO,MAROTOKO,-0.1894278344630318,2007-01
1,RANOMAFANA,RANOMAFANA,-0.2371314116670152,2007-01
10,TSARATANANA,TSARATANANA,-0.22903004560574006,2007-01
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.23741487985062618,2007-02
4,AMBOHIMIERA,AMBOHIMIERA,-0.219034919355158,2007-02
9,ANALAMPASINA,ANALAMPASINA,-0.3041938715047859,2007-02
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.23864829431195608,2007-02
7,AMBIABE,ANDRORANGAVOLA,-0.28865060807588655,2007-02
14,ANTARETRA,ANTARETRA,-0.31414776821813023,2007-02
15,ANTSINDRA,ANTSINDRA,-0.29982508951296044,2007-02
5,AMPASINAMBO,FASINTSARA,-0.32603259801545187,2007-02
11,FASINTSARA,FASINTSARA,-0.2946030280142756,2007-02
8,IFANADIANA,IFANADIANA,-0.3133826023357033,2007-02
3,KELILALINA,KELILALINA,-0.31556279123229247,2007-02
12,MAROHARATRA,MAROHARATRA,-0.28214628856099794,2007-02
13,MAROTOKO,MAROTOKO,-0.2391240993129497,2007-02
1,RANOMAFANA,RANOMAFANA,-0.2998769762092905,2007-02
10,TSARATANANA,TSARATANANA,-0.3014217290450047,2007-02
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.33155573803723865,2007-03
4,AMBOHIMIERA,AMBOHIMIERA,-0.2990711021316827,2007-03
9,ANALAMPASINA,ANALAMPASINA,-0.4388905212283134,2007-03
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.33511844796463724,2007-03
7,AMBIABE,ANDRORANGAVOLA,-0.4227172883943862,2007-03
14,ANTARETRA,ANTARETRA,-0.44167054292748964,2007-03
15,ANTSINDRA,ANTSINDRA,-0.4246014013718396,2007-03
5,AMPASINAMBO,FASINTSARA,-0.4822876771582151,2007-03
11,FASINTSARA,FASINTSARA,-0.42070189449822626,2007-03
8,IFANADIANA,IFANADIANA,-0.4532592461282073,2007-03
3,KELILALINA,KELILALINA,-0.45398587139702495,2007-03
12,MAROHARATRA,MAROHARATRA,-0.40841461619136915,2007-03
13,MAROTOKO,MAROTOKO,-0.33113864943361865,2007-03
1,RANOMAFANA,RANOMAFANA,-0.430673544713652,2007-03
10,TSARATANANA,TSARATANANA,-0.4263224739984426,2007-03
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.24913159968713067,2007-04
4,AMBOHIMIERA,AMBOHIMIERA,-0.22223044857919344,2007-04
9,ANALAMPASINA,ANALAMPASINA,-0.3243021565349483,2007-04
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.24609177287197703,2007-04
7,AMBIABE,ANDRORANGAVOLA,-0.30672769125116045,2007-04
14,ANTARETRA,ANTARETRA,-0.3333360997773673,2007-04
15,ANTSINDRA,ANTSINDRA,-0.3283898438580501,2007-04
5,AMPASINAMBO,FASINTSARA,-0.3765740831412191,2007-04
11,FASINTSARA,FASINTSARA,-0.32404818799713175,2007-04
8,IFANADIANA,IFANADIANA,-0.33146566603767397,2007-04
3,KELILALINA,KELILALINA,-0.3279129685977243,2007-04
12,MAROHARATRA,MAROHARATRA,-0.3235677858581498,2007-04
13,MAROTOKO,MAROTOKO,-0.24269520752505888,2007-04
1,RANOMAFANA,RANOMAFANA,-0.31106102858781265,2007-04
10,TSARATANANA,TSARATANANA,-0.3219169781929294,2007-04
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.16760542357970035,2007-05
4,AMBOHIMIERA,AMBOHIMIERA,-0.1553456477060827,2007-05
9,ANALAMPASINA,ANALAMPASINA,-0.2211386834546646,2007-05
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.18499398527358335,2007-05
7,AMBIABE,ANDRORANGAVOLA,-0.2223752884514008,2007-05
14,ANTARETRA,ANTARETRA,-0.2470082663917414,2007-05
15,ANTSINDRA,ANTSINDRA,-0.21720126083619443,2007-05
5,AMPASINAMBO,FASINTSARA,-0.2537901176561937,2007-05
11,FASINTSARA,FASINTSARA,-0.21334884658407782,2007-05
8,IFANADIANA,IFANADIANA,-0.2374868638474713,2007-05
3,KELILALINA,KELILALINA,-0.23307898081554596,2007-05
12,MAROHARATRA,MAROHARATRA,-0.21226314023292922,2007-05
13,MAROTOKO,MAROTOKO,-0.1870101973570646,2007-05
1,RANOMAFANA,RANOMAFANA,-0.2221234252777306,2007-05
10,TSARATANANA,TSARATANANA,-0.22215363663072943,2007-05
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.18169640151741612,2007-06
4,AMBOHIMIERA,AMBOHIMIERA,-0.17047604583957757,2007-06
9,ANALAMPASINA,ANALAMPASINA,-0.24508576961646403,2007-06
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.20278819789829283,2007-06
7,AMBIABE,ANDRORANGAVOLA,-0.2589076696485779,2007-06
14,ANTARETRA,ANTARETRA,-0.2749394449100468,2007-06
15,ANTSINDRA,ANTSINDRA,-0.24296951106385428,2007-06
5,AMPASINAMBO,FASINTSARA,-0.27763997795190126,2007-06
11,FASINTSARA,FASINTSARA,-0.2332024062634989,2007-06
8,IFANADIANA,IFANADIANA,-0.2778000005617459,2007-06
3,KELILALINA,KELILALINA,-0.2767515812063867,2007-06
12,MAROHARATRA,MAROHARATRA,-0.23015401177942138,2007-06
13,MAROTOKO,MAROTOKO,-0.2008006535603444,2007-06
1,RANOMAFANA,RANOMAFANA,-0.26554732618675336,2007-06
10,TSARATANANA,TSARATANANA,-0.255463476637139,2007-06
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.17407042284242305,2007-07
4,AMBOHIMIERA,AMBOHIMIERA,-0.16348120502805857,2007-07
9,ANALAMPASINA,ANALAMPASINA,-0.2307830808627279,2007-07
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.21503022167690625,2007-07
7,AMBIABE,ANDRORANGAVOLA,-0.26792479656936863,2007-07
14,ANTARETRA,ANTARETRA,-0.2979366468768593,2007-07
15,ANTSINDRA,ANTSINDRA,-0.23778326491721002,2007-07
5,AMPASINAMBO,FASINTSARA,-0.25853735995775523,2007-07
11,FASINTSARA,FASINTSARA,-0.22263131051286134,2007-07
8,IFANADIANA,IFANADIANA,-0.29124940514753594,2007-07
3,KELILALINA,KELILALINA,-0.2815480190490939,2007-07
12,MAROHARATRA,MAROHARATRA,-0.2231879418597586,2007-07
13,MAROTOKO,MAROTOKO,-0.21469817465134242,2007-07
1,RANOMAFANA,RANOMAFANA,-0.2590430620687085,2007-07
10,TSARATANANA,TSARATANANA,-0.2605732983718268,2007-07
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.25885221564857364,2007-08
4,AMBOHIMIERA,AMBOHIMIERA,-0.2369096218605906,2007-08
9,ANALAMPASINA,ANALAMPASINA,-0.3501051775805265,2007-08
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.2794866539341567,2007-08
7,AMBIABE,ANDRORANGAVOLA,-0.35765977864570275,2007-08
14,ANTARETRA,ANTARETRA,-0.38344233251644516,2007-08
15,ANTSINDRA,ANTSINDRA,-0.34685777547370794,2007-08
5,AMPASINAMBO,FASINTSARA,-0.40082980660773304,2007-08
11,FASINTSARA,FASINTSARA,-0.3382744822547114,2007-08
8,IFANADIANA,IFANADIANA,-0.38872616628693746,2007-08
3,KELILALINA,KELILALINA,-0.3868048420668455,2007-08
12,MAROHARATRA,MAROHARATRA,-0.33259014594463127,2007-08
13,MAROTOKO,MAROTOKO,-0.27770839412942827,2007-08
1,RANOMAFANA,RANOMAFANA,-0.3650172197499676,2007-08
10,TSARATANANA,TSARATANANA,-0.36241705189286877,2007-08
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.273551646261497,2007-09
4,AMBOHIMIERA,AMBOHIMIERA,-0.24915306492675396,2007-09
9,ANALAMPASINA,ANALAMPASINA,-0.36536982185503,2007-09
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.30193160734105173,2007-09
7,AMBIABE,ANDRORANGAVOLA,-0.3737339332663522,2007-09
14,ANTARETRA,ANTARETRA,-0.41501369040129404,2007-09
15,ANTSINDRA,ANTSINDRA,-0.36856959650501536,2007-09
5,AMPASINAMBO,FASINTSARA,-0.39961865316541517,2007-09
11,FASINTSARA,FASINTSARA,-0.3465111881422425,2007-09
8,IFANADIANA,IFANADIANA,-0.40482186291570366,2007-09
3,KELILALINA,KELILALINA,-0.3953082236892722,2007-09
12,MAROHARATRA,MAROHARATRA,-0.34073267756596054,2007-09
13,MAROTOKO,MAROTOKO,-0.3047096229551187,2007-09
1,RANOMAFANA,RANOMAFANA,-0.36730624153357877,2007-09
10,TSARATANANA,TSARATANANA,-0.3816496489493396,2007-09
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.36584461835083204,2007-10
4,AMBOHIMIERA,AMBOHIMIERA,-0.32847621326836424,2007-10
9,ANALAMPASINA,ANALAMPASINA,-0.47788945608763367,2007-10
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.4092181881140079,2007-10
7,AMBIABE,ANDRORANGAVOLA,-0.5014176694090487,2007-10
14,ANTARETRA,ANTARETRA,-0.5689691480279496,2007-10
15,ANTSINDRA,ANTSINDRA,-0.5085457052953114,2007-10
5,AMPASINAMBO,FASINTSARA,-0.5350666236302659,2007-10
11,FASINTSARA,FASINTSARA,-0.46904325697281074,2007-10
8,IFANADIANA,IFANADIANA,-0.5467654261202053,2007-10
3,KELILALINA,KELILALINA,-0.5256584467672257,2007-10
12,MAROHARATRA,MAROHARATRA,-0.477099756596105,2007-10
13,MAROTOKO,MAROTOKO,-0.41411863150951383,2007-10
1,RANOMAFANA,RANOMAFANA,-0.48099752464503703,2007-10
10,TSARATANANA,TSARATANANA,-0.5188542719646796,2007-10
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.4121670670014827,2007-11
4,AMBOHIMIERA,AMBOHIMIERA,-0.35573675376470804,2007-11
9,ANALAMPASINA,ANALAMPASINA,-0.5144107113347199,2007-11
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.45645742851881954,2007-11
7,AMBIABE,ANDRORANGAVOLA,-0.541795787879274,2007-11
14,ANTARETRA,ANTARETRA,-0.6482937388670152,2007-11
15,ANTSINDRA,ANTSINDRA,-0.599075114923147,2007-11
5,AMPASINAMBO,FASINTSARA,-0.5874110457100238,2007-11
11,FASINTSARA,FASINTSARA,-0.5327654814233944,2007-11
8,IFANADIANA,IFANADIANA,-0.6107678546769375,2007-11
3,KELILALINA,KELILALINA,-0.568457911477796,2007-11
12,MAROHARATRA,MAROHARATRA,-0.5551383337045169,2007-11
13,MAROTOKO,MAROTOKO,-0.45920661167506927,2007-11
1,RANOMAFANA,RANOMAFANA,-0.5025884340615197,2007-11
10,TSARATANANA,TSARATANANA,-0.5974390018629674,2007-11
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.46305275038043775,2007-12
4,AMBOHIMIERA,AMBOHIMIERA,-0.4000643221100976,2007-12
9,ANALAMPASINA,ANALAMPASINA,-0.5910187803095722,2007-12
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.5073758565732396,2007-12
7,AMBIABE,ANDRORANGAVOLA,-0.6219033465988685,2007-12
14,ANTARETRA,ANTARETRA,-0.7109682969967411,2007-12
15,ANTSINDRA,ANTSINDRA,-0.6592051135877445,2007-12
5,AMPASINAMBO,FASINTSARA,-0.6564709841954256,2007-12
11,FASINTSARA,FASINTSARA,-0.6002974693301593,2007-12
8,IFANADIANA,IFANADIANA,-0.6903170084577235,2007-12
3,KELILALINA,KELILALINA,-0.6536128705253842,2007-12
12,MAROHARATRA,MAROHARATRA,-0.6113103205645681,2007-12
13,MAROTOKO,MAROTOKO,-0.5055298946023374,2007-12
1,RANOMAFANA,RANOMAFANA,-0.5796094782928238,2007-12
10,TSARATANANA,TSARATANANA,-0.6648883659082991,2007-12
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.34442022013877005,2008-01
4,AMBOHIMIERA,AMBOHIMIERA,-0.3105899094079154,2008-01
9,ANALAMPASINA,ANALAMPASINA,-0.4362468449362633,2008-01
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.3899971978349375,2008-01
7,AMBIABE,ANDRORANGAVOLA,-0.4645942940470864,2008-01
14,ANTARETRA,ANTARETRA,-0.5286385756551739,2008-01
15,ANTSINDRA,ANTSINDRA,-0.4723966674668852,2008-01
5,AMPASINAMBO,FASINTSARA,-0.4761137426391525,2008-01
11,FASINTSARA,FASINTSARA,-0.43286671456606934,2008-01
8,IFANADIANA,IFANADIANA,-0.5050281953476539,2008-01
3,KELILALINA,KELILALINA,-0.48388611417627503,2008-01
12,MAROHARATRA,MAROHARATRA,-0.4383327905610967,2008-01
13,MAROTOKO,MAROTOKO,-0.3924232460922385,2008-01
1,RANOMAFANA,RANOMAFANA,-0.44665229082286695,2008-01
10,TSARATANANA,TSARATANANA,-0.4814790413582029,2008-01
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.2193268308821659,2008-02
4,AMBOHIMIERA,AMBOHIMIERA,-0.20969526740769032,2008-02
9,ANALAMPASINA,ANALAMPASINA,-0.2855021091920011,2008-02
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.2570895711246107,2008-02
7,AMBIABE,ANDRORANGAVOLA,-0.303262927385883,2008-02
14,ANTARETRA,ANTARETRA,-0.3443395756825916,2008-02
15,ANTSINDRA,ANTSINDRA,-0.2892393883538811,2008-02
5,AMPASINAMBO,FASINTSARA,-0.2914288227314956,2008-02
11,FASINTSARA,FASINTSARA,-0.26432386466213675,2008-02
8,IFANADIANA,IFANADIANA,-0.32808378638234154,2008-02
3,KELILALINA,KELILALINA,-0.3185722661382821,2008-02
12,MAROHARATRA,MAROHARATRA,-0.26059156378125137,2008-02
13,MAROTOKO,MAROTOKO,-0.2577800639517177,2008-02
1,RANOMAFANA,RANOMAFANA,-0.30064253026601634,2008-02
10,TSARATANANA,TSARATANANA,-0.30550535032382037,2008-02
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.24525752003375742,2008-03
4,AMBOHIMIERA,AMBOHIMIERA,-0.22602891575226197,2008-03
9,ANALAMPASINA,ANALAMPASINA,-0.31778438019512273,2008-03
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.2690912946309299,2008-03
7,AMBIABE,ANDRORANGAVOLA,-0.3236768114695424,2008-03
14,ANTARETRA,ANTARETRA,-0.3608779605204736,2008-03
