fid,new_commun,old_commun,mean_pev,date
15,ANTSINDRA,ANTSINDRA,-0.24308191464815201,2012-04
5,AMPASINAMBO,FASINTSARA,-0.26121004738457426,2012-04
11,FASINTSARA,FASINTSARA,-0.22868218477165572,2012-04
8,IFANADIANA,IFANADIANA,-0.267401247917135,2012-04
3,KELILALINA,KELILALINA,-0.25679011208100744,2012-04
12,MAROHARATRA,MAROHARATRA,-0.2273388060474037,2012-04
13,MAROTOKO,MAROTOKO,-0.20543728202777528,2012-04
1,RANOMAFANA,RANOMAFANA,-0.23718803520927836,2012-04
10,TSARATANANA,TSARATANANA,-0.2524448102229757,2012-04
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.17694581681135416,2012-05
4,AMBOHIMIERA,AMBOHIMIERA,-0.16387137042577524,2012-05
9,ANALAMPASINA,ANALAMPASINA,-0.23224888220509063,2012-05
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.18942939371943712,2012-05
7,AMBIABE,ANDRORANGAVOLA,-0.23358572162530197,2012-05
14,ANTARETRA,ANTARETRA,-0.25378138018996954,2012-05
15,ANTSINDRA,ANTSINDRA,-0.23380708012947965,2012-05
5,AMPASINAMBO,FASINTSARA,-0.26391850712036985,2012-05
11,FASINTSARA,FASINTSARA,-0.22500446627741683,2012-05
8,IFANADIANA,IFANADIANA,-0.2514335678621291,2012-05
3,KELILALINA,KELILALINA,-0.24881291918596143,2012-05
12,MAROHARATRA,MAROHARATRA,-0.22319645555792092,2012-05
13,MAROTOKO,MAROTOKO,-0.1888781125728517,2012-05
1,RANOMAFANA,RANOMAFANA,-0.23791416241291286,2012-05
10,TSARATANANA,TSARATANANA,-0.2384578207441613,2012-05
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.16961406446894636,2012-06
4,AMBOHIMIERA,AMBOHIMIERA,-0.15326178534390553,2012-06
9,ANALAMPASINA,ANALAMPASINA,-0.22463714743934304,2012-06
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.1777195412201472,2012-06
7,AMBIABE,ANDRORANGAVOLA,-0.22338462684728597,2012-06
14,ANTARETRA,ANTARETRA,-0.2429326374082314,2012-06
15,ANTSINDRA,ANTSINDRA,-0.22101977539720674,2012-06
5,AMPASINAMBO,FASINTSARA,-0.2635730886803005,2012-06
11,FASINTSARA,FASINTSARA,-0.2236692883844575,2012-06
8,IFANADIANA,IFANADIANA,-0.24146700827439663,2012-06
3,KELILALINA,KELILALINA,-0.24098898320494955,2012-06
12,MAROHARATRA,MAROHARATRA,-0.2206187687723839,2012-06
13,MAROTOKO,MAROTOKO,-0.17796018213622014,2012-06
1,RANOMAFANA,RANOMAFANA,-0.22950952948096237,2012-06
10,TSARATANANA,TSARATANANA,-0.2277061543538893,2012-06
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.2368775063485877,2012-07
4,AMBOHIMIERA,AMBOHIMIERA,-0.21024562815107908,2012-07
9,ANALAMPASINA,ANALAMPASINA,-0.3241468530372087,2012-07
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.2332937104163598,2012-07
7,AMBIABE,ANDRORANGAVOLA,-0.3104477335261861,2012-07
14,ANTARETRA,ANTARETRA,-0.3129482715652202,2012-07
15,ANTSINDRA,ANTSINDRA,-0.3111459737980873,2012-07
5,AMPASINAMBO,FASINTSARA,-0.3596018806818617,2012-07
11,FASINTSARA,FASINTSARA,-0.3113516899208855,2012-07
8,IFANADIANA,IFANADIANA,-0.3291282300464612,2012-07
3,KELILALINA,KELILALINA,-0.33646287419119647,2012-07
12,MAROHARATRA,MAROHARATRA,-0.3014842224804591,2012-07
13,MAROTOKO,MAROTOKO,-0.22810322212526077,2012-07
1,RANOMAFANA,RANOMAFANA,-0.3179317486264349,2012-07
10,TSARATANANA,TSARATANANA,-0.3125799207526603,2012-07
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.31209180395563596,2012-08
4,AMBOHIMIERA,AMBOHIMIERA,-0.2699823414001963,2012-08
9,ANALAMPASINA,ANALAMPASINA,-0.4143920600747217,2012-08
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.3045837679003163,2012-08
7,AMBIABE,ANDRORANGAVOLA,-0.39029041387653896,2012-08
14,ANTARETRA,ANTARETRA,-0.4315922109070422,2012-08
15,ANTSINDRA,ANTSINDRA,-0.4354280347869682,2012-08
5,AMPASINAMBO,FASINTSARA,-0.46356472927726833,2012-08
11,FASINTSARA,FASINTSARA,-0.406898747467617,2012-08
8,IFANADIANA,IFANADIANA,-0.43420899037212635,2012-08
3,KELILALINA,KELILALINA,-0.4258343127180903,2012-08
12,MAROHARATRA,MAROHARATRA,-0.40426347659748707,2012-08
13,MAROTOKO,MAROTOKO,-0.2998375241619959,2012-08
1,RANOMAFANA,RANOMAFANA,-0.39226331956780336,2012-08
10,TSARATANANA,TSARATANANA,-0.4280465804926383,2012-08
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.3600427158650871,2012-09
4,AMBOHIMIERA,AMBOHIMIERA,-0.3100290765895651,2012-09
9,ANALAMPASINA,ANALAMPASINA,-0.4744609547382698,2012-09
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.36510543299899695,2012-09
7,AMBIABE,ANDRORANGAVOLA,-0.46449716024920834,2012-09
14,ANTARETRA,ANTARETRA,-0.5141042639570174,2012-09
15,ANTSINDRA,ANTSINDRA,-0.49915517223605826,2012-09
5,AMPASINAMBO,FASINTSARA,-0.5266736342526878,2012-09
11,FASINTSARA,FASINTSARA,-0.4709171044410435,2012-09
8,IFANADIANA,IFANADIANA,-0.5152330799402381,2012-09
3,KELILALINA,KELILALINA,-0.5015975343801818,2012-09
12,MAROHARATRA,MAROHARATRA,-0.46876509582381337,2012-09
13,MAROTOKO,MAROTOKO,-0.36137745678823713,2012-09
1,RANOMAFANA,RANOMAFANA,-0.4551208445439188,2012-09
10,TSARATANANA,TSARATANANA,-0.5016374558483956,2012-09
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.494853262658104,2012-10
4,AMBOHIMIERA,AMBOHIMIERA,-0.42392998969661366,2012-10
9,ANALAMPASINA,ANALAMPASINA,-0.6539607221828978,2012-10
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.4984388136151291,2012-10
7,AMBIABE,ANDRORANGAVOLA,-0.6265678571609187,2012-10
14,ANTARETRA,ANTARETRA,-0.7073164250610324,2012-10
15,ANTSINDRA,ANTSINDRA,-0.68914076421652,2012-10
5,AMPASINAMBO,FASINTSARA,-0.7214312050087326,2012-10
11,FASINTSARA,FASINTSARA,-0.6407518787990173,2012-10
8,IFANADIANA,IFANADIANA,-0.7005612918228213,2012-10
3,KELILALINA,KELILALINA,-0.6768987678244015,2012-10
12,MAROHARATRA,MAROHARATRA,-0.6412022912769972,2012-10
13,MAROTOKO,MAROTOKO,-0.4948617068500142,2012-10
1,RANOMAFANA,RANOMAFANA,-0.6099560034163019,2012-10
10,TSARATANANA,TSARATANANA,-0.6900675914089587,2012-10
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.30084252590145294,2012-11
4,AMBOHIMIERA,AMBOHIMIERA,-0.2669296330485199,2012-11
9,ANALAMPASINA,ANALAMPASINA,-0.3800833652568203,2012-11
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.32259815782532597,2012-11
7,AMBIABE,ANDRORANGAVOLA,-0.3825500558076808,2012-11
14,ANTARETRA,ANTARETRA,-0.446506796745007,2012-11
15,ANTSINDRA,ANTSINDRA,-0.40838693552651023,2012-11
5,AMPASINAMBO,FASINTSARA,-0.42864891325772597,2012-11
11,FASINTSARA,FASINTSARA,-0.38412469462149657,2012-11
8,IFANADIANA,IFANADIANA,-0.4186493835191429,2012-11
3,KELILALINA,KELILALINA,-0.4025302782367238,2012-11
12,MAROHARATRA,MAROHARATRA,-0.38954392671980165,2012-11
13,MAROTOKO,MAROTOKO,-0.328408241293412,2012-11
1,RANOMAFANA,RANOMAFANA,-0.3715792534193057,2012-11
10,TSARATANANA,TSARATANANA,-0.4074514135003383,2012-11
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.33259001326929055,2012-12
4,AMBOHIMIERA,AMBOHIMIERA,-0.3032182103130371,2012-12
9,ANALAMPASINA,ANALAMPASINA,-0.42276214649002725,2012-12
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.3769501828522162,2012-12
7,AMBIABE,ANDRORANGAVOLA,-0.4518754636509016,2012-12
14,ANTARETRA,ANTARETRA,-0.51700688797452,2012-12
15,ANTSINDRA,ANTSINDRA,-0.45496323061837257,2012-12
5,AMPASINAMBO,FASINTSARA,-0.45261690586961095,2012-12
11,FASINTSARA,FASINTSARA,-0.41329232476526445,2012-12
8,IFANADIANA,IFANADIANA,-0.49273275075178957,2012-12
3,KELILALINA,KELILALINA,-0.4748151339342095,2012-12
12,MAROHARATRA,MAROHARATRA,-0.4175553920175246,2012-12
13,MAROTOKO,MAROTOKO,-0.3797500329542954,2012-12
1,RANOMAFANA,RANOMAFANA,-0.4391329436107428,2012-12
10,TSARATANANA,TSARATANANA,-0.4659943336347343,2012-12
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.33154128824943857,2013-01
4,AMBOHIMIERA,AMBOHIMIERA,-0.3013423543398131,2013-01
9,ANALAMPASINA,ANALAMPASINA,-0.4324254480478714,2013-01
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.3475706212859189,2013-01
7,AMBIABE,ANDRORANGAVOLA,-0.4248004162332813,2013-01
14,ANTARETRA,ANTARETRA,-0.4591995984921352,2013-01
15,ANTSINDRA,ANTSINDRA,-0.4321587927651548,2013-01
5,AMPASINAMBO,FASINTSARA,-0.4673987342402257,2013-01
11,FASINTSARA,FASINTSARA,-0.4132497969161987,2013-01
8,IFANADIANA,IFANADIANA,-0.453094584068594,2013-01
3,KELILALINA,KELILALINA,-0.4489847441408629,2013-01
12,MAROHARATRA,MAROHARATRA,-0.40678466150114173,2013-01
13,MAROTOKO,MAROTOKO,-0.34858199494200964,2013-01
1,RANOMAFANA,RANOMAFANA,-0.42595135249995186,2013-01
10,TSARATANANA,TSARATANANA,-0.43289662278076063,2013-01
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.22269545274044386,2013-02
4,AMBOHIMIERA,AMBOHIMIERA,-0.21285270559292055,2013-02
9,ANALAMPASINA,ANALAMPASINA,-0.3021257669805703,2013-02
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.23169049851774157,2013-02
7,AMBIABE,ANDRORANGAVOLA,-0.2885202873557837,2013-02
14,ANTARETRA,ANTARETRA,-0.30478835820120576,2013-02
15,ANTSINDRA,ANTSINDRA,-0.27570344436428884,2013-02
5,AMPASINAMBO,FASINTSARA,-0.3086354317108414,2013-02
11,FASINTSARA,FASINTSARA,-0.2693411668936639,2013-02
8,IFANADIANA,IFANADIANA,-0.30457877229974006,2013-02
3,KELILALINA,KELILALINA,-0.31451826933352217,2013-02
12,MAROHARATRA,MAROHARATRA,-0.25418412863105533,2013-02
13,MAROTOKO,MAROTOKO,-0.2324748833913264,2013-02
1,RANOMAFANA,RANOMAFANA,-0.30801737252772743,2013-02
10,TSARATANANA,TSARATANANA,-0.28675824113381676,2013-02
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.2718885730159487,2013-03
4,AMBOHIMIERA,AMBOHIMIERA,-0.24717739470352904,2013-03
9,ANALAMPASINA,ANALAMPASINA,-0.34675756688871934,2013-03
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.28685436210672854,2013-03
7,AMBIABE,ANDRORANGAVOLA,-0.35129260356739395,2013-03
14,ANTARETRA,ANTARETRA,-0.38152979448582836,2013-03
15,ANTSINDRA,ANTSINDRA,-0.3524694144635329,2013-03
5,AMPASINAMBO,FASINTSARA,-0.3867041970630308,2013-03
11,FASINTSARA,FASINTSARA,-0.3412570482521981,2013-03
8,IFANADIANA,IFANADIANA,-0.38033264480019097,2013-03
3,KELILALINA,KELILALINA,-0.3702690342276007,2013-03
12,MAROHARATRA,MAROHARATRA,-0.33286621986535747,2013-03
13,MAROTOKO,MAROTOKO,-0.2846782790494037,2013-03
1,RANOMAFANA,RANOMAFANA,-0.34689675144802407,2013-03
10,TSARATANANA,TSARATANANA,-0.36115326853284363,2013-03
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.22670880446126285,2013-04
4,AMBOHIMIERA,AMBOHIMIERA,-0.20743822463705866,2013-04
9,ANALAMPASINA,ANALAMPASINA,-0.2976671658759,2013-04
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.2507536144427333,2013-04
7,AMBIABE,ANDRORANGAVOLA,-0.3055200471616342,2013-04
14,ANTARETRA,ANTARETRA,-0.3357945032396834,2013-04
15,ANTSINDRA,ANTSINDRA,-0.2943727309047039,2013-04
5,AMPASINAMBO,FASINTSARA,-0.3331340787039151,2013-04
11,FASINTSARA,FASINTSARA,-0.28627968907379026,2013-04
8,IFANADIANA,IFANADIANA,-0.32989099604145594,2013-04
3,KELILALINA,KELILALINA,-0.3207511307722685,2013-04
12,MAROHARATRA,MAROHARATRA,-0.28129935365243935,2013-04
13,MAROTOKO,MAROTOKO,-0.25034934893057686,2013-04
1,RANOMAFANA,RANOMAFANA,-0.30017602538914184,2013-04
10,TSARATANANA,TSARATANANA,-0.3055200958341779,2013-04
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.1949104449210949,2013-05
4,AMBOHIMIERA,AMBOHIMIERA,-0.17825309417977325,2013-05
9,ANALAMPASINA,ANALAMPASINA,-0.25834672629900124,2013-05
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.19567926516747114,2013-05
7,AMBIABE,ANDRORANGAVOLA,-0.24796759505401153,2013-05
14,ANTARETRA,ANTARETRA,-0.2675549729898164,2013-05
15,ANTSINDRA,ANTSINDRA,-0.253675074769286,2013-05
5,AMPASINAMBO,FASINTSARA,-0.29048537617155445,2013-05
11,FASINTSARA,FASINTSARA,-0.24835526953151651,2013-05
8,IFANADIANA,IFANADIANA,-0.27140342157303887,2013-05
3,KELILALINA,KELILALINA,-0.27126428574682493,2013-05
12,MAROHARATRA,MAROHARATRA,-0.24486392111148383,2013-05
13,MAROTOKO,MAROTOKO,-0.1921513661461339,2013-05
1,RANOMAFANA,RANOMAFANA,-0.25770321570385757,2013-05
10,TSARATANANA,TSARATANANA,-0.25874205627254093,2013-05
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.18223838142004023,2013-06
4,AMBOHIMIERA,AMBOHIMIERA,-0.16852697613547277,2013-06
9,ANALAMPASINA,ANALAMPASINA,-0.2493325239129051,2013-06
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.20120523429972037,2013-06
7,AMBIABE,ANDRORANGAVOLA,-0.2582022700694731,2013-06
14,ANTARETRA,ANTARETRA,-0.27262637384465493,2013-06
15,ANTSINDRA,ANTSINDRA,-0.2405936447152685,2013-06
5,AMPASINAMBO,FASINTSARA,-0.2859816851526821,2013-06
11,FASINTSARA,FASINTSARA,-0.2369530348559559,2013-06
8,IFANADIANA,IFANADIANA,-0.2758186456479152,2013-06
3,KELILALINA,KELILALINA,-0.2747886455064513,2013-06
12,MAROHARATRA,MAROHARATRA,-0.23460607459293958,2013-06
13,MAROTOKO,MAROTOKO,-0.19934850317570835,2013-06
1,RANOMAFANA,RANOMAFANA,-0.2624533529195138,2013-06
10,TSARATANANA,TSARATANANA,-0.25201587513308044,2013-06
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.21031894354109115,2013-07
4,AMBOHIMIERA,AMBOHIMIERA,-0.18361725623322242,2013-07
9,ANALAMPASINA,ANALAMPASINA,-0.28475638952345994,2013-07
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.21739623085620488,2013-07
7,AMBIABE,ANDRORANGAVOLA,-0.2778561005307598,2013-07
14,ANTARETRA,ANTARETRA,-0.3040608104237505,2013-07
15,ANTSINDRA,ANTSINDRA,-0.2831353755726679,2013-07
5,AMPASINAMBO,FASINTSARA,-0.32950197570771705,2013-07
11,FASINTSARA,FASINTSARA,-0.2795762612923376,2013-07
8,IFANADIANA,IFANADIANA,-0.3032002217823409,2013-07
3,KELILALINA,KELILALINA,-0.296335812926819,2013-07
12,MAROHARATRA,MAROHARATRA,-0.278486795962614,2013-07
13,MAROTOKO,MAROTOKO,-0.2148507793351074,2013-07
1,RANOMAFANA,RANOMAFANA,-0.27395655568684507,2013-07
10,TSARATANANA,TSARATANANA,-0.2867767384589046,2013-07
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.26030953093868847,2013-08
4,AMBOHIMIERA,AMBOHIMIERA,-0.2320155151866549,2013-08
9,ANALAMPASINA,ANALAMPASINA,-0.3525416735742102,2013-08
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.27685175445285937,2013-08
7,AMBIABE,ANDRORANGAVOLA,-0.35168600161601976,2013-08
14,ANTARETRA,ANTARETRA,-0.3820671576303981,2013-08
15,ANTSINDRA,ANTSINDRA,-0.350951836422471,2013-08
5,AMPASINAMBO,FASINTSARA,-0.39863069866811884,2013-08
11,FASINTSARA,FASINTSARA,-0.34048494271423035,2013-08
8,IFANADIANA,IFANADIANA,-0.37966062057614974,2013-08
3,KELILALINA,KELILALINA,-0.3758451370485396,2013-08
12,MAROHARATRA,MAROHARATRA,-0.33960380453213684,2013-08
13,MAROTOKO,MAROTOKO,-0.27618141606875546,2013-08
1,RANOMAFANA,RANOMAFANA,-0.351114263277197,2013-08
10,TSARATANANA,TSARATANANA,-0.3555331199365866,2013-08
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.43651998808839354,2013-09
4,AMBOHIMIERA,AMBOHIMIERA,-0.37447215912634524,2013-09
9,ANALAMPASINA,ANALAMPASINA,-0.5794184537567413,2013-09
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.44030805664391487,2013-09
7,AMBIABE,ANDRORANGAVOLA,-0.5696650475116105,2013-09
14,ANTARETRA,ANTARETRA,-0.6236612595354932,2013-09
15,ANTSINDRA,ANTSINDRA,-0.6159630086117098,2013-09
5,AMPASINAMBO,FASINTSARA,-0.6420506012197579,2013-09
11,FASINTSARA,FASINTSARA,-0.5710155362012408,2013-09
8,IFANADIANA,IFANADIANA,-0.6332009498116875,2013-09
3,KELILALINA,KELILALINA,-0.6155187343349178,2013-09
12,MAROHARATRA,MAROHARATRA,-0.5699150736370696,2013-09
13,MAROTOKO,MAROTOKO,-0.43220004059445793,2013-09
1,RANOMAFANA,RANOMAFANA,-0.5540576618677879,2013-09
10,TSARATANANA,TSARATANANA,-0.6198290675903603,2013-09
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.29274581615658796,2013-10
4,AMBOHIMIERA,AMBOHIMIERA,-0.262006532923529,2013-10
9,ANALAMPASINA,ANALAMPASINA,-0.3730631435651198,2013-10
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.31763901575887343,2013-10
7,AMBIABE,ANDRORANGAVOLA,-0.37678613295354957,2013-10
14,ANTARETRA,ANTARETRA,-0.4493785947714709,2013-10
15,ANTSINDRA,ANTSINDRA,-0.4079906410001456,2013-10
5,AMPASINAMBO,FASINTSARA,-0.422813345636984,2013-10
11,FASINTSARA,FASINTSARA,-0.37224481878875704,2013-10
8,IFANADIANA,IFANADIANA,-0.42217654113843905,2013-10
3,KELILALINA,KELILALINA,-0.3987021105417638,2013-10
12,MAROHARATRA,MAROHARATRA,-0.37735541694873104,2013-10
13,MAROTOKO,MAROTOKO,-0.31802307984029476,2013-10
1,RANOMAFANA,RANOMAFANA,-0.3643140749984505,2013-10
10,TSARATANANA,TSARATANANA,-0.41198658264457566,2013-10
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.35129956769792975,2013-11
4,AMBOHIMIERA,AMBOHIMIERA,-0.304615215898002,2013-11
9,ANALAMPASINA,ANALAMPASINA,-0.44583286404058486,2013-11
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.36434175240001604,2013-11
7,AMBIABE,ANDRORANGAVOLA,-0.43418392906310854,2013-11
14,ANTARETRA,ANTARETRA,-0.5067671452231748,2013-11
15,ANTSINDRA,ANTSINDRA,-0.4838895369206647,2013-11
5,AMPASINAMBO,FASINTSARA,-0.5156505426421824,2013-11
11,FASINTSARA,FASINTSARA,-0.45424147843274243,2013-11
8,IFANADIANA,IFANADIANA,-0.4798517823637393,2013-11
3,KELILALINA,KELILALINA,-0.45556917972540306,2013-11
12,MAROHARATRA,MAROHARATRA,-0.4639197163154802,2013-11
13,MAROTOKO,MAROTOKO,-0.3650072407473511,2013-11
1,RANOMAFANA,RANOMAFANA,-0.4145350242428323,2013-11
10,TSARATANANA,TSARATANANA,-0.4714160956459682,2013-11
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.3253253798454195,2013-12
4,AMBOHIMIERA,AMBOHIMIERA,-0.29242344273744386,2013-12
9,ANALAMPASINA,ANALAMPASINA,-0.4125021109803125,2013-12
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.3599669700158212,2013-12
7,AMBIABE,ANDRORANGAVOLA,-0.4288540795967017,2013-12
14,ANTARETRA,ANTARETRA,-0.49899802073535965,2013-12
15,ANTSINDRA,ANTSINDRA,-0.44396838754194534,2013-12
5,AMPASINAMBO,FASINTSARA,-0.44583528189092336,2013-12
11,FASINTSARA,FASINTSARA,-0.40736418448128664,2013-12
8,IFANADIANA,IFANADIANA,-0.4719769201580808,2013-12
3,KELILALINA,KELILALINA,-0.45134988457868014,2013-12
12,MAROHARATRA,MAROHARATRA,-0.4107615444453959,2013-12
13,MAROTOKO,MAROTOKO,-0.36029402550202705,2013-12
1,RANOMAFANA,RANOMAFANA,-0.4123346911254871,2013-12
10,TSARATANANA,TSARATANANA,-0.45388177476349123,2013-12
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.2953079208382088,2014-01
4,AMBOHIMIERA,AMBOHIMIERA,-0.2635414068918222,2014-01
9,ANALAMPASINA,ANALAMPASINA,-0.3718417294455664,2014-01
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.3171112051016068,2014-01
7,AMBIABE,ANDRORANGAVOLA,-0.37485893050510427,2014-01
14,ANTARETRA,ANTARETRA,-0.4308649854693743,2014-01
15,ANTSINDRA,ANTSINDRA,-0.4006555019414022,2014-01
5,AMPASINAMBO,FASINTSARA,-0.40097200931991595,2014-01
11,FASINTSARA,FASINTSARA,-0.36730024826144275,2014-01
8,IFANADIANA,IFANADIANA,-0.407376364294412,2014-01
3,KELILALINA,KELILALINA,-0.39160128202197925,2014-01
12,MAROHARATRA,MAROHARATRA,-0.3710754126797073,2014-01
13,MAROTOKO,MAROTOKO,-0.3172973952122147,2014-01
1,RANOMAFANA,RANOMAFANA,-0.3627008963924595,2014-01
10,TSARATANANA,TSARATANANA,-0.3993780323651916,2014-01
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.24745825389382806,2014-02
4,AMBOHIMIERA,AMBOHIMIERA,-0.22838915479996919,2014-02
9,ANALAMPASINA,ANALAMPASINA,-0.3118339722633986,2014-02
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.27029783265628887,2014-02
7,AMBIABE,ANDRORANGAVOLA,-0.3281822409619341,2014-02
14,ANTARETRA,ANTARETRA,-0.356024220974852,2014-02
15,ANTSINDRA,ANTSINDRA,-0.32566574669785775,2014-02
5,AMPASINAMBO,FASINTSARA,-0.3270039846339382,2014-02
11,FASINTSARA,FASINTSARA,-0.30123007149196757,2014-02
8,IFANADIANA,IFANADIANA,-0.3529746941060806,2014-02
3,KELILALINA,KELILALINA,-0.3448289080986956,2014-02
12,MAROHARATRA,MAROHARATRA,-0.2966593069553782,2014-02
13,MAROTOKO,MAROTOKO,-0.2686819849911012,2014-02
1,RANOMAFANA,RANOMAFANA,-0.3184091646903674,2014-02
10,TSARATANANA,TSARATANANA,-0.3341410584402166,2014-02
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.29058385980892165,2014-03
4,AMBOHIMIERA,AMBOHIMIERA,-0.26866554418008076,2014-03
9,ANALAMPASINA,ANALAMPASINA,-0.3780609960715778,2014-03
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.32040213981700405,2014-03
7,AMBIABE,ANDRORANGAVOLA,-0.3950779851837177,2014-03
14,ANTARETRA,ANTARETRA,-0.41593951803479906,2014-03
15,ANTSINDRA,ANTSINDRA,-0.37645699724041776,2014-03
5,AMPASINAMBO,FASINTSARA,-0.41016684330102926,2014-03
11,FASINTSARA,FASINTSARA,-0.3608647819640704,2014-03
8,IFANADIANA,IFANADIANA,-0.42078809994950794,2014-03
3,KELILALINA,KELILALINA,-0.41395766450238813,2014-03
12,MAROHARATRA,MAROHARATRA,-0.3551285332774781,2014-03
13,MAROTOKO,MAROTOKO,-0.31856085577601173,2014-03
1,RANOMAFANA,RANOMAFANA,-0.38892212474092375,2014-03
10,TSARATANANA,TSARATANANA,-0.39067325789645546,2014-03
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.27448599696339665,2014-04
4,AMBOHIMIERA,AMBOHIMIERA,-0.24735452205799743,2014-04
9,ANALAMPASINA,ANALAMPASINA,-0.3646120736032552,2014-04
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.28111029420781475,2014-04
7,AMBIABE,ANDRORANGAVOLA,-0.3563627314231715,2014-04
14,ANTARETRA,ANTARETRA,-0.3802570860533621,2014-04
15,ANTSINDRA,ANTSINDRA,-0.36480574352250644,2014-04
5,AMPASINAMBO,FASINTSARA,-0.41500191965642586,2014-04
11,FASINTSARA,FASINTSARA,-0.3560300791800064,2014-04
8,IFANADIANA,IFANADIANA,-0.38383242657193417,2014-04
3,KELILALINA,KELILALINA,-0.38310674873251144,2014-04
12,MAROHARATRA,MAROHARATRA,-0.35080584489817146,2014-04
13,MAROTOKO,MAROTOKO,-0.2777169726750772,2014-04
1,RANOMAFANA,RANOMAFANA,-0.36687860924382915,2014-04
10,TSARATANANA,TSARATANANA,-0.3626098256315603,2014-04
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.24796494433498686,2014-05
4,AMBOHIMIERA,AMBOHIMIERA,-0.22670431043154335,2014-05
9,ANALAMPASINA,ANALAMPASINA,-0.33424035688881704,2014-05
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.26684919259875206,2014-05
7,AMBIABE,ANDRORANGAVOLA,-0.34149075616381297,2014-05
14,ANTARETRA,ANTARETRA,-0.35608365575751005,2014-05
15,ANTSINDRA,ANTSINDRA,-0.3319009939756859,2014-05
5,AMPASINAMBO,FASINTSARA,-0.38600530230671765,2014-05
11,FASINTSARA,FASINTSARA,-0.3249578505290272,2014-05
8,IFANADIANA,IFANADIANA,-0.3618677583765431,2014-05
3,KELILALINA,KELILALINA,-0.3633163605067791,2014-05
12,MAROHARATRA,MAROHARATRA,-0.31947548349182475,2014-05
13,MAROTOKO,MAROTOKO,-0.2647111240383002,2014-05
1,RANOMAFANA,RANOMAFANA,-0.3485323208747664,2014-05
10,TSARATANANA,TSARATANANA,-0.3312606250412644,2014-05
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.20122852185544268,2014-06
4,AMBOHIMIERA,AMBOHIMIERA,-0.1825790432133346,2014-06
9,ANALAMPASINA,ANALAMPASINA,-0.26825054788168273,2014-06
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.22829746819163338,2014-06
