"fid","comm_fkt","new_commun","old_commun","bio_01","bio_02","bio_03","bio_04","bio_05","bio_06","bio_07","bio_08","bio_09","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19"
22,"MAROHARATRA_SOANIERANA","MAROHARATRA","MAROHARATRA",20.8980979919434,23.6159019470215,17.5813636779785,2202.74340820312,386.242309570312,59.8584785461426,68.5113296508789,1076.82873535156,207.444854736328,1022.86712646484,271.86572265625,9.75026988983154,61.6888275146484,252.669464111328,28.2469177246094,12.4412536621094,15.8056650161743,23.5296306610107,19.0476360321045
23,"FASINTSARA_SAHAKONDRO","FASINTSARA","FASINTSARA",20.6608219146729,23.4280185699463,17.2603588104248,2118.50048828125,387.174041748047,57.431324005127,72.3364562988281,1059.54663085938,189.22380065918,1021.94281005859,233.922058105469,10.1520109176636,61.6977233886719,257.425354003906,28.261625289917,11.8071584701538,16.4544658660889,23.311544418335,18.8462753295898
24,"FASINTSARA_MANAKANA SUD","FASINTSARA","FASINTSARA",20.458309173584,23.2113952636719,17.0818157196045,2144.8974609375,384.987701416016,58.8795433044434,70.6754379272461,1061.92907714844,195.414520263672,1021.09503173828,242.554321289062,9.9647045135498,61.4777336120605,256.149780273438,27.9542541503906,11.7456388473511,16.2086162567139,23.1062335968018,18.622106552124
25,"FASINTSARA_AMBODIARA SUD","FASINTSARA","FASINTSARA",20.6157722473145,23.3752021789551,17.2280464172363,2139.67797851562,386.269287109375,58.0136222839355,71.4911956787109,1064.95361328125,193.517715454102,1023.37445068359,241.969177246094,10.0721740722656,61.6369819641113,256.808044433594,28.181058883667,11.8399963378906,16.3410625457764,23.2693119049072,18.7896995544434
26,"AMPASINAMBO_AMPASINAMBO","AMPASINAMBO","FASINTSARA",18.2732524871826,21.0754528045654,14.7971534729004,1834.46948242188,329.732299804688,49.6985855102539,73.8084106445312,909.752319335938,156.711059570312,905.446533203125,171.486923217773,9.67626762390137,61.2356300354004,263.950042724609,25.6292972564697,9.82923221588135,15.8000640869141,21.0516262054443,15.3923196792603
27,"FASINTSARA_AMBODIVOANGY","FASINTSARA","FASINTSARA",20.4856109619141,23.2512187957764,17.0603084564209,2026.07873535156,372.946685791016,56.2739067077637,74.2474136352539,1017.28594970703,175.565048217773,991.35595703125,209.552963256836,10.3501892089844,62.1085662841797,258.478454589844,28.1996612548828,11.5350637435913,16.6645984649658,23.1277713775635,18.6753196716309
28,"FASINTSARA_AMBINANISERY","FASINTSARA","FASINTSARA",20.1435432434082,22.9065685272217,16.75465965271,2061.55883789062,367.144744873047,56.0879898071289,71.2971954345703,1014.53625488281,184.417175292969,983.108581542969,230.217056274414,10.0202808380127,62.0408058166504,257.797729492188,27.6792697906494,11.5280952453613,16.1511745452881,22.8022613525391,18.2712287902832
29,"TSARATANANA_AMBODIRAFIA EST","TSARATANANA","TSARATANANA",21.5774364471436,24.2646732330322,18.3484573364258,2381.83666992188,423.620239257812,62.7954940795898,69.3952789306641,1210.23754882812,227.074127197266,1116.40270996094,298.172973632812,9.40826034545898,60.9933166503906,246.766418457031,28.6735191345215,13.2484703063965,15.4250469207764,24.2035808563232,19.7572746276855
30,"MAROHARATRA_MALEMIAMBO","MAROHARATRA","MAROHARATRA",20.9123401641846,23.6283740997314,17.5959243774414,2201.1611328125,387.049438476562,58.9852104187012,68.8469314575195,1081.32299804688,204.714233398438,1025.78393554688,270.286224365234,9.7311429977417,61.5135459899902,252.574493408203,28.2609672546387,12.4413356781006,15.8196325302124,23.5440502166748,19.0660762786865
31,"ANDRORANGAVOLA_AMBODIFONTSINA","ANDRORANGAVOLA","ANDRORANGAVOLA",21.0166473388672,23.7272205352783,17.7835922241211,2345.36254882812,412.502075195312,62.0013084411621,68.5025634765625,1184.34692382812,224.495803833008,1101.23852539062,298.557373046875,9.04404544830322,59.3314247131348,247.792984008789,28.0683288574219,12.8251237869263,15.2432050704956,23.6823043823242,19.172269821167
32,"AMBIABE_AMBALATENINA","AMBIABE","ANDRORANGAVOLA",21.4909973144531,24.1774673461914,18.2536525726318,2303.33813476562,413.083435058594,62.0466232299805,70.5907211303711,1184.97521972656,220.956481933594,1093.98107910156,282.758117675781,9.25601768493652,59.9096183776855,246.673522949219,28.5744037628174,13.1244640350342,15.4499406814575,24.125524520874,19.7051887512207
33,"AMBIABE_AMBALAFASINA","AMBIABE","ANDRORANGAVOLA",21.4474468231201,24.1499938964844,18.1903266906738,2279.1884765625,410.158966064453,61.7854118347168,70.6764373779297,1172.49340820312,218.856369018555,1085.388671875,276.8349609375,9.32922077178955,59.8885307312012,247.941833496094,28.5731506347656,12.9954538345337,15.5776977539062,24.0965347290039,19.6653137207031
34,"ANDRORANGAVOLA_MAHASOA","ANDRORANGAVOLA","ANDRORANGAVOLA",22.3040904998779,24.9809513092041,19.1858921051025,2312.49780273438,402.118438720703,69.6817932128906,68.1268157958984,1186.71618652344,247.905990600586,1055.52795410156,303.824096679688,8.9280252456665,59.3951225280762,241.494415283203,29.2409381866455,14.2092876434326,15.0316495895386,24.9578475952148,20.4771919250488
35,"ANDRORANGAVOLA_AMBODIRORANGA","ANDRORANGAVOLA","ANDRORANGAVOLA",21.8333587646484,24.4878082275391,18.6525173187256,2307.81811523438,405.455993652344,65.7501220703125,68.6614303588867,1181.49194335938,234.893356323242,1066.5595703125,295.488006591797,9.22898006439209,59.9480094909668,243.249816894531,28.8215236663818,13.4265394210815,15.3949842453003,24.4586162567139,20.0604362487793
36,"IFANADIANA_ANTAFOTENINA","IFANADIANA","IFANADIANA",21.224946975708,23.9174842834473,17.957670211792,2391.72485351562,431.339782714844,58.9909896850586,71.1578903198242,1232.16577148438,219.300399780273,1146.044921875,291.852508544922,9.39810371398926,60.268970489502,248.565414428711,28.3402137756348,12.7465953826904,15.5936183929443,23.8606281280518,19.431978225708
37,"AMBOHIMIERA_TSINJORANO","AMBOHIMIERA","AMBOHIMIERA",20.0928344726562,22.7934856414795,16.6919536590576,2058.37353515625,382.392852783203,58.3752326965332,73.2967376708984,1042.10095214844,186.353591918945,1016.9951171875,217.878326416016,9.68637752532959,60.7554626464844,254.420288085938,27.285026550293,11.3422250747681,15.9427995681763,22.7109298706055,18.3261489868164
38,"AMBOHIMIERA_SAHASOMANGANA","AMBOHIMIERA","AMBOHIMIERA",19.1406154632568,21.8441181182861,15.7359838485718,1916.25183105469,353.159423828125,55.4550552368164,72.8226547241211,962.997863769531,176.149642944336,947.211791992188,200.480239868164,9.42932224273682,60.3588409423828,254.974639892578,26.2362995147705,10.6173105239868,15.618989944458,21.7946147918701,17.1092338562012
39,"AMBOHIMIERA_MAROFOTSY","AMBOHIMIERA","AMBOHIMIERA",19.7693138122559,22.4923076629639,16.3134899139404,1952.02954101562,367.421447753906,55.373664855957,74.9880218505859,993.763793945312,173.132110595703,976.492065429688,195.417022705078,9.79355907440186,60.6274337768555,258.016448974609,27.0734825134277,10.9201850891113,16.1532974243164,22.4164199829102,17.7935047149658
40,"MAROHARATRA_AMBINANINDRANO","MAROHARATRA","MAROHARATRA",20.7973003387451,23.5337390899658,17.4789619445801,2194.31030273438,384.314331054688,59.5377235412598,68.4790725708008,1068.56530761719,206.010131835938,1018.38592529297,271.113891601562,9.77534961700439,61.6598434448242,253.570541381836,28.2112579345703,12.3575096130371,15.8537492752075,23.4458103179932,18.9275741577148
41,"TSARATANANA_SAHOFIKA","TSARATANANA","TSARATANANA",21.3235015869141,24.0309925079346,18.0381164550781,2383.59375,436.443786621094,58.6370391845703,72.4685821533203,1236.2236328125,214.711700439453,1152.72045898438,280.735473632812,9.55701637268066,61.0261039733887,249.697662353516,28.4718284606934,12.8113718032837,15.6604557037354,23.9608783721924,19.5420913696289
42,"TSARATANANA_AMBOHITSARA I","TSARATANANA","TSARATANANA",21.1205081939697,23.8247203826904,17.8468494415283,2377.85498046875,428.845916748047,59.9628982543945,70.5223999023438,1212.82470703125,218.646072387695,1135.208984375,289.785552978516,9.4700813293457,60.8009834289551,249.296295166016,28.2736663818359,12.6982183456421,15.5754480361938,23.7616596221924,19.3150043487549
43,"TSARATANANA_ANDRORANGAVOLA VATOFOTSY","TSARATANANA","TSARATANANA",20.4260482788086,23.1282405853271,17.0860633850098,2149.19116210938,396.798187255859,56.4785995483398,72.7734451293945,1099.06750488281,191.579925537109,1055.06921386719,243.445358276367,9.650710105896,61.2373847961426,251.601654052734,27.5937843322754,11.8345737457275,15.7592115402222,23.0506381988525,18.6535797119141
44,"TSARATANANA_TSARATANANA","TSARATANANA","TSARATANANA",21.2973232269287,23.9701652526855,18.0089473724365,2353.212890625,431.823394775391,59.1121826171875,72.3045654296875,1216.88403320312,214.235504150391,1137.62524414062,278.389007568359,9.6756763458252,61.4569702148438,248.857299804688,28.4537601470947,12.7099075317383,15.7438526153564,23.9066638946533,19.5267581939697
45,"TSARATANANA_AMBODIGOAVY","TSARATANANA","TSARATANANA",21.3566036224365,24.0325145721436,18.0643062591553,2354.36572265625,433.507629394531,56.9470367431641,73.0008087158203,1225.46447753906,208.991912841797,1143.36840820312,275.945159912109,9.73292922973633,61.5571937561035,248.766616821289,28.5263843536377,12.7151718139648,15.8112134933472,23.9660968780518,19.6069812774658
46,"TSARATANANA_AMBODIMANGA OUEST","TSARATANANA","TSARATANANA",20.9572887420654,23.627592086792,17.6487598419189,2286.056640625,421.009857177734,58.7672462463379,72.4191665649414,1174.73840332031,206.01545715332,1110.88671875,263.547607421875,9.69200325012207,61.5120658874512,249.621612548828,28.1070785522461,12.3507108688354,15.7563695907593,23.5556964874268,19.1916790008545
47,"TSARATANANA_VOHITRARIVO","TSARATANANA","TSARATANANA",21.30419921875,23.9639110565186,18.0083236694336,2342.32568359375,432.083587646484,58.011589050293,72.6649703979492,1214.001953125,210.187652587891,1135.97985839844,274.464630126953,9.74327659606934,61.6329689025879,248.512573242188,28.4557628631592,12.6471529006958,15.8086109161377,23.8982219696045,19.5582237243652
48,"KELILALINA_AMPITAMBE","KELILALINA","KELILALINA",20.9808330535889,23.696310043335,17.6531047821045,2260.0546875,419.270721435547,55.4481620788574,73.8323135375977,1176.36938476562,197.03303527832,1113.70373535156,259.904846191406,9.69830322265625,61.0979309082031,251.421051025391,28.1983947753906,12.3249263763428,15.8734683990479,23.6106719970703,19.2155380249023
49,"KELILALINA_MANDRIVANY","KELILALINA","KELILALINA",20.8487911224365,23.5590972900391,17.4952621459961,2198.17065429688,410.528900146484,55.0241661071777,74.3753204345703,1143.55700683594,188.860137939453,1090.98303222656,246.671295166016,9.74835014343262,61.2078094482422,252.072875976562,28.0887203216553,12.1620483398438,15.9266738891602,23.4614543914795,19.0993347167969
50,"KELILALINA_AMBODIPAISO NORD","KELILALINA","KELILALINA",20.815637588501,23.5339412689209,17.4757976531982,2209.09301757812,408.604553222656,55.6403884887695,73.6852493286133,1143.53771972656,191.879058837891,1092.67236328125,249.859512329102,9.70063591003418,60.8818435668945,251.774703979492,28.0809478759766,12.1472787857056,15.9336709976196,23.4461326599121,19.0517883300781
51,"KELILALINA_AMBODIPAISO SUD","KELILALINA","KELILALINA",20.7188606262207,23.4281558990479,17.3962421417236,2191.1943359375,404.709869384766,56.5684700012207,73.3389053344727,1131.56005859375,194.302856445312,1082.19519042969,250.802001953125,9.64967823028564,60.8378601074219,250.830795288086,27.9461421966553,12.0847902297974,15.8613519668579,23.3480854034424,18.9479999542236
52,"KELILALINA_KELILALINA","KELILALINA","KELILALINA",20.6772384643555,23.3883533477783,17.3195056915283,2143.07446289062,399.185180664062,54.8500785827637,74.0815887451172,1109.68823242188,185.168930053711,1065.27807617188,238.831924438477,9.75383758544922,60.9734725952148,252.170028686523,27.9580478668213,11.9611597061157,15.9968881607056,23.2904624938965,18.9312591552734
53,"KELILALINA_ANDRANOMAINTY","KELILALINA","KELILALINA",20.7536773681641,23.4540367126465,17.4317569732666,2193.53833007812,405.919982910156,56.2392845153809,73.4598159790039,1134.79602050781,194.711761474609,1084.03649902344,252.860977172852,9.64223194122314,60.689884185791,250.595153808594,27.9898815155029,12.1020936965942,15.8877878189087,23.3753299713135,18.9874877929688
54,"KELILALINA_ANOSY","KELILALINA","KELILALINA",20.6553936004639,23.3564357757568,17.305944442749,2139.7841796875,398.067932128906,55.7459602355957,73.61279296875,1103.4609375,187.952606201172,1062.78479003906,238.030883789062,9.65121841430664,60.6223068237305,251.536529541016,27.8846607208252,11.9645776748657,15.9200820922852,23.2611026763916,18.9099197387695
55,"AMPASINAMBO_VOLOBE","AMPASINAMBO","FASINTSARA",19.107572555542,21.9016151428223,15.6438484191895,1907.31176757812,344.740875244141,53.5004844665527,73.4447250366211,939.852355957031,165.699478149414,935.48974609375,184.711395263672,9.98895263671875,61.642219543457,262.369781494141,26.6518573760986,10.4475355148315,16.2043209075928,21.846342086792,16.8779220581055
56,"FASINTSARA_TSARATANANA","FASINTSARA","FASINTSARA",20.5958995819092,23.3693313598633,17.1745433807373,2073.30102539062,377.587585449219,55.9533958435059,72.5748825073242,1036.28845214844,183.745086669922,1000.34881591797,226.524017333984,10.3299627304077,62.0026969909668,258.656799316406,28.2984561920166,11.637864112854,16.6605930328369,23.2519721984863,18.7790012359619
57,"FASINTSARA_TSARARIVOTRA","FASINTSARA","FASINTSARA",20.3558902740479,23.1361446380615,16.9355525970459,2057.54760742188,373.424102783203,55.8935432434082,72.3275527954102,1023.34100341797,182.603805541992,992.236755371094,224.706787109375,10.2651634216309,62.0893592834473,259.300872802734,28.0147895812988,11.4818487167358,16.5329399108887,23.0268440246582,18.5182075500488
58,"FASINTSARA_BEFOTAKA","FASINTSARA","FASINTSARA",20.5479621887207,23.3304347991943,17.1210899353027,2069.74145507812,378.531585693359,56.8421669006348,73.0089874267578,1036.33129882812,183.399154663086,1003.11883544922,223.814376831055,10.3015041351318,62.0213890075684,259.271514892578,28.2256183624268,11.6159725189209,16.6096458435059,23.2178421020508,18.7231578826904
59,"FASINTSARA_AMBOHITSARA","FASINTSARA","FASINTSARA",20.5514183044434,23.3151035308838,17.1609420776367,2112.11767578125,378.857604980469,56.8027725219727,71.2251281738281,1045.85595703125,190.297470092773,1005.59265136719,239.772918701172,10.1630277633667,61.9740676879883,257.515228271484,28.1572360992432,11.7583408355713,16.3988971710205,23.2103252410889,18.7151470184326
60,"FASINTSARA_FASINTSARA","FASINTSARA","FASINTSARA",20.3980522155762,23.1736602783203,16.9894542694092,2071.7529296875,374.883087158203,55.9596900939941,72.1721572875977,1029.14306640625,184.016967773438,995.492858886719,228.560165405273,10.2421894073486,62.0864067077637,258.5205078125,28.0530242919922,11.5563011169434,16.4967231750488,23.0639228820801,18.5608158111572
61,"KELILALINA_AMBOHINIHAONANA","KELILALINA","KELILALINA",21.069938659668,23.7840824127197,17.7542095184326,2295.67749023438,425.434539794922,56.5348777770996,73.5803680419922,1194.51171875,201.851745605469,1126.50341796875,265.713989257812,9.67927742004395,61.2957763671875,250.834991455078,28.2547149658203,12.4636173248291,15.7910957336426,23.7035102844238,19.3007164001465
62,"KELILALINA_KIANJANOMBY","KELILALINA","KELILALINA",20.6875915527344,23.4138946533203,17.3492431640625,2171.82006835938,404.625732421875,55.6075592041016,74.0687713623047,1125.41638183594,190.198760986328,1075.91857910156,244.121658325195,9.71637725830078,61.3392219543457,251.891708374023,27.9119720458984,12.0715055465698,15.84046459198,23.3178730010986,18.9248828887939
63,"AMBIABE_AMBINANINDRANOTELO","AMBIABE","IFANADIANA",21.0089912414551,23.7128238677979,17.7080821990967,2209.21630859375,401.599243164062,58.4162673950195,71.6703720092773,1134.90795898438,202.485336303711,1070.60119628906,258.939331054688,9.48096561431885,60.0724983215332,249.706466674805,28.197286605835,12.4148759841919,15.7824106216431,23.6452236175537,19.2455177307129
64,"AMBIABE_ANKABOKA","AMBIABE","IFANADIANA",20.985631942749,23.676399230957,17.6732330322266,2222.9541015625,407.512268066406,57.3482933044434,72.470100402832,1146.55151367188,201.052886962891,1086.8984375,257.835510253906,9.58355712890625,60.309871673584,249.945419311523,28.2238521575928,12.3332262039185,15.8906240463257,23.6058731079102,19.2217826843262
65,"AMBIABE_AMBIABE I","AMBIABE","IFANADIANA",21.2263889312744,23.9132614135742,17.9453296661377,2296.93359375,417.432952880859,57.9998931884766,71.8851013183594,1187.0771484375,209.526504516602,1109.64074707031,274.558135986328,9.47427558898926,60.2547760009766,248.402313232422,28.3902320861816,12.666449546814,15.7237825393677,23.8443489074707,19.4633369445801
66,"ANDRORANGAVOLA_ANIVORANO","ANDRORANGAVOLA","ANDRORANGAVOLA",22.1733074188232,24.8430080413818,19.0365467071533,2321.31762695312,400.809997558594,67.0192108154297,67.6125946044922,1184.97436523438,242.910888671875,1051.70092773438,307.945251464844,9.08918190002441,59.7314376831055,241.886489868164,29.1488628387451,13.9321594238281,15.216703414917,24.81321144104,20.3651523590088
67,"ANDRORANGAVOLA_LAVAKIANJA SUD","ANDRORANGAVOLA","ANDRORANGAVOLA",22.0842018127441,24.7508316040039,18.9100131988525,2262.4560546875,400.73828125,66.4427795410156,69.7077713012695,1167.37902832031,233.25537109375,1052.10473632812,281.383514404297,9.17925930023193,59.6806411743164,243.419052124023,29.0863914489746,13.7057571411133,15.380633354187,24.7111015319824,20.3133602142334
68,"ANDRORANGAVOLA_AMBODIARA NORD","ANDRORANGAVOLA","ANDRORANGAVOLA",21.2267417907715,23.9220714569092,18.0310306549072,2360.31005859375,408.789855957031,63.161075592041,67.4095230102539,1188.05444335938,231.610824584961,1089.61047363281,309.145141601562,9.02367401123047,59.406982421875,245.231292724609,28.2520732879639,13.0625658035278,15.1895093917847,23.8786468505859,19.3971862792969
69,"AMBIABE_SAHAVATANA","AMBIABE","KELILALINA",20.7610149383545,23.4650821685791,17.4088649749756,2133.4482421875,393.440307617188,56.3352432250977,72.587760925293,1096.19543457031,191.136611938477,1047.98132324219,244.336791992188,9.62100028991699,60.2657356262207,251.961654663086,28.0203552246094,12.0560665130615,15.9642887115479,23.3908863067627,19.0120449066162
70,"KELILALINA_AMBODIVOANGY","KELILALINA","KELILALINA",19.6760482788086,22.4034099578857,16.2901821136475,1979.5576171875,366.085784912109,54.982479095459,72.8848648071289,1000.70458984375,178.362319946289,980.709167480469,214.468673706055,9.56564235687256,60.8423271179199,254.351852416992,26.860387802124,11.1392850875854,15.7211046218872,22.3281135559082,17.8433933258057
71,"ANDRORANGAVOLA_AMPASIMPOTSY","ANDRORANGAVOLA","ANDRORANGAVOLA",21.3889045715332,24.0716972351074,18.1804599761963,2345.98876953125,410.938018798828,62.5964050292969,68.2241821289062,1188.55456542969,229.983840942383,1091.09790039062,302.709381103516,9.13084506988525,59.6183319091797,245.170333862305,28.4272708892822,13.1116952896118,15.3155755996704,24.0213489532471,19.5896148681641
72,"ANDRORANGAVOLA_AMBALATABAKA","ANDRORANGAVOLA","ANDRORANGAVOLA",22.1345195770264,24.7929611206055,18.9799098968506,2308.76196289062,398.838653564453,66.988655090332,67.7096252441406,1178.90014648438,243.303070068359,1048.66223144531,304.961730957031,9.19804954528809,59.7480506896973,242.491302490234,29.1465816497803,13.751838684082,15.3947410583496,24.7674198150635,20.342658996582
73,"ANDRORANGAVOLA_AMBOHIMISAFY","ANDRORANGAVOLA","ANDRORANGAVOLA",22.0407581329346,24.7019901275635,18.8781661987305,2293.20703125,400.92822265625,66.9812774658203,68.3669357299805,1174.27722167969,239.234161376953,1051.66137695312,296.291839599609,9.17930221557617,59.7172050476074,242.852447509766,29.0394287109375,13.6680793762207,15.3713483810425,24.6720809936523,20.25954246521
74,"TSARATANANA_AMBOHINIHAONANA","TSARATANANA","TSARATANANA",21.1115741729736,23.8104286193848,17.8376331329346,2350.33203125,424.526336669922,60.2764854431152,70.4168167114258,1195.09143066406,216.895462036133,1120.23071289062,286.902099609375,9.50722122192383,61.08837890625,249.183135986328,28.2538909912109,12.6907968521118,15.5630960464478,23.7449531555176,19.3010959625244
75,"TSARATANANA_AMBATOHARANANA","TSARATANANA","TSARATANANA",21.3749847412109,24.0815944671631,18.1311588287354,2404.39672851562,427.893157958984,62.0048408508301,69.6205673217773,1222.98571777344,226.017379760742,1132.97216796875,300.954833984375,9.36229705810547,60.7072601318359,247.972793579102,28.4911766052246,13.0691623687744,15.4220132827759,24.0195007324219,19.5461502075195
76,"TSARATANANA_SANDRAKELY","TSARATANANA","TSARATANANA",21.201904296875,23.883810043335,17.9098415374756,2325.90771484375,427.312286376953,59.3127021789551,72.135856628418,1197.28747558594,212.40299987793,1123.36083984375,275.585235595703,9.64910793304443,61.3658599853516,249.280014038086,28.3789081573486,12.654935836792,15.7239713668823,23.8119449615479,19.4181442260742
77,"TSARATANANA_AMBODIMANGA EST","TSARATANANA","TSARATANANA",21.345775604248,24.060474395752,18.0924339294434,2414.9423828125,434.017578125,60.5864906311035,70.7197494506836,1239.685546875,224.223495483398,1149.08068847656,296.436096191406,9.35628890991211,60.4776496887207,248.685043334961,28.468505859375,12.9979295730591,15.4705762863159,23.999719619751,19.5323944091797
78,"IFANADIANA_SAHAFITOROKA","IFANADIANA","IFANADIANA",21.4518775939941,24.1611862182617,18.2195014953613,2415.34448242188,432.434997558594,60.5690231323242,70.3144760131836,1241.15478515625,226.174240112305,1142.36950683594,300.641235351562,9.24961853027344,60.1040534973145,247.745910644531,28.5338878631592,13.1447734832764,15.3891153335571,24.1074390411377,19.6223545074463
79,"IFANADIANA_MAROMENA","IFANADIANA","IFANADIANA",21.3716659545898,24.0751953125,18.084831237793,2399.01977539062,440.862091064453,57.9143142700195,72.9529724121094,1249.98669433594,214.39372253418,1166.17016601562,284.81884765625,9.54724216461182,60.8047409057617,249.530899047852,28.5287666320801,12.8273639678955,15.7014007568359,24.0059585571289,19.5982055664062
80,"ANDRORANGAVOLA_AMBALAVAONA","ANDRORANGAVOLA","ANDRORANGAVOLA",21.830997467041,24.4988307952881,18.6257305145264,2278.02490234375,405.810699462891,64.0527420043945,70.0114440917969,1174.56774902344,226.941589355469,1068.2705078125,281.997619628906,9.2702522277832,59.9528274536133,244.568801879883,28.8681373596191,13.4054765701294,15.4626607894897,24.4583625793457,20.0646896362305
81,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO","ANDRORANGAVOLA","ANDRORANGAVOLA",21.5006847381592,24.1899452209473,18.261474609375,2252.32543945312,403.115417480469,62.3695030212402,70.3989334106445,1157.8828125,218.304840087891,1069.69055175781,273.761810302734,9.30053234100342,59.9701843261719,246.62712097168,28.5824584960938,13.0738525390625,15.5086069107056,24.1336345672607,19.7271881103516
82,"ANDRORANGAVOLA_NOSIBE SUD","ANDRORANGAVOLA","ANDRORANGAVOLA",21.7960643768311,24.4675331115723,18.5819549560547,2306.7333984375,410.539123535156,64.1785659790039,69.9943618774414,1187.87255859375,228.875732421875,1082.91271972656,286.464324951172,9.26188373565674,59.9311637878418,244.971389770508,28.8530311584473,13.3987045288086,15.4543256759644,24.4205646514893,20.029125213623
83,"ANDRORANGAVOLA_MANDRIAPOTSY","ANDRORANGAVOLA","ANDRORANGAVOLA",21.9298248291016,24.5975570678711,18.7195529937744,2291.95825195312,406.700225830078,64.2768020629883,69.9021911621094,1181.61535644531,229.578872680664,1071.66918945312,283.514801025391,9.28134918212891,60.0295867919922,244.802307128906,28.9811019897461,13.5196704864502,15.4614324569702,24.552583694458,20.1648597717285
84,"TSARATANANA_ANTARALAVA","TSARATANANA","TSARATANANA",20.8646183013916,23.5380764007568,17.5430316925049,2243.41284179688,415.426147460938,56.4573783874512,73.1100616455078,1156.9306640625,197.689315795898,1098.96337890625,257.088806152344,9.74983215332031,61.5827026367188,249.857437133789,28.0358428955078,12.2038078308105,15.8320341110229,23.467887878418,19.1172180175781
85,"TSARATANANA_AMBOHIMITA","TSARATANANA","TSARATANANA",21.2077674865723,23.8786201477051,17.892333984375,2261.28979492188,419.89306640625,58.9562911987305,73.0624618530273,1166.32067871094,206.172912597656,1101.24584960938,258.790710449219,9.80123805999756,61.6094207763672,249.644866943359,28.4485454559326,12.5398359298706,15.9087104797363,23.7874145507812,19.4526596069336
86,"TSARATANANA_SANDRASATY","TSARATANANA","TSARATANANA",20.6934432983398,23.3979740142822,17.3505859375,2207.15014648438,400.955963134766,58.2125625610352,70.9416961669922,1111.61242675781,201.186859130859,1056.98950195312,255.778289794922,9.77485275268555,61.4333953857422,252.343231201172,27.9749202728271,12.0637702941895,15.9111499786377,23.3047962188721,18.9007225036621
87,"RANOMAFANA_RANOMAFANA","RANOMAFANA","RANOMAFANA",18.3438053131104,21.0957565307617,14.8483266830444,1684.01794433594,314.334686279297,48.1063499450684,75.0352172851562,861.085754394531,152.453262329102,859.433471679688,160.79573059082,9.26772785186768,59.3153533935547,259.973449707031,25.4391841888428,9.81510257720947,15.6240816116333,21.0837841033936,15.592134475708
88,"RANOMAFANA_AMBATOLAHY","RANOMAFANA","RANOMAFANA",18.0645656585693,20.8418083190918,14.5265684127808,1616.12426757812,305.327056884766,44.6302032470703,76.5501098632812,832.976867675781,142.623550415039,832.329040527344,148.522247314453,9.4507007598877,59.5818977355957,262.841583251953,25.2766361236572,9.41560935974121,15.8610258102417,20.837121963501,15.0699281692505
89,"RANOMAFANA_TSARAMANDROSO","RANOMAFANA","RANOMAFANA",19.2636032104492,21.9907855987549,15.8421592712402,1913.78662109375,356.348358154297,52.8384132385254,73.9984588623047,974.486022949219,170.486465454102,956.88232421875,198.297271728516,9.33685779571533,59.9653625488281,256.201629638672,26.3655376434326,10.7968950271606,15.5686435699463,21.9381809234619,17.1136035919189
90,"RANOMAFANA_VOHIMARINA","RANOMAFANA","RANOMAFANA",20.1974239349365,22.9035701751709,16.8079967498779,2025.6357421875,377.038208007812,55.7904357910156,73.5179138183594,1036.49597167969,180.052871704102,1009.96600341797,217.148345947266,9.29733657836914,59.4524002075195,253.719100952148,27.2726764678955,11.6347312927246,15.6379442214966,22.8321704864502,18.4256019592285
91,"MAROHARATRA_MALAZAMASINA SUD","MAROHARATRA","MAROHARATRA",21.798770904541,24.4717121124268,18.5485191345215,2330.00122070312,403.139892578125,64.8900909423828,66.655517578125,1145.57897949219,231.131500244141,1058.33435058594,305.41357421875,9.5830545425415,61.3914413452148,247.632354736328,28.9868564605713,13.3772716522217,15.6095867156982,24.3916015625,19.9834136962891
92,"MAROHARATRA_MALAZAMASINA NORD","MAROHARATRA","MAROHARATRA",19.2660655975342,22.0405540466309,15.8652973175049,2010.61694335938,353.576629638672,57.1983833312988,70.3262100219727,976.885375976562,183.081909179688,957.028198242188,220.910018920898,9.62589550018311,61.2720718383789,259.488433837891,26.6013793945312,10.8925180435181,15.7088594436646,21.979700088501,17.3130664825439
93,"MAROHARATRA_ANTANJOMANGA","MAROHARATRA","MAROHARATRA",20.6105422973633,23.3624801635742,17.2536640167236,2143.42114257812,378.102905273438,57.2471618652344,69.8782501220703,1050.95654296875,195.242538452148,1005.41058349609,258.153350830078,9.90022373199463,61.7200241088867,256.056976318359,28.1024799346924,12.0618591308594,16.040620803833,23.2648258209229,18.7419681549072
94,"MAROHARATRA_BETAMPONA NORD","MAROHARATRA","MAROHARATRA",20.6346321105957,23.387825012207,17.2784233093262,2139.70581054688,379.424865722656,57.016185760498,70.2908172607422,1052.98608398438,193.52214050293,1008.24670410156,253.424041748047,9.95686054229736,61.7391395568848,255.909530639648,28.1698951721191,12.0426082611084,16.1272869110107,23.2861480712891,18.773811340332
95,"AMBOHIMANGA DU SUD_MASOAROVANA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD",20.6991634368896,23.4199142456055,17.3211326599121,2141.81225585938,391.103546142578,57.5398330688477,71.9443969726562,1077.62878417969,192.574935913086,1032.251953125,238.28450012207,10.058744430542,61.6143608093262,254.221633911133,28.1515235900879,11.8260154724121,16.3255081176758,23.3064613342285,18.9379215240479
