fid,new_commun,old_commun,mean_rh,date
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,82.50233335290989,2000-01
4,AMBOHIMIERA,AMBOHIMIERA,82.28506418409312,2000-01
9,ANALAMPASINA,ANALAMPASINA,81.81656533275775,2000-01
6,ANDRORANGAVOLA,ANDRORANGAVOLA,84.46079743933007,2000-01
7,AMBIABE,ANDRORANGAVOLA,84.00585837421141,2000-01
14,ANTARETRA,ANTARETRA,84.45399271345198,2000-01
15,ANTSINDRA,ANTSINDRA,83.3017573099392,2000-01
5,AMPASINAMBO,FASINTSARA,82.29080846323657,2000-01
11,FASINTSARA,FASINTSARA,82.7010798098942,2000-01
8,IFANADIANA,IFANADIANA,84.66094945747957,2000-01
3,KELILALINA,KELILALINA,83.45394746716345,2000-01
12,MAROHARATRA,MAROHARATRA,83.18647212184888,2000-01
13,MAROTOKO,MAROTOKO,84.00485826316549,2000-01
1,RANOMAFANA,RANOMAFANA,82.72709351653756,2000-01
10,TSARATANANA,TSARATANANA,84.11337023211465,2000-01
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,91.23406462629424,2000-02
4,AMBOHIMIERA,AMBOHIMIERA,91.0898995441318,2000-02
9,ANALAMPASINA,ANALAMPASINA,90.89831159492957,2000-02
6,ANDRORANGAVOLA,ANDRORANGAVOLA,90.84451631203206,2000-02
7,AMBIABE,ANDRORANGAVOLA,91.45322267279032,2000-02
14,ANTARETRA,ANTARETRA,90.72933761140895,2000-02
15,ANTSINDRA,ANTSINDRA,91.44357423236617,2000-02
5,AMPASINAMBO,FASINTSARA,90.93058731173049,2000-02
11,FASINTSARA,FASINTSARA,91.18515061836219,2000-02
8,IFANADIANA,IFANADIANA,91.58389655152386,2000-02
3,KELILALINA,KELILALINA,91.55242501883346,2000-02
12,MAROHARATRA,MAROHARATRA,91.09957189904118,2000-02
13,MAROTOKO,MAROTOKO,90.34168483150235,2000-02
1,RANOMAFANA,RANOMAFANA,91.31772013082148,2000-02
10,TSARATANANA,TSARATANANA,91.48948930497484,2000-02
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,88.58300822653624,2000-03
4,AMBOHIMIERA,AMBOHIMIERA,88.81175795016115,2000-03
9,ANALAMPASINA,ANALAMPASINA,88.01277693519472,2000-03
6,ANDRORANGAVOLA,ANDRORANGAVOLA,88.65303081588661,2000-03
7,AMBIABE,ANDRORANGAVOLA,89.21942732107807,2000-03
14,ANTARETRA,ANTARETRA,88.59304191694147,2000-03
15,ANTSINDRA,ANTSINDRA,88.97073330231157,2000-03
5,AMPASINAMBO,FASINTSARA,87.5769189329662,2000-03
11,FASINTSARA,FASINTSARA,88.40763789945753,2000-03
8,IFANADIANA,IFANADIANA,89.22181040467716,2000-03
3,KELILALINA,KELILALINA,89.34754636458548,2000-03
12,MAROHARATRA,MAROHARATRA,88.48819130137235,2000-03
13,MAROTOKO,MAROTOKO,88.279338744666,2000-03
1,RANOMAFANA,RANOMAFANA,89.27657770272474,2000-03
10,TSARATANANA,TSARATANANA,89.1446963326522,2000-03
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,84.81585766171928,2000-04
4,AMBOHIMIERA,AMBOHIMIERA,85.1721104171901,2000-04
9,ANALAMPASINA,ANALAMPASINA,84.3170491027431,2000-04
6,ANDRORANGAVOLA,ANDRORANGAVOLA,84.53968319773456,2000-04
7,AMBIABE,ANDRORANGAVOLA,85.40038043165744,2000-04
14,ANTARETRA,ANTARETRA,84.35886337082381,2000-04
15,ANTSINDRA,ANTSINDRA,85.0217837157433,2000-04
5,AMPASINAMBO,FASINTSARA,83.63572837782684,2000-04
11,FASINTSARA,FASINTSARA,84.62314189270984,2000-04
8,IFANADIANA,IFANADIANA,85.30804073340454,2000-04
3,KELILALINA,KELILALINA,85.59789860512876,2000-04
12,MAROHARATRA,MAROHARATRA,84.61848072973451,2000-04
13,MAROTOKO,MAROTOKO,84.13423069583015,2000-04
1,RANOMAFANA,RANOMAFANA,85.60862686295971,2000-04
10,TSARATANANA,TSARATANANA,85.27169308190291,2000-04
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,86.94927396780406,2000-05
4,AMBOHIMIERA,AMBOHIMIERA,86.45697875779204,2000-05
9,ANALAMPASINA,ANALAMPASINA,86.15648005619119,2000-05
6,ANDRORANGAVOLA,ANDRORANGAVOLA,86.09137836949722,2000-05
7,AMBIABE,ANDRORANGAVOLA,86.87823356189257,2000-05
14,ANTARETRA,ANTARETRA,86.12252210637891,2000-05
15,ANTSINDRA,ANTSINDRA,87.08668603230083,2000-05
5,AMPASINAMBO,FASINTSARA,85.98840676476101,2000-05
11,FASINTSARA,FASINTSARA,86.86857340429594,2000-05
8,IFANADIANA,IFANADIANA,87.14935994730867,2000-05
3,KELILALINA,KELILALINA,87.04926667731299,2000-05
12,MAROHARATRA,MAROHARATRA,86.54845040158936,2000-05
13,MAROTOKO,MAROTOKO,85.31611812468576,2000-05
1,RANOMAFANA,RANOMAFANA,86.48303661549117,2000-05
10,TSARATANANA,TSARATANANA,87.31009563862443,2000-05
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,89.70288997485858,2000-06
4,AMBOHIMIERA,AMBOHIMIERA,89.94171575376443,2000-06
9,ANALAMPASINA,ANALAMPASINA,89.72675160096362,2000-06
6,ANDRORANGAVOLA,ANDRORANGAVOLA,88.77215151815831,2000-06
7,AMBIABE,ANDRORANGAVOLA,89.81295705242361,2000-06
14,ANTARETRA,ANTARETRA,88.3908760810553,2000-06
15,ANTSINDRA,ANTSINDRA,89.28050077461111,2000-06
5,AMPASINAMBO,FASINTSARA,89.24026259490154,2000-06
11,FASINTSARA,FASINTSARA,89.45891888128263,2000-06
8,IFANADIANA,IFANADIANA,89.66090013267305,2000-06
3,KELILALINA,KELILALINA,90.09275041291802,2000-06
12,MAROHARATRA,MAROHARATRA,89.11299712645895,2000-06
13,MAROTOKO,MAROTOKO,88.18069336654692,2000-06
1,RANOMAFANA,RANOMAFANA,90.12377473736959,2000-06
10,TSARATANANA,TSARATANANA,89.48967698124893,2000-06
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,90.472071303076,2000-07
4,AMBOHIMIERA,AMBOHIMIERA,90.33172446012799,2000-07
9,ANALAMPASINA,ANALAMPASINA,90.0446816669872,2000-07
6,ANDRORANGAVOLA,ANDRORANGAVOLA,89.61457562959885,2000-07
7,AMBIABE,ANDRORANGAVOLA,90.54584135801224,2000-07
14,ANTARETRA,ANTARETRA,89.45687901236921,2000-07
15,ANTSINDRA,ANTSINDRA,90.50755508985515,2000-07
5,AMPASINAMBO,FASINTSARA,89.90642308359718,2000-07
11,FASINTSARA,FASINTSARA,90.30868781507364,2000-07
8,IFANADIANA,IFANADIANA,90.58898974287757,2000-07
3,KELILALINA,KELILALINA,90.76278381995091,2000-07
12,MAROHARATRA,MAROHARATRA,90.15029528492961,2000-07
13,MAROTOKO,MAROTOKO,88.9628582325605,2000-07
1,RANOMAFANA,RANOMAFANA,90.58542822144256,2000-07
10,TSARATANANA,TSARATANANA,90.57487728340085,2000-07
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,88.0492668662912,2000-08
4,AMBOHIMIERA,AMBOHIMIERA,88.35604691162791,2000-08
9,ANALAMPASINA,ANALAMPASINA,87.58480458275702,2000-08
6,ANDRORANGAVOLA,ANDRORANGAVOLA,88.12096858641226,2000-08
7,AMBIABE,ANDRORANGAVOLA,88.97565620068161,2000-08
14,ANTARETRA,ANTARETRA,87.75710528484085,2000-08
15,ANTSINDRA,ANTSINDRA,88.07877625992286,2000-08
5,AMPASINAMBO,FASINTSARA,87.15721135460426,2000-08
11,FASINTSARA,FASINTSARA,87.74276626415453,2000-08
8,IFANADIANA,IFANADIANA,88.86887884100395,2000-08
3,KELILALINA,KELILALINA,89.00232343928661,2000-08
12,MAROHARATRA,MAROHARATRA,87.58740342505175,2000-08
13,MAROTOKO,MAROTOKO,87.6533530664267,2000-08
1,RANOMAFANA,RANOMAFANA,88.9160190404346,2000-08
10,TSARATANANA,TSARATANANA,88.56075815067939,2000-08
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,80.33012450982518,2000-09
4,AMBOHIMIERA,AMBOHIMIERA,80.5995560497627,2000-09
9,ANALAMPASINA,ANALAMPASINA,79.6481317989249,2000-09
6,ANDRORANGAVOLA,ANDRORANGAVOLA,80.00995902272089,2000-09
7,AMBIABE,ANDRORANGAVOLA,81.12538179499742,2000-09
14,ANTARETRA,ANTARETRA,79.74894734632927,2000-09
15,ANTSINDRA,ANTSINDRA,80.52790139558944,2000-09
5,AMPASINAMBO,FASINTSARA,79.49126810072936,2000-09
11,FASINTSARA,FASINTSARA,80.22184127565885,2000-09
8,IFANADIANA,IFANADIANA,80.96085555449048,2000-09
3,KELILALINA,KELILALINA,81.47279131647821,2000-09
12,MAROHARATRA,MAROHARATRA,80.22772392190666,2000-09
13,MAROTOKO,MAROTOKO,79.56684235117969,2000-09
1,RANOMAFANA,RANOMAFANA,81.47514197091236,2000-09
10,TSARATANANA,TSARATANANA,80.91557782568394,2000-09
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,78.89889693524711,2000-10
4,AMBOHIMIERA,AMBOHIMIERA,79.6185146680923,2000-10
9,ANALAMPASINA,ANALAMPASINA,78.30656036243285,2000-10
6,ANDRORANGAVOLA,ANDRORANGAVOLA,80.0111248599871,2000-10
7,AMBIABE,ANDRORANGAVOLA,81.09229501326773,2000-10
14,ANTARETRA,ANTARETRA,79.30094707254239,2000-10
15,ANTSINDRA,ANTSINDRA,78.60847295453956,2000-10
5,AMPASINAMBO,FASINTSARA,77.90723329924509,2000-10
11,FASINTSARA,FASINTSARA,78.53094169668208,2000-10
8,IFANADIANA,IFANADIANA,80.58541997105348,2000-10
3,KELILALINA,KELILALINA,81.03286805618683,2000-10
12,MAROHARATRA,MAROHARATRA,78.0953139340364,2000-10
13,MAROTOKO,MAROTOKO,79.59989068372539,2000-10
1,RANOMAFANA,RANOMAFANA,81.0338621340665,2000-10
10,TSARATANANA,TSARATANANA,79.68754023142853,2000-10
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,85.8120616227543,2000-11
4,AMBOHIMIERA,AMBOHIMIERA,86.83259946010467,2000-11
9,ANALAMPASINA,ANALAMPASINA,86.07126609123017,2000-11
6,ANDRORANGAVOLA,ANDRORANGAVOLA,84.12207174431607,2000-11
7,AMBIABE,ANDRORANGAVOLA,86.16672715202914,2000-11
14,ANTARETRA,ANTARETRA,83.56591636368381,2000-11
15,ANTSINDRA,ANTSINDRA,84.53895840623677,2000-11
5,AMPASINAMBO,FASINTSARA,85.22067413405945,2000-11
11,FASINTSARA,FASINTSARA,85.23519406218502,2000-11
8,IFANADIANA,IFANADIANA,85.83221627603919,2000-11
3,KELILALINA,KELILALINA,87.01392570853407,2000-11
12,MAROHARATRA,MAROHARATRA,84.05998528884811,2000-11
13,MAROTOKO,MAROTOKO,83.35607746810733,2000-11
1,RANOMAFANA,RANOMAFANA,87.57225478236658,2000-11
10,TSARATANANA,TSARATANANA,85.424701548065,2000-11
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,86.09629143138456,2000-12
4,AMBOHIMIERA,AMBOHIMIERA,86.09114602484244,2000-12
9,ANALAMPASINA,ANALAMPASINA,85.69617312053956,2000-12
6,ANDRORANGAVOLA,ANDRORANGAVOLA,85.88263342345658,2000-12
7,AMBIABE,ANDRORANGAVOLA,86.55296971086514,2000-12
14,ANTARETRA,ANTARETRA,85.91483644290363,2000-12
15,ANTSINDRA,ANTSINDRA,86.12975497800252,2000-12
5,AMPASINAMBO,FASINTSARA,85.69589367013211,2000-12
11,FASINTSARA,FASINTSARA,86.0282739719276,2000-12
8,IFANADIANA,IFANADIANA,86.86475519447531,2000-12
3,KELILALINA,KELILALINA,86.65501130742155,2000-12
12,MAROHARATRA,MAROHARATRA,85.86787910848685,2000-12
13,MAROTOKO,MAROTOKO,85.1630485652332,2000-12
1,RANOMAFANA,RANOMAFANA,86.33947401080287,2000-12
10,TSARATANANA,TSARATANANA,86.67747108924989,2000-12
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,90.30115750680284,2001-01
4,AMBOHIMIERA,AMBOHIMIERA,89.88752359048941,2001-01
9,ANALAMPASINA,ANALAMPASINA,89.92118762633467,2001-01
6,ANDRORANGAVOLA,ANDRORANGAVOLA,88.28129896623004,2001-01
7,AMBIABE,ANDRORANGAVOLA,89.44868598609968,2001-01
14,ANTARETRA,ANTARETRA,88.46403644536043,2001-01
15,ANTSINDRA,ANTSINDRA,90.46279106859025,2001-01
5,AMPASINAMBO,FASINTSARA,90.50965422686303,2001-01
11,FASINTSARA,FASINTSARA,90.56946254093563,2001-01
8,IFANADIANA,IFANADIANA,89.69767401862673,2001-01
3,KELILALINA,KELILALINA,90.00468646187196,2001-01
12,MAROHARATRA,MAROHARATRA,90.56571869745939,2001-01
13,MAROTOKO,MAROTOKO,87.63330100388596,2001-01
1,RANOMAFANA,RANOMAFANA,89.92361684597124,2001-01
10,TSARATANANA,TSARATANANA,90.090434076718,2001-01
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,84.6528648077195,2001-02
4,AMBOHIMIERA,AMBOHIMIERA,85.49013817175829,2001-02
9,ANALAMPASINA,ANALAMPASINA,84.5393791926656,2001-02
6,ANDRORANGAVOLA,ANDRORANGAVOLA,84.52582637789135,2001-02
7,AMBIABE,ANDRORANGAVOLA,85.5426686510837,2001-02
14,ANTARETRA,ANTARETRA,84.37406306736302,2001-02
15,ANTSINDRA,ANTSINDRA,84.33368956369509,2001-02
5,AMPASINAMBO,FASINTSARA,83.60056215213503,2001-02
11,FASINTSARA,FASINTSARA,84.11553335241197,2001-02
8,IFANADIANA,IFANADIANA,85.52845286551631,2001-02
3,KELILALINA,KELILALINA,85.85079194309695,2001-02
12,MAROHARATRA,MAROHARATRA,83.72342900614794,2001-02
13,MAROTOKO,MAROTOKO,84.07610835433428,2001-02
1,RANOMAFANA,RANOMAFANA,85.90403354798428,2001-02
10,TSARATANANA,TSARATANANA,85.20035909658475,2001-02
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,87.6370654187891,2001-03
4,AMBOHIMIERA,AMBOHIMIERA,88.33496523618273,2001-03
9,ANALAMPASINA,ANALAMPASINA,87.32494722759296,2001-03
6,ANDRORANGAVOLA,ANDRORANGAVOLA,87.35423892020633,2001-03
7,AMBIABE,ANDRORANGAVOLA,88.13931167502025,2001-03
14,ANTARETRA,ANTARETRA,87.1227309758153,2001-03
15,ANTSINDRA,ANTSINDRA,87.61487701101404,2001-03
5,AMPASINAMBO,FASINTSARA,86.60805785937711,2001-03
11,FASINTSARA,FASINTSARA,87.26376839079089,2001-03
8,IFANADIANA,IFANADIANA,88.23250016532981,2001-03
3,KELILALINA,KELILALINA,88.4313180213956,2001-03
12,MAROHARATRA,MAROHARATRA,87.10966404982732,2001-03
13,MAROTOKO,MAROTOKO,86.69209712295476,2001-03
1,RANOMAFANA,RANOMAFANA,88.51306469629235,2001-03
10,TSARATANANA,TSARATANANA,88.04568070524607,2001-03
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,85.43384009145862,2001-04
4,AMBOHIMIERA,AMBOHIMIERA,85.33817799667811,2001-04
9,ANALAMPASINA,ANALAMPASINA,84.8408677775229,2001-04
6,ANDRORANGAVOLA,ANDRORANGAVOLA,85.60663416753837,2001-04
7,AMBIABE,ANDRORANGAVOLA,86.17116981499315,2001-04
14,ANTARETRA,ANTARETRA,85.38160065106932,2001-04
15,ANTSINDRA,ANTSINDRA,85.75462625191352,2001-04
5,AMPASINAMBO,FASINTSARA,84.83219589396535,2001-04
11,FASINTSARA,FASINTSARA,85.41315075077203,2001-04
8,IFANADIANA,IFANADIANA,86.14468130867918,2001-04
3,KELILALINA,KELILALINA,86.02632595794915,2001-04
12,MAROHARATRA,MAROHARATRA,85.5921886563782,2001-04
13,MAROTOKO,MAROTOKO,85.30139477652841,2001-04
1,RANOMAFANA,RANOMAFANA,85.71893717962637,2001-04
10,TSARATANANA,TSARATANANA,85.98247526990005,2001-04
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,87.28993865951989,2001-05
4,AMBOHIMIERA,AMBOHIMIERA,86.24788807831347,2001-05
9,ANALAMPASINA,ANALAMPASINA,85.98982426145929,2001-05
6,ANDRORANGAVOLA,ANDRORANGAVOLA,87.78782890552803,2001-05
7,AMBIABE,ANDRORANGAVOLA,87.6407439939753,2001-05
14,ANTARETRA,ANTARETRA,87.70625735746292,2001-05
15,ANTSINDRA,ANTSINDRA,88.21431385483606,2001-05
5,AMPASINAMBO,FASINTSARA,86.75206773214408,2001-05
11,FASINTSARA,FASINTSARA,87.6001312135273,2001-05
8,IFANADIANA,IFANADIANA,88.12460357836444,2001-05
3,KELILALINA,KELILALINA,87.14750123898986,2001-05
12,MAROHARATRA,MAROHARATRA,88.0214941763142,2001-05
13,MAROTOKO,MAROTOKO,87.19622586380883,2001-05
1,RANOMAFANA,RANOMAFANA,86.03995012102699,2001-05
10,TSARATANANA,TSARATANANA,88.15165179840942,2001-05
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,89.60820681770196,2001-06
4,AMBOHIMIERA,AMBOHIMIERA,89.48279794948698,2001-06
9,ANALAMPASINA,ANALAMPASINA,89.38441804466595,2001-06
6,ANDRORANGAVOLA,ANDRORANGAVOLA,88.45382466402062,2001-06
7,AMBIABE,ANDRORANGAVOLA,89.70923569493152,2001-06
14,ANTARETRA,ANTARETRA,87.81475371178792,2001-06
15,ANTSINDRA,ANTSINDRA,89.33743496913655,2001-06
5,AMPASINAMBO,FASINTSARA,89.13325106922258,2001-06
11,FASINTSARA,FASINTSARA,89.4841514354695,2001-06
8,IFANADIANA,IFANADIANA,89.40569702503043,2001-06
3,KELILALINA,KELILALINA,89.74230423206463,2001-06
12,MAROHARATRA,MAROHARATRA,89.12011197483703,2001-06
13,MAROTOKO,MAROTOKO,87.73928014348391,2001-06
1,RANOMAFANA,RANOMAFANA,89.64175088222164,2001-06
10,TSARATANANA,TSARATANANA,89.27920970550137,2001-06
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,87.7020675538258,2001-07
4,AMBOHIMIERA,AMBOHIMIERA,87.98170169449033,2001-07
9,ANALAMPASINA,ANALAMPASINA,87.43126769336686,2001-07
6,ANDRORANGAVOLA,ANDRORANGAVOLA,87.1354430841949,2001-07
7,AMBIABE,ANDRORANGAVOLA,88.05522062028523,2001-07
14,ANTARETRA,ANTARETRA,86.79305177074545,2001-07
15,ANTSINDRA,ANTSINDRA,87.47140957440904,2001-07
5,AMPASINAMBO,FASINTSARA,86.7965476523367,2001-07
11,FASINTSARA,FASINTSARA,87.30958768692273,2001-07
8,IFANADIANA,IFANADIANA,87.88192922195526,2001-07
3,KELILALINA,KELILALINA,88.24480716346368,2001-07
12,MAROHARATRA,MAROHARATRA,87.04382019914466,2001-07
13,MAROTOKO,MAROTOKO,86.61301962687051,2001-07
1,RANOMAFANA,RANOMAFANA,88.2000317287652,2001-07
10,TSARATANANA,TSARATANANA,87.73458776024904,2001-07
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,85.08916381904551,2001-08
4,AMBOHIMIERA,AMBOHIMIERA,85.30885586095617,2001-08
9,ANALAMPASINA,ANALAMPASINA,84.27451483834496,2001-08
6,ANDRORANGAVOLA,ANDRORANGAVOLA,85.14322256628736,2001-08
7,AMBIABE,ANDRORANGAVOLA,85.78474670687253,2001-08
14,ANTARETRA,ANTARETRA,84.95197241465881,2001-08
15,ANTSINDRA,ANTSINDRA,85.41675782986337,2001-08
5,AMPASINAMBO,FASINTSARA,83.7660039505617,2001-08
11,FASINTSARA,FASINTSARA,84.76005925442428,2001-08
8,IFANADIANA,IFANADIANA,86.06168422180352,2001-08
3,KELILALINA,KELILALINA,85.95793462797963,2001-08
12,MAROHARATRA,MAROHARATRA,84.73015385849767,2001-08
13,MAROTOKO,MAROTOKO,84.40956026415147,2001-08
1,RANOMAFANA,RANOMAFANA,85.54233259563884,2001-08
10,TSARATANANA,TSARATANANA,86.03516537589695,2001-08
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,79.5345445057177,2001-09
4,AMBOHIMIERA,AMBOHIMIERA,79.82745399659466,2001-09
9,ANALAMPASINA,ANALAMPASINA,78.37662902343669,2001-09
6,ANDRORANGAVOLA,ANDRORANGAVOLA,80.89479354539972,2001-09
7,AMBIABE,ANDRORANGAVOLA,81.13264560777763,2001-09
14,ANTARETRA,ANTARETRA,80.71226987199921,2001-09
15,ANTSINDRA,ANTSINDRA,80.29436499365393,2001-09
5,AMPASINAMBO,FASINTSARA,77.49889510440612,2001-09
11,FASINTSARA,FASINTSARA,79.1542879953173,2001-09
8,IFANADIANA,IFANADIANA,81.35404788994683,2001-09
3,KELILALINA,KELILALINA,81.1681500710838,2001-09
12,MAROHARATRA,MAROHARATRA,79.27064315048462,2001-09
13,MAROTOKO,MAROTOKO,80.52517225744249,2001-09
1,RANOMAFANA,RANOMAFANA,80.57409735679667,2001-09
10,TSARATANANA,TSARATANANA,81.14792293157487,2001-09
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,80.85590440432993,2001-10
4,AMBOHIMIERA,AMBOHIMIERA,81.99804829963891,2001-10
9,ANALAMPASINA,ANALAMPASINA,80.64563084553254,2001-10
6,ANDRORANGAVOLA,ANDRORANGAVOLA,81.61441604910661,2001-10
7,AMBIABE,ANDRORANGAVOLA,82.94864933821604,2001-10
14,ANTARETRA,ANTARETRA,81.1698886698363,2001-10
15,ANTSINDRA,ANTSINDRA,80.22151390723711,2001-10
5,AMPASINAMBO,FASINTSARA,79.45485082908289,2001-10
11,FASINTSARA,FASINTSARA,80.12344934995838,2001-10
8,IFANADIANA,IFANADIANA,82.78712980405545,2001-10
3,KELILALINA,KELILALINA,83.32244954895145,2001-10
12,MAROHARATRA,MAROHARATRA,79.18295322425924,2001-10
13,MAROTOKO,MAROTOKO,80.87134450982644,2001-10
1,RANOMAFANA,RANOMAFANA,83.29035608938067,2001-10
10,TSARATANANA,TSARATANANA,81.9508289391096,2001-10
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,72.77680966407372,2001-11
4,AMBOHIMIERA,AMBOHIMIERA,75.56512638736854,2001-11
9,ANALAMPASINA,ANALAMPASINA,73.5449074118696,2001-11
6,ANDRORANGAVOLA,ANDRORANGAVOLA,75.08448068643327,2001-11
7,AMBIABE,ANDRORANGAVOLA,77.04067873642826,2001-11
14,ANTARETRA,ANTARETRA,74.07392828544874,2001-11
15,ANTSINDRA,ANTSINDRA,71.4758189437748,2001-11
5,AMPASINAMBO,FASINTSARA,71.60918500437268,2001-11
11,FASINTSARA,FASINTSARA,71.76266122818056,2001-11
8,IFANADIANA,IFANADIANA,75.98407696921899,2001-11
3,KELILALINA,KELILALINA,77.38283510838535,2001-11
12,MAROHARATRA,MAROHARATRA,70.81358838943342,2001-11
13,MAROTOKO,MAROTOKO,74.75592304714392,2001-11
1,RANOMAFANA,RANOMAFANA,78.10777391834682,2001-11
10,TSARATANANA,TSARATANANA,74.103245283683,2001-11
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,77.59190232301336,2001-12
4,AMBOHIMIERA,AMBOHIMIERA,78.6672129478807,2001-12
9,ANALAMPASINA,ANALAMPASINA,77.62090947258167,2001-12
6,ANDRORANGAVOLA,ANDRORANGAVOLA,78.52467346459217,2001-12
7,AMBIABE,ANDRORANGAVOLA,79.91025107856672,2001-12
14,ANTARETRA,ANTARETRA,78.25045329662588,2001-12
15,ANTSINDRA,ANTSINDRA,77.20958094159731,2001-12
5,AMPASINAMBO,FASINTSARA,77.167633055192,2001-12
11,FASINTSARA,FASINTSARA,77.28053977351257,2001-12
8,IFANADIANA,IFANADIANA,79.64510270845105,2001-12
3,KELILALINA,KELILALINA,79.99171903436725,2001-12
12,MAROHARATRA,MAROHARATRA,76.85230634411026,2001-12
13,MAROTOKO,MAROTOKO,77.9419353578301,2001-12
1,RANOMAFANA,RANOMAFANA,80.00071893863543,2001-12
10,TSARATANANA,TSARATANANA,78.67982556680334,2001-12
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,83.04562732567663,2002-01
4,AMBOHIMIERA,AMBOHIMIERA,83.08935440889667,2002-01
9,ANALAMPASINA,ANALAMPASINA,82.46707335188505,2002-01
6,ANDRORANGAVOLA,ANDRORANGAVOLA,83.2602547834338,2002-01
7,AMBIABE,ANDRORANGAVOLA,84.19017987740578,2002-01
14,ANTARETRA,ANTARETRA,82.84134558963287,2002-01
15,ANTSINDRA,ANTSINDRA,83.17710277813443,2002-01
5,AMPASINAMBO,FASINTSARA,82.92502351122086,2002-01
11,FASINTSARA,FASINTSARA,83.14930677366972,2002-01
8,IFANADIANA,IFANADIANA,83.99175571328857,2002-01
3,KELILALINA,KELILALINA,84.09683647753195,2002-01
12,MAROHARATRA,MAROHARATRA,83.07262882315685,2002-01
13,MAROTOKO,MAROTOKO,82.89371890015397,2002-01
1,RANOMAFANA,RANOMAFANA,84.0406191992024,2002-01
10,TSARATANANA,TSARATANANA,83.61951768084124,2002-01
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,89.00176777318636,2002-02
4,AMBOHIMIERA,AMBOHIMIERA,88.76082639303176,2002-02
9,ANALAMPASINA,ANALAMPASINA,88.51390911816887,2002-02
6,ANDRORANGAVOLA,ANDRORANGAVOLA,88.50713303782595,2002-02
7,AMBIABE,ANDRORANGAVOLA,89.11640915104486,2002-02
14,ANTARETRA,ANTARETRA,88.46970050622645,2002-02
15,ANTSINDRA,ANTSINDRA,89.11108803443535,2002-02
5,AMPASINAMBO,FASINTSARA,88.72569145403378,2002-02
11,FASINTSARA,FASINTSARA,89.02259591602139,2002-02
8,IFANADIANA,IFANADIANA,89.3821498107866,2002-02
3,KELILALINA,KELILALINA,89.28226786612609,2002-02
12,MAROHARATRA,MAROHARATRA,88.8469250498503,2002-02
13,MAROTOKO,MAROTOKO,87.8696836910701,2002-02
1,RANOMAFANA,RANOMAFANA,88.97786938485542,2002-02
10,TSARATANANA,TSARATANANA,89.33165308309071,2002-02
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,90.99765601153054,2002-03
4,AMBOHIMIERA,AMBOHIMIERA,90.63650560613942,2002-03
9,ANALAMPASINA,ANALAMPASINA,90.21852990833302,2002-03
6,ANDRORANGAVOLA,ANDRORANGAVOLA,90.66898413466934,2002-03
7,AMBIABE,ANDRORANGAVOLA,91.12545016247138,2002-03
14,ANTARETRA,ANTARETRA,90.83291013004784,2002-03
15,ANTSINDRA,ANTSINDRA,91.62138292881524,2002-03
5,AMPASINAMBO,FASINTSARA,90.27331043653359,2002-03
11,FASINTSARA,FASINTSARA,90.95433583190501,2002-03
8,IFANADIANA,IFANADIANA,91.52596635077018,2002-03
3,KELILALINA,KELILALINA,91.06108302884627,2002-03
12,MAROHARATRA,MAROHARATRA,91.14045298353132,2002-03
13,MAROTOKO,MAROTOKO,90.02174385592696,2002-03
1,RANOMAFANA,RANOMAFANA,90.56726808626836,2002-03
10,TSARATANANA,TSARATANANA,91.6809732102072,2002-03
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,89.4535287989871,2002-04
4,AMBOHIMIERA,AMBOHIMIERA,88.74415502440547,2002-04
9,ANALAMPASINA,ANALAMPASINA,88.50760378413787,2002-04
6,ANDRORANGAVOLA,ANDRORANGAVOLA,89.51561226460065,2002-04
