fid,new_commun,old_commun,mean_precip_mm,date
6,ANDRORANGAVOLA,ANDRORANGAVOLA,277.6463795922067,2005-02
7,AMBIABE,ANDRORANGAVOLA,287.5890082560078,2005-02
14,ANTARETRA,ANTARETRA,264.5950751592959,2005-02
15,ANTSINDRA,ANTSINDRA,285.0518659808782,2005-02
5,AMPASINAMBO,FASINTSARA,247.55727603600153,2005-02
11,FASINTSARA,FASINTSARA,268.832237209664,2005-02
8,IFANADIANA,IFANADIANA,289.76354956503224,2005-02
3,KELILALINA,KELILALINA,280.2076842788096,2005-02
12,MAROHARATRA,MAROHARATRA,249.91770613328003,2005-02
13,MAROTOKO,MAROTOKO,256.9076005526618,2005-02
1,RANOMAFANA,RANOMAFANA,266.9376117067679,2005-02
10,TSARATANANA,TSARATANANA,288.0280492853942,2005-02
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,351.3810647431007,2005-03
4,AMBOHIMIERA,AMBOHIMIERA,329.29932528638767,2005-03
9,ANALAMPASINA,ANALAMPASINA,310.7795548166884,2005-03
6,ANDRORANGAVOLA,ANDRORANGAVOLA,345.39889743433713,2005-03
7,AMBIABE,ANDRORANGAVOLA,341.40432396135463,2005-03
14,ANTARETRA,ANTARETRA,341.9128016611481,2005-03
15,ANTSINDRA,ANTSINDRA,383.73075243929907,2005-03
5,AMPASINAMBO,FASINTSARA,336.23636356285243,2005-03
11,FASINTSARA,FASINTSARA,365.08412249520626,2005-03
8,IFANADIANA,IFANADIANA,356.4057327411225,2005-03
3,KELILALINA,KELILALINA,340.954556568486,2005-03
12,MAROHARATRA,MAROHARATRA,381.5908394324267,2005-03
13,MAROTOKO,MAROTOKO,332.2398838141403,2005-03
1,RANOMAFANA,RANOMAFANA,321.9473829334456,2005-03
10,TSARATANANA,TSARATANANA,369.2323168226732,2005-03
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,160.7190449130988,2005-04
4,AMBOHIMIERA,AMBOHIMIERA,153.1378110927964,2005-04
9,ANALAMPASINA,ANALAMPASINA,154.92046522930642,2005-04
6,ANDRORANGAVOLA,ANDRORANGAVOLA,155.1838767948066,2005-04
7,AMBIABE,ANDRORANGAVOLA,155.62324885724033,2005-04
14,ANTARETRA,ANTARETRA,152.5138334896267,2005-04
15,ANTSINDRA,ANTSINDRA,158.8183976185344,2005-04
5,AMPASINAMBO,FASINTSARA,150.80936371798725,2005-04
11,FASINTSARA,FASINTSARA,158.26387603833473,2005-04
8,IFANADIANA,IFANADIANA,157.7560827572833,2005-04
3,KELILALINA,KELILALINA,148.14645412918006,2005-04
12,MAROHARATRA,MAROHARATRA,153.08856139970655,2005-04
13,MAROTOKO,MAROTOKO,156.46291856733976,2005-04
1,RANOMAFANA,RANOMAFANA,137.23390311060516,2005-04
10,TSARATANANA,TSARATANANA,160.47716620116537,2005-04
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,167.6238372917909,2005-05
4,AMBOHIMIERA,AMBOHIMIERA,144.88443143206823,2005-05
9,ANALAMPASINA,ANALAMPASINA,142.50768146264622,2005-05
6,ANDRORANGAVOLA,ANDRORANGAVOLA,200.683544234994,2005-05
7,AMBIABE,ANDRORANGAVOLA,179.50507597723035,2005-05
14,ANTARETRA,ANTARETRA,196.18323138398802,2005-05
15,ANTSINDRA,ANTSINDRA,187.61951012853558,2005-05
5,AMPASINAMBO,FASINTSARA,174.91413498662362,2005-05
11,FASINTSARA,FASINTSARA,183.57759948658213,2005-05
8,IFANADIANA,IFANADIANA,185.4695450665819,2005-05
3,KELILALINA,KELILALINA,161.7056238670233,2005-05
12,MAROHARATRA,MAROHARATRA,196.2185015373701,2005-05
13,MAROTOKO,MAROTOKO,202.15860402094702,2005-05
1,RANOMAFANA,RANOMAFANA,143.63667635476784,2005-05
10,TSARATANANA,TSARATANANA,181.63356486296667,2005-05
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,36.393118049446585,2005-06
4,AMBOHIMIERA,AMBOHIMIERA,34.12589604972323,2005-06
9,ANALAMPASINA,ANALAMPASINA,31.18996311048423,2005-06
6,ANDRORANGAVOLA,ANDRORANGAVOLA,39.155704282757384,2005-06
7,AMBIABE,ANDRORANGAVOLA,37.38936979744665,2005-06
14,ANTARETRA,ANTARETRA,40.87318626825952,2005-06
15,ANTSINDRA,ANTSINDRA,41.83133076939372,2005-06
5,AMPASINAMBO,FASINTSARA,38.47027325565031,2005-06
11,FASINTSARA,FASINTSARA,40.609103880656036,2005-06
8,IFANADIANA,IFANADIANA,38.97733302869323,2005-06
3,KELILALINA,KELILALINA,37.42035717328233,2005-06
12,MAROHARATRA,MAROHARATRA,46.3912455704019,2005-06
13,MAROTOKO,MAROTOKO,40.74616470864582,2005-06
1,RANOMAFANA,RANOMAFANA,35.26074646451854,2005-06
10,TSARATANANA,TSARATANANA,40.164617089445315,2005-06
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,124.8387054396544,2005-07
4,AMBOHIMIERA,AMBOHIMIERA,117.45236588802983,2005-07
9,ANALAMPASINA,ANALAMPASINA,120.08135197948302,2005-07
6,ANDRORANGAVOLA,ANDRORANGAVOLA,129.91287009981156,2005-07
7,AMBIABE,ANDRORANGAVOLA,122.0655782253265,2005-07
14,ANTARETRA,ANTARETRA,118.27237281710805,2005-07
15,ANTSINDRA,ANTSINDRA,118.49447026905155,2005-07
5,AMPASINAMBO,FASINTSARA,131.7291367346794,2005-07
11,FASINTSARA,FASINTSARA,131.18024804681244,2005-07
8,IFANADIANA,IFANADIANA,115.54541299182056,2005-07
3,KELILALINA,KELILALINA,114.6473266157456,2005-07
12,MAROHARATRA,MAROHARATRA,130.44184628671562,2005-07
13,MAROTOKO,MAROTOKO,143.94621024561852,2005-07
1,RANOMAFANA,RANOMAFANA,111.75210148862823,2005-07
10,TSARATANANA,TSARATANANA,111.05940404351864,2005-07
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,37.459662133589646,2005-08
4,AMBOHIMIERA,AMBOHIMIERA,34.9836844180695,2005-08
9,ANALAMPASINA,ANALAMPASINA,32.96640846131857,2005-08
6,ANDRORANGAVOLA,ANDRORANGAVOLA,30.3890149350477,2005-08
7,AMBIABE,ANDRORANGAVOLA,30.86217394690789,2005-08
14,ANTARETRA,ANTARETRA,32.41630751978802,2005-08
15,ANTSINDRA,ANTSINDRA,39.84643636135128,2005-08
5,AMPASINAMBO,FASINTSARA,34.91259122351562,2005-08
11,FASINTSARA,FASINTSARA,38.432996184453245,2005-08
8,IFANADIANA,IFANADIANA,32.469176258698575,2005-08
3,KELILALINA,KELILALINA,33.86131829530367,2005-08
12,MAROHARATRA,MAROHARATRA,39.60215694979046,2005-08
13,MAROTOKO,MAROTOKO,30.99390804879964,2005-08
1,RANOMAFANA,RANOMAFANA,33.0823674353667,2005-08
10,TSARATANANA,TSARATANANA,36.46583344423967,2005-08
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,51.56350568099454,2005-09
4,AMBOHIMIERA,AMBOHIMIERA,49.79297242100679,2005-09
9,ANALAMPASINA,ANALAMPASINA,45.789058029017994,2005-09
6,ANDRORANGAVOLA,ANDRORANGAVOLA,47.23995397113445,2005-09
7,AMBIABE,ANDRORANGAVOLA,48.420406760795025,2005-09
14,ANTARETRA,ANTARETRA,48.84296575867923,2005-09
15,ANTSINDRA,ANTSINDRA,54.13214959240829,2005-09
5,AMPASINAMBO,FASINTSARA,49.346221184784454,2005-09
11,FASINTSARA,FASINTSARA,52.928610670379236,2005-09
8,IFANADIANA,IFANADIANA,49.20098929601674,2005-09
3,KELILALINA,KELILALINA,50.504196733650446,2005-09
12,MAROHARATRA,MAROHARATRA,54.05021343416189,2005-09
13,MAROTOKO,MAROTOKO,46.95194880534562,2005-09
1,RANOMAFANA,RANOMAFANA,49.10101418073915,2005-09
10,TSARATANANA,TSARATANANA,51.73278892923635,2005-09
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,56.76603525972405,2005-10
4,AMBOHIMIERA,AMBOHIMIERA,49.578615038111884,2005-10
9,ANALAMPASINA,ANALAMPASINA,50.101393279832784,2005-10
6,ANDRORANGAVOLA,ANDRORANGAVOLA,45.61487894894807,2005-10
7,AMBIABE,ANDRORANGAVOLA,50.99187649049463,2005-10
14,ANTARETRA,ANTARETRA,46.07899164894804,2005-10
15,ANTSINDRA,ANTSINDRA,59.5242627054159,2005-10
5,AMPASINAMBO,FASINTSARA,50.93390885323399,2005-10
11,FASINTSARA,FASINTSARA,55.95091911569287,2005-10
8,IFANADIANA,IFANADIANA,52.682940522082326,2005-10
3,KELILALINA,KELILALINA,53.71121431717191,2005-10
12,MAROHARATRA,MAROHARATRA,51.00310171066114,2005-10
13,MAROTOKO,MAROTOKO,42.262589958166,2005-10
1,RANOMAFANA,RANOMAFANA,51.667098253729094,2005-10
10,TSARATANANA,TSARATANANA,56.88169801320497,2005-10
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,186.43417672751093,2005-11
4,AMBOHIMIERA,AMBOHIMIERA,181.84463467652344,2005-11
9,ANALAMPASINA,ANALAMPASINA,182.46662786508656,2005-11
6,ANDRORANGAVOLA,ANDRORANGAVOLA,286.88827324551477,2005-11
7,AMBIABE,ANDRORANGAVOLA,277.1052918619414,2005-11
14,ANTARETRA,ANTARETRA,248.82561665896833,2005-11
15,ANTSINDRA,ANTSINDRA,179.39792059957117,2005-11
5,AMPASINAMBO,FASINTSARA,179.76694332464137,2005-11
11,FASINTSARA,FASINTSARA,184.0510489254302,2005-11
8,IFANADIANA,IFANADIANA,265.2195670967963,2005-11
3,KELILALINA,KELILALINA,240.32313939973335,2005-11
12,MAROHARATRA,MAROHARATRA,163.83868748853092,2005-11
13,MAROTOKO,MAROTOKO,286.56318584904193,2005-11
1,RANOMAFANA,RANOMAFANA,221.58385639674754,2005-11
10,TSARATANANA,TSARATANANA,217.94826145398937,2005-11
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,372.16465634196913,2005-12
4,AMBOHIMIERA,AMBOHIMIERA,420.04175521601945,2005-12
9,ANALAMPASINA,ANALAMPASINA,397.2593666819561,2005-12
6,ANDRORANGAVOLA,ANDRORANGAVOLA,315.6881448671058,2005-12
7,AMBIABE,ANDRORANGAVOLA,358.3940089257039,2005-12
14,ANTARETRA,ANTARETRA,301.2610968066583,2005-12
15,ANTSINDRA,ANTSINDRA,325.02894572421707,2005-12
5,AMPASINAMBO,FASINTSARA,321.84232276536557,2005-12
11,FASINTSARA,FASINTSARA,334.7849435998228,2005-12
8,IFANADIANA,IFANADIANA,348.8074002223147,2005-12
3,KELILALINA,KELILALINA,389.95194078030426,2005-12
12,MAROHARATRA,MAROHARATRA,291.7728911187126,2005-12
13,MAROTOKO,MAROTOKO,310.71232738663383,2005-12
1,RANOMAFANA,RANOMAFANA,412.08117560025556,2005-12
10,TSARATANANA,TSARATANANA,347.9761191541379,2005-12
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,238.90112375355085,2006-01
4,AMBOHIMIERA,AMBOHIMIERA,241.524695164187,2006-01
9,ANALAMPASINA,ANALAMPASINA,221.91718172175692,2006-01
6,ANDRORANGAVOLA,ANDRORANGAVOLA,269.6275249276331,2006-01
7,AMBIABE,ANDRORANGAVOLA,255.20046776621896,2006-01
14,ANTARETRA,ANTARETRA,269.1181794055129,2006-01
15,ANTSINDRA,ANTSINDRA,259.43281624104605,2006-01
5,AMPASINAMBO,FASINTSARA,211.74073142861164,2006-01
11,FASINTSARA,FASINTSARA,235.84041200544684,2006-01
8,IFANADIANA,IFANADIANA,269.5707426867435,2006-01
3,KELILALINA,KELILALINA,257.0424203851446,2006-01
12,MAROHARATRA,MAROHARATRA,242.54081444504718,2006-01
13,MAROTOKO,MAROTOKO,270.07058990436906,2006-01
1,RANOMAFANA,RANOMAFANA,245.36459917348458,2006-01
10,TSARATANANA,TSARATANANA,270.419208613962,2006-01
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,146.05347248674002,2006-02
4,AMBOHIMIERA,AMBOHIMIERA,143.60846255811222,2006-02
9,ANALAMPASINA,ANALAMPASINA,133.15809363484195,2006-02
6,ANDRORANGAVOLA,ANDRORANGAVOLA,224.90373391572365,2006-02
7,AMBIABE,ANDRORANGAVOLA,194.00498809363097,2006-02
14,ANTARETRA,ANTARETRA,206.89704185283938,2006-02
15,ANTSINDRA,ANTSINDRA,158.25335205951106,2006-02
5,AMPASINAMBO,FASINTSARA,151.00172346458882,2006-02
11,FASINTSARA,FASINTSARA,156.39698615917666,2006-02
8,IFANADIANA,IFANADIANA,191.14319039973992,2006-02
3,KELILALINA,KELILALINA,161.56756468994885,2006-02
12,MAROHARATRA,MAROHARATRA,170.96408308507839,2006-02
13,MAROTOKO,MAROTOKO,233.6149402701519,2006-02
1,RANOMAFANA,RANOMAFANA,144.19470793029873,2006-02
10,TSARATANANA,TSARATANANA,168.01877193032485,2006-02
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,221.56745992480003,2006-03
4,AMBOHIMIERA,AMBOHIMIERA,257.2080072911179,2006-03
9,ANALAMPASINA,ANALAMPASINA,209.41760917716846,2006-03
6,ANDRORANGAVOLA,ANDRORANGAVOLA,213.12990215842774,2006-03
7,AMBIABE,ANDRORANGAVOLA,226.59280575416528,2006-03
14,ANTARETRA,ANTARETRA,216.13180560342886,2006-03
15,ANTSINDRA,ANTSINDRA,237.06941222100085,2006-03
5,AMPASINAMBO,FASINTSARA,169.6533050682651,2006-03
11,FASINTSARA,FASINTSARA,201.67845226954617,2006-03
8,IFANADIANA,IFANADIANA,230.9337227418996,2006-03
3,KELILALINA,KELILALINA,244.8846645025646,2006-03
12,MAROHARATRA,MAROHARATRA,211.08723743830683,2006-03
13,MAROTOKO,MAROTOKO,208.7015853931261,2006-03
1,RANOMAFANA,RANOMAFANA,250.63928976139883,2006-03
10,TSARATANANA,TSARATANANA,243.64269173319136,2006-03
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,100.36862931611059,2006-04
4,AMBOHIMIERA,AMBOHIMIERA,93.37916776035271,2006-04
9,ANALAMPASINA,ANALAMPASINA,90.685152148307,2006-04
6,ANDRORANGAVOLA,ANDRORANGAVOLA,114.07983256270848,2006-04
7,AMBIABE,ANDRORANGAVOLA,105.37435406091208,2006-04
14,ANTARETRA,ANTARETRA,105.36195768833332,2006-04
15,ANTSINDRA,ANTSINDRA,106.90881698068338,2006-04
5,AMPASINAMBO,FASINTSARA,97.38036949842089,2006-04
11,FASINTSARA,FASINTSARA,103.44010181971258,2006-04
8,IFANADIANA,IFANADIANA,102.35467280220176,2006-04
3,KELILALINA,KELILALINA,95.68931518640828,2006-04
12,MAROHARATRA,MAROHARATRA,106.28139899351574,2006-04
13,MAROTOKO,MAROTOKO,114.98024598510187,2006-04
1,RANOMAFANA,RANOMAFANA,91.65297936482672,2006-04
10,TSARATANANA,TSARATANANA,98.9184081414766,2006-04
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,76.22801253702588,2006-05
4,AMBOHIMIERA,AMBOHIMIERA,73.35686922907333,2006-05
9,ANALAMPASINA,ANALAMPASINA,71.67981883189603,2006-05
6,ANDRORANGAVOLA,ANDRORANGAVOLA,86.52585213247382,2006-05
7,AMBIABE,ANDRORANGAVOLA,85.82722895317474,2006-05
14,ANTARETRA,ANTARETRA,87.0451492265332,2006-05
15,ANTSINDRA,ANTSINDRA,77.1639401759179,2006-05
5,AMPASINAMBO,FASINTSARA,76.53657750794126,2006-05
11,FASINTSARA,FASINTSARA,78.62054067818123,2006-05
8,IFANADIANA,IFANADIANA,90.77042252464744,2006-05
3,KELILALINA,KELILALINA,83.37086932035963,2006-05
12,MAROHARATRA,MAROHARATRA,78.64743240918243,2006-05
13,MAROTOKO,MAROTOKO,84.08540740978339,2006-05
1,RANOMAFANA,RANOMAFANA,75.228246701082,2006-05
10,TSARATANANA,TSARATANANA,87.23811048612535,2006-05
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,73.33692683078623,2006-06
4,AMBOHIMIERA,AMBOHIMIERA,72.06600219062733,2006-06
9,ANALAMPASINA,ANALAMPASINA,66.58502385225593,2006-06
6,ANDRORANGAVOLA,ANDRORANGAVOLA,93.70048700101911,2006-06
7,AMBIABE,ANDRORANGAVOLA,88.52859561666146,2006-06
14,ANTARETRA,ANTARETRA,88.37301028847547,2006-06
15,ANTSINDRA,ANTSINDRA,78.99677536955903,2006-06
5,AMPASINAMBO,FASINTSARA,77.82118438498232,2006-06
11,FASINTSARA,FASINTSARA,79.63401580761774,2006-06
8,IFANADIANA,IFANADIANA,86.41340635938604,2006-06
3,KELILALINA,KELILALINA,80.6457577201672,2006-06
12,MAROHARATRA,MAROHARATRA,87.84329449032013,2006-06
13,MAROTOKO,MAROTOKO,92.41355730285456,2006-06
1,RANOMAFANA,RANOMAFANA,75.56057998381677,2006-06
10,TSARATANANA,TSARATANANA,79.09036922616357,2006-06
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,111.05392440091603,2006-07
4,AMBOHIMIERA,AMBOHIMIERA,107.7576081877112,2006-07
9,ANALAMPASINA,ANALAMPASINA,101.16530896361903,2006-07
6,ANDRORANGAVOLA,ANDRORANGAVOLA,131.2730573439085,2006-07
7,AMBIABE,ANDRORANGAVOLA,124.94210724804377,2006-07
14,ANTARETRA,ANTARETRA,124.68743559989908,2006-07
15,ANTSINDRA,ANTSINDRA,117.17728891943025,2006-07
5,AMPASINAMBO,FASINTSARA,107.71878704275646,2006-07
11,FASINTSARA,FASINTSARA,114.88116235630183,2006-07
8,IFANADIANA,IFANADIANA,123.9932184818878,2006-07
3,KELILALINA,KELILALINA,117.90383819696815,2006-07
12,MAROHARATRA,MAROHARATRA,118.9257162883636,2006-07
13,MAROTOKO,MAROTOKO,131.72260707424385,2006-07
1,RANOMAFANA,RANOMAFANA,111.20700985647096,2006-07
10,TSARATANANA,TSARATANANA,117.61145957887734,2006-07
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,39.16102063451134,2006-08
4,AMBOHIMIERA,AMBOHIMIERA,42.79993422425535,2006-08
9,ANALAMPASINA,ANALAMPASINA,36.28405978684153,2006-08
6,ANDRORANGAVOLA,ANDRORANGAVOLA,48.88234793413376,2006-08
7,AMBIABE,ANDRORANGAVOLA,47.7628689962106,2006-08
14,ANTARETRA,ANTARETRA,50.01901657806458,2006-08
15,ANTSINDRA,ANTSINDRA,40.62840535248158,2006-08
5,AMPASINAMBO,FASINTSARA,34.19330430549442,2006-08
11,FASINTSARA,FASINTSARA,37.69986540293215,2006-08
8,IFANADIANA,IFANADIANA,51.44813101419744,2006-08
3,KELILALINA,KELILALINA,48.99041836149526,2006-08
12,MAROHARATRA,MAROHARATRA,37.769406050063665,2006-08
13,MAROTOKO,MAROTOKO,47.47166416995224,2006-08
1,RANOMAFANA,RANOMAFANA,45.5146764163255,2006-08
10,TSARATANANA,TSARATANANA,49.179178052803444,2006-08
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,87.26040534572397,2006-09
4,AMBOHIMIERA,AMBOHIMIERA,80.57869190800328,2006-09
9,ANALAMPASINA,ANALAMPASINA,76.72110700686434,2006-09
6,ANDRORANGAVOLA,ANDRORANGAVOLA,95.97742858458977,2006-09
7,AMBIABE,ANDRORANGAVOLA,88.5457940476275,2006-09
14,ANTARETRA,ANTARETRA,92.5124296558223,2006-09
15,ANTSINDRA,ANTSINDRA,92.68810992120952,2006-09
5,AMPASINAMBO,FASINTSARA,83.77921546127622,2006-09
11,FASINTSARA,FASINTSARA,89.84346933649606,2006-09
8,IFANADIANA,IFANADIANA,92.05428989796553,2006-09
3,KELILALINA,KELILALINA,84.82915784580926,2006-09
12,MAROHARATRA,MAROHARATRA,90.71768661312636,2006-09
13,MAROTOKO,MAROTOKO,97.35654923473531,2006-09
1,RANOMAFANA,RANOMAFANA,77.71864765440816,2006-09
10,TSARATANANA,TSARATANANA,91.90840030044444,2006-09
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,91.84737491106577,2006-10
4,AMBOHIMIERA,AMBOHIMIERA,87.60111806240795,2006-10
9,ANALAMPASINA,ANALAMPASINA,90.63105628296998,2006-10
6,ANDRORANGAVOLA,ANDRORANGAVOLA,66.97375674882272,2006-10
7,AMBIABE,ANDRORANGAVOLA,78.14124909878663,2006-10
14,ANTARETRA,ANTARETRA,64.77860608189346,2006-10
15,ANTSINDRA,ANTSINDRA,83.23038560358488,2006-10
5,AMPASINAMBO,FASINTSARA,93.36345994266873,2006-10
11,FASINTSARA,FASINTSARA,92.27254440296618,2006-10
8,IFANADIANA,IFANADIANA,77.07037226296944,2006-10
3,KELILALINA,KELILALINA,84.79941490739286,2006-10
12,MAROHARATRA,MAROHARATRA,84.16031450956764,2006-10
13,MAROTOKO,MAROTOKO,65.34633276561705,2006-10
1,RANOMAFANA,RANOMAFANA,85.32653747890338,2006-10
10,TSARATANANA,TSARATANANA,80.68445802164155,2006-10
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,304.5999039131625,2006-11
4,AMBOHIMIERA,AMBOHIMIERA,288.36691590834863,2006-11
9,ANALAMPASINA,ANALAMPASINA,294.670673379092,2006-11
6,ANDRORANGAVOLA,ANDRORANGAVOLA,293.1893520131566,2006-11
7,AMBIABE,ANDRORANGAVOLA,305.59206448446827,2006-11
14,ANTARETRA,ANTARETRA,267.8223205279348,2006-11
15,ANTSINDRA,ANTSINDRA,299.656361848729,2006-11
5,AMPASINAMBO,FASINTSARA,276.8854064141415,2006-11
11,FASINTSARA,FASINTSARA,291.3496667756718,2006-11
8,IFANADIANA,IFANADIANA,291.7719909928662,2006-11
3,KELILALINA,KELILALINA,283.30513937904624,2006-11
12,MAROHARATRA,MAROHARATRA,273.8858142796332,2006-11
13,MAROTOKO,MAROTOKO,271.2957025616466,2006-11
1,RANOMAFANA,RANOMAFANA,271.4692333900903,2006-11
10,TSARATANANA,TSARATANANA,285.21630236980775,2006-11
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,221.39767018324352,2006-12
4,AMBOHIMIERA,AMBOHIMIERA,243.13375320982183,2006-12
9,ANALAMPASINA,ANALAMPASINA,244.6593025362558,2006-12
6,ANDRORANGAVOLA,ANDRORANGAVOLA,189.86612944695358,2006-12
7,AMBIABE,ANDRORANGAVOLA,213.67971224262996,2006-12
14,ANTARETRA,ANTARETRA,179.54302388750355,2006-12
15,ANTSINDRA,ANTSINDRA,180.37264329211868,2006-12
5,AMPASINAMBO,FASINTSARA,215.14357271336428,2006-12
11,FASINTSARA,FASINTSARA,208.9847047797021,2006-12
8,IFANADIANA,IFANADIANA,203.96408428235256,2006-12
3,KELILALINA,KELILALINA,225.39490510661685,2006-12
12,MAROHARATRA,MAROHARATRA,183.51012626563622,2006-12
13,MAROTOKO,MAROTOKO,178.29765314488773,2006-12
1,RANOMAFANA,RANOMAFANA,239.46520128426639,2006-12
10,TSARATANANA,TSARATANANA,193.78765306274718,2006-12
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,864.0155971922833,2007-01
4,AMBOHIMIERA,AMBOHIMIERA,903.2753139108069,2007-01
9,ANALAMPASINA,ANALAMPASINA,836.8754718889514,2007-01
6,ANDRORANGAVOLA,ANDRORANGAVOLA,1240.388201384643,2007-01
7,AMBIABE,ANDRORANGAVOLA,1105.4114186557854,2007-01
14,ANTARETRA,ANTARETRA,1213.1458352925736,2007-01
15,ANTSINDRA,ANTSINDRA,888.5088179243259,2007-01
5,AMPASINAMBO,FASINTSARA,845.7693424638221,2007-01
11,FASINTSARA,FASINTSARA,869.4164211494558,2007-01
8,IFANADIANA,IFANADIANA,1133.5310221790928,2007-01
3,KELILALINA,KELILALINA,1000.5900123084847,2007-01
12,MAROHARATRA,MAROHARATRA,895.2923489415655,2007-01
13,MAROTOKO,MAROTOKO,1214.38210786929,2007-01
1,RANOMAFANA,RANOMAFANA,924.0849177751884,2007-01
10,TSARATANANA,TSARATANANA,1013.8582552564261,2007-01
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,606.795970824154,2007-02
4,AMBOHIMIERA,AMBOHIMIERA,646.092460975879,2007-02
9,ANALAMPASINA,ANALAMPASINA,585.2222505705989,2007-02
6,ANDRORANGAVOLA,ANDRORANGAVOLA,709.6376055677629,2007-02
7,AMBIABE,ANDRORANGAVOLA,708.8953937862221,2007-02
14,ANTARETRA,ANTARETRA,685.5545761579548,2007-02
15,ANTSINDRA,ANTSINDRA,607.754202999895,2007-02
5,AMPASINAMBO,FASINTSARA,579.2369456143549,2007-02
11,FASINTSARA,FASINTSARA,606.6860874351737,2007-02
8,IFANADIANA,IFANADIANA,727.8512206081191,2007-02
3,KELILALINA,KELILALINA,702.8157948558606,2007-02
12,MAROHARATRA,MAROHARATRA,606.4071598501515,2007-02
13,MAROTOKO,MAROTOKO,671.3576246801227,2007-02
1,RANOMAFANA,RANOMAFANA,678.1850005022732,2007-02
10,TSARATANANA,TSARATANANA,681.1881293639336,2007-02
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,325.834420476229,2007-03
4,AMBOHIMIERA,AMBOHIMIERA,257.88852905730135,2007-03
9,ANALAMPASINA,ANALAMPASINA,279.4595551680961,2007-03
6,ANDRORANGAVOLA,ANDRORANGAVOLA,309.6097618600329,2007-03
7,AMBIABE,ANDRORANGAVOLA,277.3701647177439,2007-03
14,ANTARETRA,ANTARETRA,326.21041206072783,2007-03
15,ANTSINDRA,ANTSINDRA,364.0438089396881,2007-03
5,AMPASINAMBO,FASINTSARA,361.9215778978176,2007-03
11,FASINTSARA,FASINTSARA,362.41800850311085,2007-03
8,IFANADIANA,IFANADIANA,308.80966214494975,2007-03
3,KELILALINA,KELILALINA,263.4122045094011,2007-03
12,MAROHARATRA,MAROHARATRA,389.44730976848007,2007-03
13,MAROTOKO,MAROTOKO,294.2145191204055,2007-03
1,RANOMAFANA,RANOMAFANA,228.58569468316767,2007-03
10,TSARATANANA,TSARATANANA,332.7087368281221,2007-03
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,140.19939603731174,2007-04
4,AMBOHIMIERA,AMBOHIMIERA,152.0663964606803,2007-04
9,ANALAMPASINA,ANALAMPASINA,139.67837159755484,2007-04
6,ANDRORANGAVOLA,ANDRORANGAVOLA,163.82236110934252,2007-04
7,AMBIABE,ANDRORANGAVOLA,174.30416702163174,2007-04
14,ANTARETRA,ANTARETRA,156.8347165351528,2007-04
15,ANTSINDRA,ANTSINDRA,135.01600257003582,2007-04
5,AMPASINAMBO,FASINTSARA,125.96110519265193,2007-04
11,FASINTSARA,FASINTSARA,135.31348474510762,2007-04
8,IFANADIANA,IFANADIANA,172.88755231256727,2007-04
3,KELILALINA,KELILALINA,169.57284708061334,2007-04
12,MAROHARATRA,MAROHARATRA,130.1579847821943,2007-04
13,MAROTOKO,MAROTOKO,162.7550314941491,2007-04
1,RANOMAFANA,RANOMAFANA,161.8033906446479,2007-04
10,TSARATANANA,TSARATANANA,160.15040990533458,2007-04
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,141.6463541479764,2007-05
4,AMBOHIMIERA,AMBOHIMIERA,146.93930421634582,2007-05
9,ANALAMPASINA,ANALAMPASINA,124.05436369716239,2007-05
6,ANDRORANGAVOLA,ANDRORANGAVOLA,194.5243342042356,2007-05
7,AMBIABE,ANDRORANGAVOLA,182.95515890582834,2007-05
14,ANTARETRA,ANTARETRA,199.50085609707563,2007-05
15,ANTSINDRA,ANTSINDRA,159.75389120501387,2007-05
5,AMPASINAMBO,FASINTSARA,132.9180597652379,2007-05
