fid,new_commun,old_commun,mean_precip_mm,date
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,288.4213468489271,2000-01
4,AMBOHIMIERA,AMBOHIMIERA,292.3793905724212,2000-01
9,ANALAMPASINA,ANALAMPASINA,282.8192529380045,2000-01
6,ANDRORANGAVOLA,ANDRORANGAVOLA,332.95385393212024,2000-01
7,AMBIABE,ANDRORANGAVOLA,317.1403682629489,2000-01
14,ANTARETRA,ANTARETRA,319.5420027204357,2000-01
15,ANTSINDRA,ANTSINDRA,289.6936915407114,2000-01
5,AMPASINAMBO,FASINTSARA,270.9819339106864,2000-01
11,FASINTSARA,FASINTSARA,279.33118712260966,2000-01
8,IFANADIANA,IFANADIANA,333.5521114748946,2000-01
3,KELILALINA,KELILALINA,300.31802189121584,2000-01
12,MAROHARATRA,MAROHARATRA,272.8888607970701,2000-01
13,MAROTOKO,MAROTOKO,328.34687039388007,2000-01
1,RANOMAFANA,RANOMAFANA,275.66944526436265,2000-01
10,TSARATANANA,TSARATANANA,321.69075645249933,2000-01
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,572.493028969215,2000-02
4,AMBOHIMIERA,AMBOHIMIERA,552.7702615784232,2000-02
9,ANALAMPASINA,ANALAMPASINA,551.4105856935446,2000-02
6,ANDRORANGAVOLA,ANDRORANGAVOLA,633.7731179609028,2000-02
7,AMBIABE,ANDRORANGAVOLA,602.4958473022126,2000-02
14,ANTARETRA,ANTARETRA,587.2515219414465,2000-02
15,ANTSINDRA,ANTSINDRA,583.2394236398004,2000-02
5,AMPASINAMBO,FASINTSARA,597.272657673603,2000-02
11,FASINTSARA,FASINTSARA,592.766531863175,2000-02
8,IFANADIANA,IFANADIANA,598.4890106678389,2000-02
3,KELILALINA,KELILALINA,572.8675949552282,2000-02
12,MAROHARATRA,MAROHARATRA,608.4403667241364,2000-02
13,MAROTOKO,MAROTOKO,643.6871786412311,2000-02
1,RANOMAFANA,RANOMAFANA,549.0890438914101,2000-02
10,TSARATANANA,TSARATANANA,573.6876971340153,2000-02
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,360.60489433854036,2000-03
4,AMBOHIMIERA,AMBOHIMIERA,338.1006417531045,2000-03
9,ANALAMPASINA,ANALAMPASINA,323.5651326658083,2000-03
6,ANDRORANGAVOLA,ANDRORANGAVOLA,438.1047104143205,2000-03
7,AMBIABE,ANDRORANGAVOLA,425.81030726944374,2000-03
14,ANTARETRA,ANTARETRA,421.8048319593639,2000-03
15,ANTSINDRA,ANTSINDRA,396.6784596175285,2000-03
5,AMPASINAMBO,FASINTSARA,349.32013645079445,2000-03
11,FASINTSARA,FASINTSARA,375.6640464888348,2000-03
8,IFANADIANA,IFANADIANA,437.6364346503666,2000-03
3,KELILALINA,KELILALINA,402.9093623244642,2000-03
12,MAROHARATRA,MAROHARATRA,387.28364030892766,2000-03
13,MAROTOKO,MAROTOKO,421.1348590513929,2000-03
1,RANOMAFANA,RANOMAFANA,369.42604852539324,2000-03
10,TSARATANANA,TSARATANANA,417.1804763771336,2000-03
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,92.34642434914421,2000-04
4,AMBOHIMIERA,AMBOHIMIERA,78.58458844840992,2000-04
9,ANALAMPASINA,ANALAMPASINA,73.94557428188287,2000-04
6,ANDRORANGAVOLA,ANDRORANGAVOLA,90.47104283456784,2000-04
7,AMBIABE,ANDRORANGAVOLA,88.76953542576706,2000-04
14,ANTARETRA,ANTARETRA,105.71287334125527,2000-04
15,ANTSINDRA,ANTSINDRA,114.29096685709742,2000-04
5,AMPASINAMBO,FASINTSARA,69.90975033025715,2000-04
11,FASINTSARA,FASINTSARA,90.97795926931133,2000-04
8,IFANADIANA,IFANADIANA,105.90995333868555,2000-04
3,KELILALINA,KELILALINA,91.50937132431176,2000-04
12,MAROHARATRA,MAROHARATRA,91.74788104275117,2000-04
13,MAROTOKO,MAROTOKO,79.54137217398619,2000-04
1,RANOMAFANA,RANOMAFANA,77.70027753697183,2000-04
10,TSARATANANA,TSARATANANA,118.9626954554482,2000-04
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,110.4926527828864,2000-05
4,AMBOHIMIERA,AMBOHIMIERA,123.3796463657821,2000-05
9,ANALAMPASINA,ANALAMPASINA,125.11913509490445,2000-05
6,ANDRORANGAVOLA,ANDRORANGAVOLA,90.78816984351127,2000-05
7,AMBIABE,ANDRORANGAVOLA,112.58357233374454,2000-05
14,ANTARETRA,ANTARETRA,76.42232062267182,2000-05
15,ANTSINDRA,ANTSINDRA,78.9448764026239,2000-05
5,AMPASINAMBO,FASINTSARA,98.41937098017786,2000-05
11,FASINTSARA,FASINTSARA,97.36195658255711,2000-05
8,IFANADIANA,IFANADIANA,94.0614321828548,2000-05
3,KELILALINA,KELILALINA,115.35500233888543,2000-05
12,MAROHARATRA,MAROHARATRA,75.89281310595335,2000-05
13,MAROTOKO,MAROTOKO,87.4290939894771,2000-05
1,RANOMAFANA,RANOMAFANA,124.17461664684018,2000-05
10,TSARATANANA,TSARATANANA,83.00855402643155,2000-05
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,91.12972115441958,2000-06
4,AMBOHIMIERA,AMBOHIMIERA,84.45223379033939,2000-06
9,ANALAMPASINA,ANALAMPASINA,82.13808028538097,2000-06
6,ANDRORANGAVOLA,ANDRORANGAVOLA,92.51082187034486,2000-06
7,AMBIABE,ANDRORANGAVOLA,89.0490923374779,2000-06
14,ANTARETRA,ANTARETRA,94.44021854631308,2000-06
15,ANTSINDRA,ANTSINDRA,95.09962060173906,2000-06
5,AMPASINAMBO,FASINTSARA,96.43145331363499,2000-06
11,FASINTSARA,FASINTSARA,98.35821126853736,2000-06
8,IFANADIANA,IFANADIANA,91.9548859365097,2000-06
3,KELILALINA,KELILALINA,86.38619202249897,2000-06
12,MAROHARATRA,MAROHARATRA,103.29808494171807,2000-06
13,MAROTOKO,MAROTOKO,91.35081665124063,2000-06
1,RANOMAFANA,RANOMAFANA,80.08939796519479,2000-06
10,TSARATANANA,TSARATANANA,92.91327252367452,2000-06
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,168.66624205428906,2000-07
4,AMBOHIMIERA,AMBOHIMIERA,178.5022541208864,2000-07
9,ANALAMPASINA,ANALAMPASINA,156.10728807599762,2000-07
6,ANDRORANGAVOLA,ANDRORANGAVOLA,237.294503946067,2000-07
7,AMBIABE,ANDRORANGAVOLA,238.54641346991778,2000-07
14,ANTARETRA,ANTARETRA,221.57784303185363,2000-07
15,ANTSINDRA,ANTSINDRA,179.75255857912677,2000-07
5,AMPASINAMBO,FASINTSARA,160.3731546402596,2000-07
11,FASINTSARA,FASINTSARA,171.47230325400403,2000-07
8,IFANADIANA,IFANADIANA,228.84837149742995,2000-07
3,KELILALINA,KELILALINA,222.2192831768163,2000-07
12,MAROHARATRA,MAROHARATRA,178.0858241713063,2000-07
13,MAROTOKO,MAROTOKO,240.8820677992908,2000-07
1,RANOMAFANA,RANOMAFANA,211.74790644677688,2000-07
10,TSARATANANA,TSARATANANA,203.41836702930865,2000-07
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,86.74820879659313,2000-08
4,AMBOHIMIERA,AMBOHIMIERA,88.37589557625081,2000-08
9,ANALAMPASINA,ANALAMPASINA,76.71357797052848,2000-08
6,ANDRORANGAVOLA,ANDRORANGAVOLA,104.1086987557253,2000-08
7,AMBIABE,ANDRORANGAVOLA,103.02808499032118,2000-08
14,ANTARETRA,ANTARETRA,94.94222822885973,2000-08
15,ANTSINDRA,ANTSINDRA,92.89434841016994,2000-08
5,AMPASINAMBO,FASINTSARA,78.03993234050611,2000-08
11,FASINTSARA,FASINTSARA,87.51895796673892,2000-08
8,IFANADIANA,IFANADIANA,100.30523461470995,2000-08
3,KELILALINA,KELILALINA,97.19590067703459,2000-08
12,MAROHARATRA,MAROHARATRA,90.67221435499961,2000-08
13,MAROTOKO,MAROTOKO,102.28387578329298,2000-08
1,RANOMAFANA,RANOMAFANA,92.80894916095882,2000-08
10,TSARATANANA,TSARATANANA,93.95085676653888,2000-08
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,59.71988903508796,2000-09
4,AMBOHIMIERA,AMBOHIMIERA,49.83557581624237,2000-09
9,ANALAMPASINA,ANALAMPASINA,49.46756999902232,2000-09
6,ANDRORANGAVOLA,ANDRORANGAVOLA,55.381187443494824,2000-09
7,AMBIABE,ANDRORANGAVOLA,55.98579681532038,2000-09
14,ANTARETRA,ANTARETRA,50.38415638795025,2000-09
15,ANTSINDRA,ANTSINDRA,64.74550008450014,2000-09
5,AMPASINAMBO,FASINTSARA,59.52754084657766,2000-09
11,FASINTSARA,FASINTSARA,64.38025125808782,2000-09
8,IFANADIANA,IFANADIANA,55.36433348702149,2000-09
3,KELILALINA,KELILALINA,54.56943683988391,2000-09
12,MAROHARATRA,MAROHARATRA,64.49066339654003,2000-09
13,MAROTOKO,MAROTOKO,55.764166661339516,2000-09
1,RANOMAFANA,RANOMAFANA,51.48421453073829,2000-09
10,TSARATANANA,TSARATANANA,57.188715543960924,2000-09
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,87.66211102432031,2000-10
4,AMBOHIMIERA,AMBOHIMIERA,89.58644768594945,2000-10
9,ANALAMPASINA,ANALAMPASINA,86.63157511962629,2000-10
6,ANDRORANGAVOLA,ANDRORANGAVOLA,76.8676257075861,2000-10
7,AMBIABE,ANDRORANGAVOLA,90.51210674630032,2000-10
14,ANTARETRA,ANTARETRA,74.1834588709928,2000-10
15,ANTSINDRA,ANTSINDRA,80.19397076161611,2000-10
5,AMPASINAMBO,FASINTSARA,78.02479885118615,2000-10
11,FASINTSARA,FASINTSARA,81.10054943958664,2000-10
8,IFANADIANA,IFANADIANA,87.60152633408842,2000-10
3,KELILALINA,KELILALINA,94.41773198637868,2000-10
12,MAROHARATRA,MAROHARATRA,69.59469161529458,2000-10
13,MAROTOKO,MAROTOKO,74.61156634612627,2000-10
1,RANOMAFANA,RANOMAFANA,93.7215485985068,2000-10
10,TSARATANANA,TSARATANANA,87.01569499769495,2000-10
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,203.9814263750478,2000-11
4,AMBOHIMIERA,AMBOHIMIERA,228.6505227306283,2000-11
9,ANALAMPASINA,ANALAMPASINA,215.68678013308426,2000-11
6,ANDRORANGAVOLA,ANDRORANGAVOLA,218.83323767840207,2000-11
7,AMBIABE,ANDRORANGAVOLA,239.03075167447813,2000-11
14,ANTARETRA,ANTARETRA,222.95888363278698,2000-11
15,ANTSINDRA,ANTSINDRA,182.4913192201036,2000-11
5,AMPASINAMBO,FASINTSARA,182.4941609366115,2000-11
11,FASINTSARA,FASINTSARA,187.40330792447074,2000-11
8,IFANADIANA,IFANADIANA,242.67553520760003,2000-11
3,KELILALINA,KELILALINA,243.16099559980117,2000-11
12,MAROHARATRA,MAROHARATRA,165.34576253366342,2000-11
13,MAROTOKO,MAROTOKO,198.83781393186496,2000-11
1,RANOMAFANA,RANOMAFANA,238.16494685939819,2000-11
10,TSARATANANA,TSARATANANA,227.0067549245608,2000-11
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,334.68653722301127,2000-12
4,AMBOHIMIERA,AMBOHIMIERA,315.996145122693,2000-12
9,ANALAMPASINA,ANALAMPASINA,326.5340991684243,2000-12
6,ANDRORANGAVOLA,ANDRORANGAVOLA,352.4273747026898,2000-12
7,AMBIABE,ANDRORANGAVOLA,333.6373154082897,2000-12
14,ANTARETRA,ANTARETRA,325.1121238020949,2000-12
15,ANTSINDRA,ANTSINDRA,323.8329622412272,2000-12
5,AMPASINAMBO,FASINTSARA,329.5617937024585,2000-12
11,FASINTSARA,FASINTSARA,332.77588379561564,2000-12
8,IFANADIANA,IFANADIANA,337.35461035607017,2000-12
3,KELILALINA,KELILALINA,304.78103040052594,2000-12
12,MAROHARATRA,MAROHARATRA,316.4668680132238,2000-12
13,MAROTOKO,MAROTOKO,345.89835815333225,2000-12
1,RANOMAFANA,RANOMAFANA,284.0011355918287,2000-12
10,TSARATANANA,TSARATANANA,326.08421947311484,2000-12
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,703.2547217924283,2001-01
4,AMBOHIMIERA,AMBOHIMIERA,653.5747340470014,2001-01
9,ANALAMPASINA,ANALAMPASINA,705.4074779029895,2001-01
6,ANDRORANGAVOLA,ANDRORANGAVOLA,547.7933727525966,2001-01
7,AMBIABE,ANDRORANGAVOLA,575.1287045892203,2001-01
14,ANTARETRA,ANTARETRA,544.1951205003239,2001-01
15,ANTSINDRA,ANTSINDRA,649.0448567189562,2001-01
5,AMPASINAMBO,FASINTSARA,792.2721910072771,2001-01
11,FASINTSARA,FASINTSARA,748.1265971604969,2001-01
8,IFANADIANA,IFANADIANA,584.0920496763819,2001-01
3,KELILALINA,KELILALINA,607.518577196598,2001-01
12,MAROHARATRA,MAROHARATRA,738.1726623541385,2001-01
13,MAROTOKO,MAROTOKO,554.3120092298284,2001-01
1,RANOMAFANA,RANOMAFANA,608.7624965471771,2001-01
10,TSARATANANA,TSARATANANA,611.3654082492689,2001-01
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,154.6809037696855,2001-02
4,AMBOHIMIERA,AMBOHIMIERA,168.6651633693169,2001-02
9,ANALAMPASINA,ANALAMPASINA,169.35235194592642,2001-02
6,ANDRORANGAVOLA,ANDRORANGAVOLA,142.5278800176773,2001-02
7,AMBIABE,ANDRORANGAVOLA,167.1862592106576,2001-02
14,ANTARETRA,ANTARETRA,125.30678195533528,2001-02
15,ANTSINDRA,ANTSINDRA,130.31261517505652,2001-02
5,AMPASINAMBO,FASINTSARA,144.4326121448953,2001-02
11,FASINTSARA,FASINTSARA,140.76818771755876,2001-02
8,IFANADIANA,IFANADIANA,149.3311377556998,2001-02
3,KELILALINA,KELILALINA,168.28431698824787,2001-02
12,MAROHARATRA,MAROHARATRA,120.6597320816438,2001-02
13,MAROTOKO,MAROTOKO,141.29640488103271,2001-02
1,RANOMAFANA,RANOMAFANA,176.99412225439653,2001-02
10,TSARATANANA,TSARATANANA,137.80505363468475,2001-02
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,204.65457617620922,2001-03
4,AMBOHIMIERA,AMBOHIMIERA,200.54255100303556,2001-03
9,ANALAMPASINA,ANALAMPASINA,203.98072771243685,2001-03
6,ANDRORANGAVOLA,ANDRORANGAVOLA,205.3306544139179,2001-03
7,AMBIABE,ANDRORANGAVOLA,190.63815967128497,2001-03
14,ANTARETRA,ANTARETRA,199.3980102338237,2001-03
15,ANTSINDRA,ANTSINDRA,199.50876025273874,2001-03
5,AMPASINAMBO,FASINTSARA,197.40857984171487,2001-03
11,FASINTSARA,FASINTSARA,204.45103362658878,2001-03
8,IFANADIANA,IFANADIANA,199.52301985419984,2001-03
3,KELILALINA,KELILALINA,185.93014375705715,2001-03
12,MAROHARATRA,MAROHARATRA,202.4189231997827,2001-03
13,MAROTOKO,MAROTOKO,194.75738750600925,2001-03
1,RANOMAFANA,RANOMAFANA,177.0488999499063,2001-03
10,TSARATANANA,TSARATANANA,197.4999834454874,2001-03
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,110.51060559005677,2001-04
4,AMBOHIMIERA,AMBOHIMIERA,100.36655827125713,2001-04
9,ANALAMPASINA,ANALAMPASINA,96.28143090542389,2001-04
6,ANDRORANGAVOLA,ANDRORANGAVOLA,137.76304436520914,2001-04
7,AMBIABE,ANDRORANGAVOLA,125.89715298457898,2001-04
14,ANTARETRA,ANTARETRA,119.18184241265683,2001-04
15,ANTSINDRA,ANTSINDRA,120.00596632071067,2001-04
5,AMPASINAMBO,FASINTSARA,105.38168353423859,2001-04
11,FASINTSARA,FASINTSARA,114.06953743450012,2001-04
8,IFANADIANA,IFANADIANA,118.85046084914565,2001-04
3,KELILALINA,KELILALINA,109.17470375342607,2001-04
12,MAROHARATRA,MAROHARATRA,117.87478859756142,2001-04
13,MAROTOKO,MAROTOKO,146.68553172369604,2001-04
1,RANOMAFANA,RANOMAFANA,101.10571587700842,2001-04
10,TSARATANANA,TSARATANANA,111.27666065539401,2001-04
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,98.66708334216025,2001-05
4,AMBOHIMIERA,AMBOHIMIERA,97.55570065685512,2001-05
9,ANALAMPASINA,ANALAMPASINA,90.20844478216226,2001-05
6,ANDRORANGAVOLA,ANDRORANGAVOLA,125.41468239953657,2001-05
7,AMBIABE,ANDRORANGAVOLA,128.6701212859377,2001-05
14,ANTARETRA,ANTARETRA,117.01330981588688,2001-05
15,ANTSINDRA,ANTSINDRA,105.30769717769489,2001-05
5,AMPASINAMBO,FASINTSARA,104.01419846256992,2001-05
11,FASINTSARA,FASINTSARA,102.258997645376,2001-05
8,IFANADIANA,IFANADIANA,125.36954016699913,2001-05
3,KELILALINA,KELILALINA,122.9148584350719,2001-05
12,MAROHARATRA,MAROHARATRA,106.30887906937836,2001-05
13,MAROTOKO,MAROTOKO,125.5817208428006,2001-05
1,RANOMAFANA,RANOMAFANA,116.80413536656064,2001-05
10,TSARATANANA,TSARATANANA,114.7821747099218,2001-05
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,108.71562530715063,2001-06
4,AMBOHIMIERA,AMBOHIMIERA,103.68489747336676,2001-06
9,ANALAMPASINA,ANALAMPASINA,104.25073416176114,2001-06
6,ANDRORANGAVOLA,ANDRORANGAVOLA,114.31577427911942,2001-06
7,AMBIABE,ANDRORANGAVOLA,107.41218651425017,2001-06
14,ANTARETRA,ANTARETRA,102.42503727934304,2001-06
15,ANTSINDRA,ANTSINDRA,103.8156579401695,2001-06
5,AMPASINAMBO,FASINTSARA,110.7917050347105,2001-06
11,FASINTSARA,FASINTSARA,111.67148918250751,2001-06
8,IFANADIANA,IFANADIANA,102.70522481457338,2001-06
3,KELILALINA,KELILALINA,98.80356009824885,2001-06
12,MAROHARATRA,MAROHARATRA,110.62353578214658,2001-06
13,MAROTOKO,MAROTOKO,117.73432343559998,2001-06
1,RANOMAFANA,RANOMAFANA,94.479998337793,2001-06
10,TSARATANANA,TSARATANANA,97.18376284870922,2001-06
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,84.29136184783415,2001-07
4,AMBOHIMIERA,AMBOHIMIERA,81.91715278084418,2001-07
9,ANALAMPASINA,ANALAMPASINA,76.48037351292012,2001-07
6,ANDRORANGAVOLA,ANDRORANGAVOLA,92.4054071591276,2001-07
7,AMBIABE,ANDRORANGAVOLA,89.15552520797469,2001-07
14,ANTARETRA,ANTARETRA,88.15593101332111,2001-07
15,ANTSINDRA,ANTSINDRA,89.34408154321835,2001-07
5,AMPASINAMBO,FASINTSARA,78.79068105446554,2001-07
11,FASINTSARA,FASINTSARA,84.89170191218791,2001-07
8,IFANADIANA,IFANADIANA,88.84931211493743,2001-07
3,KELILALINA,KELILALINA,84.80353778889842,2001-07
12,MAROHARATRA,MAROHARATRA,87.54705943193389,2001-07
13,MAROTOKO,MAROTOKO,96.149591135498,2001-07
1,RANOMAFANA,RANOMAFANA,79.39306703905953,2001-07
10,TSARATANANA,TSARATANANA,88.23395674073286,2001-07
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,97.65267207197962,2001-08
4,AMBOHIMIERA,AMBOHIMIERA,95.80715555550925,2001-08
9,ANALAMPASINA,ANALAMPASINA,91.94854656879345,2001-08
6,ANDRORANGAVOLA,ANDRORANGAVOLA,92.09274039283608,2001-08
7,AMBIABE,ANDRORANGAVOLA,95.8010196676119,2001-08
14,ANTARETRA,ANTARETRA,91.12348130542969,2001-08
15,ANTSINDRA,ANTSINDRA,99.89060506121791,2001-08
5,AMPASINAMBO,FASINTSARA,87.14292894503183,2001-08
11,FASINTSARA,FASINTSARA,94.51478705006653,2001-08
8,IFANADIANA,IFANADIANA,97.4405450727338,2001-08
3,KELILALINA,KELILALINA,96.91243050850302,2001-08
12,MAROHARATRA,MAROHARATRA,92.5181195131025,2001-08
13,MAROTOKO,MAROTOKO,80.58303906998304,2001-08
1,RANOMAFANA,RANOMAFANA,93.55620361818421,2001-08
10,TSARATANANA,TSARATANANA,98.04675806064799,2001-08
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,48.922371717274,2001-09
4,AMBOHIMIERA,AMBOHIMIERA,45.90231259784985,2001-09
9,ANALAMPASINA,ANALAMPASINA,41.11123776796759,2001-09
6,ANDRORANGAVOLA,ANDRORANGAVOLA,59.51765336131086,2001-09
7,AMBIABE,ANDRORANGAVOLA,56.05195494673976,2001-09
14,ANTARETRA,ANTARETRA,59.37836993676016,2001-09
15,ANTSINDRA,ANTSINDRA,54.6981798216411,2001-09
5,AMPASINAMBO,FASINTSARA,38.94812617053327,2001-09
11,FASINTSARA,FASINTSARA,47.80903558786545,2001-09
8,IFANADIANA,IFANADIANA,60.85835422675698,2001-09
3,KELILALINA,KELILALINA,53.5491087344038,2001-09
12,MAROHARATRA,MAROHARATRA,45.716436115878814,2001-09
13,MAROTOKO,MAROTOKO,54.54960361461558,2001-09
1,RANOMAFANA,RANOMAFANA,47.17867348028886,2001-09
10,TSARATANANA,TSARATANANA,59.73963406226533,2001-09
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,96.80905789650438,2001-10
4,AMBOHIMIERA,AMBOHIMIERA,104.73371329312347,2001-10
9,ANALAMPASINA,ANALAMPASINA,101.739358884164,2001-10
6,ANDRORANGAVOLA,ANDRORANGAVOLA,107.68047941307367,2001-10
7,AMBIABE,ANDRORANGAVOLA,116.28213735860041,2001-10
14,ANTARETRA,ANTARETRA,99.6599436122397,2001-10
15,ANTSINDRA,ANTSINDRA,84.943726540337,2001-10
5,AMPASINAMBO,FASINTSARA,84.69621550111005,2001-10
11,FASINTSARA,FASINTSARA,89.25141782227352,2001-10
8,IFANADIANA,IFANADIANA,114.72755053464603,2001-10
3,KELILALINA,KELILALINA,116.55164400725512,2001-10
12,MAROHARATRA,MAROHARATRA,75.06726023514025,2001-10
13,MAROTOKO,MAROTOKO,97.84115269667804,2001-10
1,RANOMAFANA,RANOMAFANA,114.67876860606788,2001-10
10,TSARATANANA,TSARATANANA,102.3207098147962,2001-10
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,34.75796008342454,2001-11
4,AMBOHIMIERA,AMBOHIMIERA,54.212102194788386,2001-11
9,ANALAMPASINA,ANALAMPASINA,40.42745111326488,2001-11
6,ANDRORANGAVOLA,ANDRORANGAVOLA,44.91380766008356,2001-11
7,AMBIABE,ANDRORANGAVOLA,56.75612655722076,2001-11
14,ANTARETRA,ANTARETRA,36.644934875163145,2001-11
15,ANTSINDRA,ANTSINDRA,27.98170587576206,2001-11
5,AMPASINAMBO,FASINTSARA,27.122170942790095,2001-11
11,FASINTSARA,FASINTSARA,29.400657110506536,2001-11
8,IFANADIANA,IFANADIANA,48.187867481673344,2001-11
3,KELILALINA,KELILALINA,62.07035933574765,2001-11
12,MAROHARATRA,MAROHARATRA,26.76440864835746,2001-11
13,MAROTOKO,MAROTOKO,46.261473456347375,2001-11
1,RANOMAFANA,RANOMAFANA,70.45560550541478,2001-11
10,TSARATANANA,TSARATANANA,38.399362207321765,2001-11
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,418.7926250673899,2001-12
4,AMBOHIMIERA,AMBOHIMIERA,415.44877463918823,2001-12
9,ANALAMPASINA,ANALAMPASINA,426.0471882146623,2001-12
6,ANDRORANGAVOLA,ANDRORANGAVOLA,332.1681277639229,2001-12
7,AMBIABE,ANDRORANGAVOLA,347.9660297349964,2001-12
14,ANTARETRA,ANTARETRA,330.0884214640717,2001-12
15,ANTSINDRA,ANTSINDRA,398.21867015938636,2001-12
5,AMPASINAMBO,FASINTSARA,410.9195609617651,2001-12
11,FASINTSARA,FASINTSARA,408.9616813930048,2001-12
8,IFANADIANA,IFANADIANA,360.7330040475791,2001-12
3,KELILALINA,KELILALINA,359.72887210582957,2001-12
12,MAROHARATRA,MAROHARATRA,399.7150599717771,2001-12
13,MAROTOKO,MAROTOKO,300.9565457900288,2001-12
1,RANOMAFANA,RANOMAFANA,355.45992444459466,2001-12
10,TSARATANANA,TSARATANANA,382.03369906190085,2001-12
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,234.086616269614,2002-01
4,AMBOHIMIERA,AMBOHIMIERA,220.1310877447217,2002-01
9,ANALAMPASINA,ANALAMPASINA,222.76842624847518,2002-01
6,ANDRORANGAVOLA,ANDRORANGAVOLA,268.28449016896406,2002-01
7,AMBIABE,ANDRORANGAVOLA,273.6293889790318,2002-01
14,ANTARETRA,ANTARETRA,249.24220731378932,2002-01
15,ANTSINDRA,ANTSINDRA,236.47915768399545,2002-01
5,AMPASINAMBO,FASINTSARA,231.33203446341471,2002-01
11,FASINTSARA,FASINTSARA,233.56963803108337,2002-01
8,IFANADIANA,IFANADIANA,267.4399501894569,2002-01
3,KELILALINA,KELILALINA,249.12846236993377,2002-01
12,MAROHARATRA,MAROHARATRA,221.01021955579026,2002-01
13,MAROTOKO,MAROTOKO,261.6208487434206,2002-01
1,RANOMAFANA,RANOMAFANA,232.59709602604514,2002-01
10,TSARATANANA,TSARATANANA,251.1059366838998,2002-01
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,420.7870900118783,2002-02
4,AMBOHIMIERA,AMBOHIMIERA,450.45010638474184,2002-02
9,ANALAMPASINA,ANALAMPASINA,436.4233832448322,2002-02
6,ANDRORANGAVOLA,ANDRORANGAVOLA,379.3622088107405,2002-02
7,AMBIABE,ANDRORANGAVOLA,423.90294915067193,2002-02
14,ANTARETRA,ANTARETRA,354.4938319284718,2002-02
15,ANTSINDRA,ANTSINDRA,379.6989149953757,2002-02
5,AMPASINAMBO,FASINTSARA,406.79000116222517,2002-02
11,FASINTSARA,FASINTSARA,409.20224751118303,2002-02
8,IFANADIANA,IFANADIANA,406.5424588436671,2002-02
3,KELILALINA,KELILALINA,445.22718058422805,2002-02
12,MAROHARATRA,MAROHARATRA,385.70583900084563,2002-02
13,MAROTOKO,MAROTOKO,367.4513491823236,2002-02
1,RANOMAFANA,RANOMAFANA,460.48947085047826,2002-02
10,TSARATANANA,TSARATANANA,392.58803201068866,2002-02
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,338.17004294961146,2002-03
4,AMBOHIMIERA,AMBOHIMIERA,293.94123196343094,2002-03
9,ANALAMPASINA,ANALAMPASINA,274.31312717832077,2002-03
6,ANDRORANGAVOLA,ANDRORANGAVOLA,397.0377887788055,2002-03
7,AMBIABE,ANDRORANGAVOLA,354.8224809996479,2002-03
14,ANTARETRA,ANTARETRA,417.4641720850131,2002-03
15,ANTSINDRA,ANTSINDRA,407.4699240708301,2002-03
5,AMPASINAMBO,FASINTSARA,309.3696291731997,2002-03
11,FASINTSARA,FASINTSARA,360.65587380663743,2002-03
8,IFANADIANA,IFANADIANA,394.2804813392721,2002-03
3,KELILALINA,KELILALINA,334.1746444330074,2002-03
12,MAROHARATRA,MAROHARATRA,388.42809118212074,2002-03
13,MAROTOKO,MAROTOKO,391.98459282760996,2002-03
1,RANOMAFANA,RANOMAFANA,287.2778169252456,2002-03
10,TSARATANANA,TSARATANANA,411.40269576896037,2002-03
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,199.75559392938655,2002-04
4,AMBOHIMIERA,AMBOHIMIERA,198.51680611045893,2002-04
9,ANALAMPASINA,ANALAMPASINA,183.7026841742821,2002-04
6,ANDRORANGAVOLA,ANDRORANGAVOLA,255.9007420434518,2002-04
