fid,new_commun,old_commun,mean_temp,date
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,22.311079380416114,2000-01
4,AMBOHIMIERA,AMBOHIMIERA,21.057138847959088,2000-01
9,ANALAMPASINA,ANALAMPASINA,21.40688327640561,2000-01
6,ANDRORANGAVOLA,ANDRORANGAVOLA,23.580661009550013,2000-01
7,AMBIABE,ANDRORANGAVOLA,22.92916053805679,2000-01
14,ANTARETRA,ANTARETRA,23.678105295131612,2000-01
15,ANTSINDRA,ANTSINDRA,22.986401870818643,2000-01
5,AMPASINAMBO,FASINTSARA,20.743903089148237,2000-01
11,FASINTSARA,FASINTSARA,22.08990275176104,2000-01
8,IFANADIANA,IFANADIANA,22.990610185563604,2000-01
3,KELILALINA,KELILALINA,22.212587768983145,2000-01
12,MAROHARATRA,MAROHARATRA,22.473514352619457,2000-01
13,MAROTOKO,MAROTOKO,24.072664584568116,2000-01
1,RANOMAFANA,RANOMAFANA,21.065047700672146,2000-01
10,TSARATANANA,TSARATANANA,23.07301363793493,2000-01
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,20.790647386430386,2000-02
4,AMBOHIMIERA,AMBOHIMIERA,19.572703748075636,2000-02
9,ANALAMPASINA,ANALAMPASINA,19.881027918811935,2000-02
6,ANDRORANGAVOLA,ANDRORANGAVOLA,22.178402748958387,2000-02
7,AMBIABE,ANDRORANGAVOLA,21.471820082735668,2000-02
14,ANTARETRA,ANTARETRA,22.299832088655464,2000-02
15,ANTSINDRA,ANTSINDRA,21.490962936832776,2000-02
5,AMPASINAMBO,FASINTSARA,19.276212474352526,2000-02
11,FASINTSARA,FASINTSARA,20.574234416550333,2000-02
8,IFANADIANA,IFANADIANA,21.57404938478578,2000-02
3,KELILALINA,KELILALINA,20.744831694161356,2000-02
12,MAROHARATRA,MAROHARATRA,21.003213580096645,2000-02
13,MAROTOKO,MAROTOKO,22.656602296488902,2000-02
1,RANOMAFANA,RANOMAFANA,19.585964375513253,2000-02
10,TSARATANANA,TSARATANANA,21.63058334502803,2000-02
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,20.865027318727062,2000-03
4,AMBOHIMIERA,AMBOHIMIERA,19.603674095569932,2000-03
9,ANALAMPASINA,ANALAMPASINA,19.961121221415194,2000-03
6,ANDRORANGAVOLA,ANDRORANGAVOLA,22.229061502611504,2000-03
7,AMBIABE,ANDRORANGAVOLA,21.51030646159077,2000-03
14,ANTARETRA,ANTARETRA,22.329503985502484,2000-03
15,ANTSINDRA,ANTSINDRA,21.56487058074196,2000-03
5,AMPASINAMBO,FASINTSARA,19.439351130467866,2000-03
11,FASINTSARA,FASINTSARA,20.704640585215007,2000-03
8,IFANADIANA,IFANADIANA,21.6245919140566,2000-03
3,KELILALINA,KELILALINA,20.77994812577874,2000-03
12,MAROHARATRA,MAROHARATRA,21.1195673088885,2000-03
13,MAROTOKO,MAROTOKO,22.693293025176917,2000-03
1,RANOMAFANA,RANOMAFANA,19.599363846283246,2000-03
10,TSARATANANA,TSARATANANA,21.67751817600797,2000-03
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,20.637427357486732,2000-04
4,AMBOHIMIERA,AMBOHIMIERA,19.39211972829851,2000-04
9,ANALAMPASINA,ANALAMPASINA,19.721301453806348,2000-04
6,ANDRORANGAVOLA,ANDRORANGAVOLA,22.088806580742382,2000-04
7,AMBIABE,ANDRORANGAVOLA,21.284926498488584,2000-04
14,ANTARETRA,ANTARETRA,22.198425707535943,2000-04
15,ANTSINDRA,ANTSINDRA,21.362259365148645,2000-04
5,AMPASINAMBO,FASINTSARA,19.17735912135347,2000-04
11,FASINTSARA,FASINTSARA,20.451715422090864,2000-04
8,IFANADIANA,IFANADIANA,21.45166407240514,2000-04
3,KELILALINA,KELILALINA,20.561426621789803,2000-04
12,MAROHARATRA,MAROHARATRA,20.858759455987197,2000-04
13,MAROTOKO,MAROTOKO,22.53993183997502,2000-04
1,RANOMAFANA,RANOMAFANA,19.360583157388586,2000-04
10,TSARATANANA,TSARATANANA,21.484639569291048,2000-04
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,18.80363429924088,2000-05
4,AMBOHIMIERA,AMBOHIMIERA,17.547499944950772,2000-05
9,ANALAMPASINA,ANALAMPASINA,17.890427610800483,2000-05
6,ANDRORANGAVOLA,ANDRORANGAVOLA,20.12310272294968,2000-05
7,AMBIABE,ANDRORANGAVOLA,19.35361835539904,2000-05
14,ANTARETRA,ANTARETRA,20.250653536157476,2000-05
15,ANTSINDRA,ANTSINDRA,19.512935435970082,2000-05
5,AMPASINAMBO,FASINTSARA,17.358390093878945,2000-05
11,FASINTSARA,FASINTSARA,18.63447578451433,2000-05
8,IFANADIANA,IFANADIANA,19.52118708105805,2000-05
3,KELILALINA,KELILALINA,18.663284436150754,2000-05
12,MAROHARATRA,MAROHARATRA,19.075703069320788,2000-05
13,MAROTOKO,MAROTOKO,20.597724225110248,2000-05
1,RANOMAFANA,RANOMAFANA,17.47206476406197,2000-05
10,TSARATANANA,TSARATANANA,19.597373281068695,2000-05
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,15.894816213478059,2000-06
4,AMBOHIMIERA,AMBOHIMIERA,14.595686361503258,2000-06
9,ANALAMPASINA,ANALAMPASINA,14.853559810832474,2000-06
6,ANDRORANGAVOLA,ANDRORANGAVOLA,17.33765221429707,2000-06
7,AMBIABE,ANDRORANGAVOLA,16.604360763000134,2000-06
14,ANTARETRA,ANTARETRA,17.479410359396894,2000-06
15,ANTSINDRA,ANTSINDRA,16.711568997673975,2000-06
5,AMPASINAMBO,FASINTSARA,14.376641719774327,2000-06
11,FASINTSARA,FASINTSARA,15.720605556118688,2000-06
8,IFANADIANA,IFANADIANA,16.74499590978875,2000-06
3,KELILALINA,KELILALINA,15.861149639014034,2000-06
12,MAROHARATRA,MAROHARATRA,16.181981202304563,2000-06
13,MAROTOKO,MAROTOKO,17.858651151403485,2000-06
1,RANOMAFANA,RANOMAFANA,14.625346262252744,2000-06
10,TSARATANANA,TSARATANANA,16.830298324130503,2000-06
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,15.19581717946261,2000-07
4,AMBOHIMIERA,AMBOHIMIERA,13.94379417421668,2000-07
9,ANALAMPASINA,ANALAMPASINA,14.245036152548346,2000-07
6,ANDRORANGAVOLA,ANDRORANGAVOLA,16.62841413104992,2000-07
7,AMBIABE,ANDRORANGAVOLA,15.89084418276663,2000-07
14,ANTARETRA,ANTARETRA,16.73865515835762,2000-07
15,ANTSINDRA,ANTSINDRA,15.932286935713147,2000-07
5,AMPASINAMBO,FASINTSARA,13.62550995307048,2000-07
11,FASINTSARA,FASINTSARA,14.983445446671572,2000-07
8,IFANADIANA,IFANADIANA,16.028399186037888,2000-07
3,KELILALINA,KELILALINA,15.159683859164991,2000-07
12,MAROHARATRA,MAROHARATRA,15.396117071362818,2000-07
13,MAROTOKO,MAROTOKO,17.09341874588031,2000-07
1,RANOMAFANA,RANOMAFANA,13.946934505523656,2000-07
10,TSARATANANA,TSARATANANA,16.076332125816723,2000-07
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,15.832665561228817,2000-08
4,AMBOHIMIERA,AMBOHIMIERA,14.493497899063398,2000-08
9,ANALAMPASINA,ANALAMPASINA,14.833572339816147,2000-08
6,ANDRORANGAVOLA,ANDRORANGAVOLA,17.163765103762664,2000-08
7,AMBIABE,ANDRORANGAVOLA,16.430022313465027,2000-08
14,ANTARETRA,ANTARETRA,17.301579222913247,2000-08
15,ANTSINDRA,ANTSINDRA,16.611645346472418,2000-08
5,AMPASINAMBO,FASINTSARA,14.29871499354967,2000-08
11,FASINTSARA,FASINTSARA,15.663472925950654,2000-08
8,IFANADIANA,IFANADIANA,16.58851026163092,2000-08
3,KELILALINA,KELILALINA,15.703489841838872,2000-08
12,MAROHARATRA,MAROHARATRA,16.085657166740845,2000-08
13,MAROTOKO,MAROTOKO,17.62666151001608,2000-08
1,RANOMAFANA,RANOMAFANA,14.4589782101245,2000-08
10,TSARATANANA,TSARATANANA,16.69425122656458,2000-08
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,16.567013846603135,2000-09
4,AMBOHIMIERA,AMBOHIMIERA,15.402434081894388,2000-09
9,ANALAMPASINA,ANALAMPASINA,15.577911102507562,2000-09
6,ANDRORANGAVOLA,ANDRORANGAVOLA,18.15661246281895,2000-09
7,AMBIABE,ANDRORANGAVOLA,17.259638178969777,2000-09
14,ANTARETRA,ANTARETRA,18.266723111546156,2000-09
15,ANTSINDRA,ANTSINDRA,17.4181952922312,2000-09
5,AMPASINAMBO,FASINTSARA,15.21427634378089,2000-09
11,FASINTSARA,FASINTSARA,16.441608784799598,2000-09
8,IFANADIANA,IFANADIANA,17.474930849135607,2000-09
3,KELILALINA,KELILALINA,16.51008558024185,2000-09
12,MAROHARATRA,MAROHARATRA,16.897357636043836,2000-09
13,MAROTOKO,MAROTOKO,18.60157121150184,2000-09
1,RANOMAFANA,RANOMAFANA,15.330250850846811,2000-09
10,TSARATANANA,TSARATANANA,17.50774677573365,2000-09
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,19.299732949940374,2000-10
4,AMBOHIMIERA,AMBOHIMIERA,18.07383616789242,2000-10
9,ANALAMPASINA,ANALAMPASINA,18.367226434287144,2000-10
6,ANDRORANGAVOLA,ANDRORANGAVOLA,20.473347193786495,2000-10
7,AMBIABE,ANDRORANGAVOLA,19.69868275966594,2000-10
14,ANTARETRA,ANTARETRA,20.63348302829563,2000-10
15,ANTSINDRA,ANTSINDRA,20.08156292591485,2000-10
5,AMPASINAMBO,FASINTSARA,17.968125535137442,2000-10
11,FASINTSARA,FASINTSARA,19.17488011921845,2000-10
8,IFANADIANA,IFANADIANA,19.906737252142417,2000-10
3,KELILALINA,KELILALINA,19.04115810390176,2000-10
12,MAROHARATRA,MAROHARATRA,19.60868455302887,2000-10
13,MAROTOKO,MAROTOKO,20.888550853935833,2000-10
1,RANOMAFANA,RANOMAFANA,17.917476672287798,2000-10
10,TSARATANANA,TSARATANANA,20.07383209858597,2000-10
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,20.30112448180817,2000-11
4,AMBOHIMIERA,AMBOHIMIERA,18.944850395786865,2000-11
9,ANALAMPASINA,ANALAMPASINA,19.381294699652518,2000-11
6,ANDRORANGAVOLA,ANDRORANGAVOLA,21.547754445001534,2000-11
7,AMBIABE,ANDRORANGAVOLA,20.770917248017184,2000-11
14,ANTARETRA,ANTARETRA,21.694131645664697,2000-11
15,ANTSINDRA,ANTSINDRA,21.04780657872906,2000-11
5,AMPASINAMBO,FASINTSARA,18.836119704463865,2000-11
11,FASINTSARA,FASINTSARA,20.140389379435824,2000-11
8,IFANADIANA,IFANADIANA,20.906205465524494,2000-11
3,KELILALINA,KELILALINA,20.025959354725604,2000-11
12,MAROHARATRA,MAROHARATRA,20.579010431071925,2000-11
13,MAROTOKO,MAROTOKO,22.04126264797411,2000-11
1,RANOMAFANA,RANOMAFANA,18.831124708071176,2000-11
10,TSARATANANA,TSARATANANA,21.059727992550297,2000-11
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,21.73590285779135,2000-12
4,AMBOHIMIERA,AMBOHIMIERA,20.508690798394493,2000-12
9,ANALAMPASINA,ANALAMPASINA,20.830527166722018,2000-12
6,ANDRORANGAVOLA,ANDRORANGAVOLA,23.050248545322674,2000-12
7,AMBIABE,ANDRORANGAVOLA,22.320168539244374,2000-12
14,ANTARETRA,ANTARETRA,23.15000071107788,2000-12
15,ANTSINDRA,ANTSINDRA,22.43537050645155,2000-12
5,AMPASINAMBO,FASINTSARA,20.207681902027147,2000-12
11,FASINTSARA,FASINTSARA,21.515411680163698,2000-12
8,IFANADIANA,IFANADIANA,22.424124847857694,2000-12
3,KELILALINA,KELILALINA,21.607649092626044,2000-12
12,MAROHARATRA,MAROHARATRA,21.91867649403767,2000-12
13,MAROTOKO,MAROTOKO,23.52207637347483,2000-12
1,RANOMAFANA,RANOMAFANA,20.486379655949236,2000-12
10,TSARATANANA,TSARATANANA,22.50868959899476,2000-12
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,21.759878198263188,2001-01
4,AMBOHIMIERA,AMBOHIMIERA,20.612516659206907,2001-01
9,ANALAMPASINA,ANALAMPASINA,20.917506654292268,2001-01
6,ANDRORANGAVOLA,ANDRORANGAVOLA,23.10081951583511,2001-01
7,AMBIABE,ANDRORANGAVOLA,22.40358716174961,2001-01
14,ANTARETRA,ANTARETRA,23.193402464332273,2001-01
15,ANTSINDRA,ANTSINDRA,22.39988390236676,2001-01
5,AMPASINAMBO,FASINTSARA,20.291587852454587,2001-01
11,FASINTSARA,FASINTSARA,21.51957268230162,2001-01
8,IFANADIANA,IFANADIANA,22.505444612398012,2001-01
3,KELILALINA,KELILALINA,21.714844804442624,2001-01
12,MAROHARATRA,MAROHARATRA,21.888920094520167,2001-01
13,MAROTOKO,MAROTOKO,23.555791985878002,2001-01
1,RANOMAFANA,RANOMAFANA,20.614293517355247,2001-01
10,TSARATANANA,TSARATANANA,22.551903207908172,2001-01
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,22.162748974381433,2001-02
4,AMBOHIMIERA,AMBOHIMIERA,20.8795076195424,2001-02
9,ANALAMPASINA,ANALAMPASINA,21.184701233103823,2001-02
6,ANDRORANGAVOLA,ANDRORANGAVOLA,23.67243436934684,2001-02
7,AMBIABE,ANDRORANGAVOLA,22.8327630487746,2001-02
14,ANTARETRA,ANTARETRA,23.771255486103488,2001-02
15,ANTSINDRA,ANTSINDRA,22.961355523323043,2001-02
5,AMPASINAMBO,FASINTSARA,20.686920274529427,2001-02
11,FASINTSARA,FASINTSARA,21.994873007063344,2001-02
8,IFANADIANA,IFANADIANA,22.9759634586654,2001-02
3,KELILALINA,KELILALINA,22.067767778639805,2001-02
12,MAROHARATRA,MAROHARATRA,22.45494187992324,2001-02
13,MAROTOKO,MAROTOKO,24.157373093674945,2001-02
1,RANOMAFANA,RANOMAFANA,20.877841266643877,2001-02
10,TSARATANANA,TSARATANANA,23.037022500757253,2001-02
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,21.770226150915047,2001-03
4,AMBOHIMIERA,AMBOHIMIERA,20.513070801222028,2001-03
9,ANALAMPASINA,ANALAMPASINA,20.82792137979414,2001-03
6,ANDRORANGAVOLA,ANDRORANGAVOLA,23.256529941319602,2001-03
7,AMBIABE,ANDRORANGAVOLA,22.47221758322208,2001-03
14,ANTARETRA,ANTARETRA,23.394575715025866,2001-03
15,ANTSINDRA,ANTSINDRA,22.53893621766985,2001-03
5,AMPASINAMBO,FASINTSARA,20.34380066305566,2001-03
11,FASINTSARA,FASINTSARA,21.60724837316264,2001-03
8,IFANADIANA,IFANADIANA,22.611570256907974,2001-03
3,KELILALINA,KELILALINA,21.72632050180363,2001-03
12,MAROHARATRA,MAROHARATRA,22.052624592504408,2001-03
13,MAROTOKO,MAROTOKO,23.725951342777066,2001-03
1,RANOMAFANA,RANOMAFANA,20.53736504733553,2001-03
10,TSARATANANA,TSARATANANA,22.66695838164302,2001-03
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,20.426480479423578,2001-04
4,AMBOHIMIERA,AMBOHIMIERA,19.19467381338787,2001-04
9,ANALAMPASINA,ANALAMPASINA,19.521987678464964,2001-04
6,ANDRORANGAVOLA,ANDRORANGAVOLA,21.760194973087767,2001-04
7,AMBIABE,ANDRORANGAVOLA,21.037976532840073,2001-04
14,ANTARETRA,ANTARETRA,21.875174849295956,2001-04
15,ANTSINDRA,ANTSINDRA,21.138356507149222,2001-04
5,AMPASINAMBO,FASINTSARA,18.96618294683738,2001-04
11,FASINTSARA,FASINTSARA,20.24599582771887,2001-04
8,IFANADIANA,IFANADIANA,21.186348523952365,2001-04
3,KELILALINA,KELILALINA,20.34196173531927,2001-04
12,MAROHARATRA,MAROHARATRA,20.642949903222465,2001-04
13,MAROTOKO,MAROTOKO,22.20425855204661,2001-04
1,RANOMAFANA,RANOMAFANA,19.165082400980214,2001-04
10,TSARATANANA,TSARATANANA,21.246451173196856,2001-04
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,18.297102296056337,2001-05
4,AMBOHIMIERA,AMBOHIMIERA,17.1090412940228,2001-05
9,ANALAMPASINA,ANALAMPASINA,17.399626361665984,2001-05
6,ANDRORANGAVOLA,ANDRORANGAVOLA,19.616835573953125,2001-05
7,AMBIABE,ANDRORANGAVOLA,18.90278709478601,2001-05
14,ANTARETRA,ANTARETRA,19.750018646482367,2001-05
15,ANTSINDRA,ANTSINDRA,19.0049743564772,2001-05
5,AMPASINAMBO,FASINTSARA,16.866717246157663,2001-05
11,FASINTSARA,FASINTSARA,18.11787249670267,2001-05
8,IFANADIANA,IFANADIANA,19.04985517808039,2001-05
3,KELILALINA,KELILALINA,18.22789329218541,2001-05
12,MAROHARATRA,MAROHARATRA,18.543046978277378,2001-05
13,MAROTOKO,MAROTOKO,20.08022917328442,2001-05
1,RANOMAFANA,RANOMAFANA,17.092060557474124,2001-05
10,TSARATANANA,TSARATANANA,19.120890436118756,2001-05
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,15.614751018295518,2001-06
4,AMBOHIMIERA,AMBOHIMIERA,14.330390439626829,2001-06
9,ANALAMPASINA,ANALAMPASINA,14.618743029151656,2001-06
6,ANDRORANGAVOLA,ANDRORANGAVOLA,16.94078455177866,2001-06
7,AMBIABE,ANDRORANGAVOLA,16.20835562169305,2001-06
14,ANTARETRA,ANTARETRA,17.109489101784526,2001-06
15,ANTSINDRA,ANTSINDRA,16.378129517856898,2001-06
5,AMPASINAMBO,FASINTSARA,14.143916661829833,2001-06
11,FASINTSARA,FASINTSARA,15.443563016383429,2001-06
8,IFANADIANA,IFANADIANA,16.37307044787195,2001-06
3,KELILALINA,KELILALINA,15.50780245305526,2001-06
12,MAROHARATRA,MAROHARATRA,15.880919492824368,2001-06
13,MAROTOKO,MAROTOKO,17.44338003427796,2001-06
1,RANOMAFANA,RANOMAFANA,14.303258168159845,2001-06
10,TSARATANANA,TSARATANANA,16.483284222224462,2001-06
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,15.568112294544115,2001-07
4,AMBOHIMIERA,AMBOHIMIERA,14.27876910000888,2001-07
9,ANALAMPASINA,ANALAMPASINA,14.580685544125947,2001-07
6,ANDRORANGAVOLA,ANDRORANGAVOLA,16.885059113202736,2001-07
7,AMBIABE,ANDRORANGAVOLA,16.17002447762766,2001-07
14,ANTARETRA,ANTARETRA,17.003864411085125,2001-07
15,ANTSINDRA,ANTSINDRA,16.32674655820918,2001-07
5,AMPASINAMBO,FASINTSARA,14.067091434966393,2001-07
11,FASINTSARA,FASINTSARA,15.401041493609787,2001-07
8,IFANADIANA,IFANADIANA,16.326905048240565,2001-07
3,KELILALINA,KELILALINA,15.46243648150803,2001-07
12,MAROHARATRA,MAROHARATRA,15.82916283187749,2001-07
13,MAROTOKO,MAROTOKO,17.357094403380568,2001-07
1,RANOMAFANA,RANOMAFANA,14.247810950277657,2001-07
10,TSARATANANA,TSARATANANA,16.41556705529336,2001-07
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,16.72707635954724,2001-08
4,AMBOHIMIERA,AMBOHIMIERA,15.590885807985115,2001-08
9,ANALAMPASINA,ANALAMPASINA,15.778874449496946,2001-08
6,ANDRORANGAVOLA,ANDRORANGAVOLA,18.188602192747584,2001-08
7,AMBIABE,ANDRORANGAVOLA,17.356046392387757,2001-08
14,ANTARETRA,ANTARETRA,18.31848981968083,2001-08
15,ANTSINDRA,ANTSINDRA,17.537690966104726,2001-08
5,AMPASINAMBO,FASINTSARA,15.372549237482431,2001-08
11,FASINTSARA,FASINTSARA,16.597149244861306,2001-08
8,IFANADIANA,IFANADIANA,17.557280435653492,2001-08
3,KELILALINA,KELILALINA,16.66900201341342,2001-08
12,MAROHARATRA,MAROHARATRA,17.03524877624851,2001-08
13,MAROTOKO,MAROTOKO,18.598759587566455,2001-08
1,RANOMAFANA,RANOMAFANA,15.55522225924849,2001-08
10,TSARATANANA,TSARATANANA,17.606493781401635,2001-08
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,18.198148899878277,2001-09
4,AMBOHIMIERA,AMBOHIMIERA,17.097812638120654,2001-09
9,ANALAMPASINA,ANALAMPASINA,17.370577847329432,2001-09
6,ANDRORANGAVOLA,ANDRORANGAVOLA,19.54055779599044,2001-09
7,AMBIABE,ANDRORANGAVOLA,18.83329148759227,2001-09
14,ANTARETRA,ANTARETRA,19.62382627735595,2001-09
15,ANTSINDRA,ANTSINDRA,18.880378307932663,2001-09
5,AMPASINAMBO,FASINTSARA,16.85221094541534,2001-09
11,FASINTSARA,FASINTSARA,18.04245115807105,2001-09
8,IFANADIANA,IFANADIANA,18.945602192104136,2001-09
3,KELILALINA,KELILALINA,18.129548089955208,2001-09
12,MAROHARATRA,MAROHARATRA,18.405593621283916,2001-09
13,MAROTOKO,MAROTOKO,19.96153830843365,2001-09
1,RANOMAFANA,RANOMAFANA,17.06055416603894,2001-09
10,TSARATANANA,TSARATANANA,18.955069567909316,2001-09
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,19.124487485250963,2001-10
4,AMBOHIMIERA,AMBOHIMIERA,17.76547895595112,2001-10
9,ANALAMPASINA,ANALAMPASINA,18.17174604501761,2001-10
6,ANDRORANGAVOLA,ANDRORANGAVOLA,20.35013061826199,2001-10
7,AMBIABE,ANDRORANGAVOLA,19.53193726018313,2001-10
14,ANTARETRA,ANTARETRA,20.500402960668346,2001-10
15,ANTSINDRA,ANTSINDRA,19.887288607892092,2001-10
5,AMPASINAMBO,FASINTSARA,17.703185547759954,2001-10
11,FASINTSARA,FASINTSARA,18.991818892545602,2001-10
8,IFANADIANA,IFANADIANA,19.70365092321245,2001-10
3,KELILALINA,KELILALINA,18.793581917933384,2001-10
12,MAROHARATRA,MAROHARATRA,19.460842209241395,2001-10
13,MAROTOKO,MAROTOKO,20.83190714375773,2001-10
1,RANOMAFANA,RANOMAFANA,17.608464765553318,2001-10
10,TSARATANANA,TSARATANANA,19.856049267858527,2001-10
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,21.502831251424602,2001-11
4,AMBOHIMIERA,AMBOHIMIERA,19.98898038834039,2001-11
9,ANALAMPASINA,ANALAMPASINA,20.456687388027365,2001-11
6,ANDRORANGAVOLA,ANDRORANGAVOLA,22.614110446697048,2001-11
7,AMBIABE,ANDRORANGAVOLA,21.768202416066508,2001-11
14,ANTARETRA,ANTARETRA,22.776858017685996,2001-11
15,ANTSINDRA,ANTSINDRA,22.309574523936405,2001-11
5,AMPASINAMBO,FASINTSARA,19.940017977469676,2001-11
11,FASINTSARA,FASINTSARA,21.355062404526787,2001-11
8,IFANADIANA,IFANADIANA,21.98198735997336,2001-11
3,KELILALINA,KELILALINA,21.02270360049465,2001-11
12,MAROHARATRA,MAROHARATRA,21.79461161859403,2001-11
13,MAROTOKO,MAROTOKO,23.09529862057666,2001-11
1,RANOMAFANA,RANOMAFANA,19.75919762773273,2001-11
10,TSARATANANA,TSARATANANA,22.217308933119575,2001-11
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,23.04290790749474,2001-12
4,AMBOHIMIERA,AMBOHIMIERA,21.636488411219943,2001-12
9,ANALAMPASINA,ANALAMPASINA,22.066730717201082,2001-12
6,ANDRORANGAVOLA,ANDRORANGAVOLA,24.386170338178086,2001-12
7,AMBIABE,ANDRORANGAVOLA,23.60247357200614,2001-12
14,ANTARETRA,ANTARETRA,24.462023047468396,2001-12
15,ANTSINDRA,ANTSINDRA,23.766715963222158,2001-12
5,AMPASINAMBO,FASINTSARA,21.358194977082626,2001-12
11,FASINTSARA,FASINTSARA,22.804362470273933,2001-12
8,IFANADIANA,IFANADIANA,23.707237023793144,2001-12
3,KELILALINA,KELILALINA,22.816045667699914,2001-12
12,MAROHARATRA,MAROHARATRA,23.235877086478915,2001-12
13,MAROTOKO,MAROTOKO,24.901592221662167,2001-12
1,RANOMAFANA,RANOMAFANA,21.574366778515387,2001-12
10,TSARATANANA,TSARATANANA,23.803470436041323,2001-12
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,22.000898815099685,2002-01
4,AMBOHIMIERA,AMBOHIMIERA,20.735272204166293,2002-01
9,ANALAMPASINA,ANALAMPASINA,21.132696346353043,2002-01
6,ANDRORANGAVOLA,ANDRORANGAVOLA,23.18666547178913,2002-01
7,AMBIABE,ANDRORANGAVOLA,22.470199967028975,2002-01
14,ANTARETRA,ANTARETRA,23.322837844603406,2002-01
15,ANTSINDRA,ANTSINDRA,22.660306037910807,2002-01
5,AMPASINAMBO,FASINTSARA,20.454507809485364,2002-01
11,FASINTSARA,FASINTSARA,21.764085587402903,2002-01
8,IFANADIANA,IFANADIANA,22.60839006775535,2002-01
3,KELILALINA,KELILALINA,21.788254889186117,2002-01
12,MAROHARATRA,MAROHARATRA,22.139593996138228,2002-01
13,MAROTOKO,MAROTOKO,23.639863685629983,2002-01
1,RANOMAFANA,RANOMAFANA,20.633311841567046,2002-01
10,TSARATANANA,TSARATANANA,22.723408251536824,2002-01
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,21.792973653177796,2002-02
4,AMBOHIMIERA,AMBOHIMIERA,20.594016078484405,2002-02
9,ANALAMPASINA,ANALAMPASINA,20.908241123689375,2002-02
6,ANDRORANGAVOLA,ANDRORANGAVOLA,23.139125505006888,2002-02
7,AMBIABE,ANDRORANGAVOLA,22.443919455231793,2002-02
14,ANTARETRA,ANTARETRA,23.2436276391443,2002-02
15,ANTSINDRA,ANTSINDRA,22.473982501508218,2002-02
5,AMPASINAMBO,FASINTSARA,20.335279416075927,2002-02
11,FASINTSARA,FASINTSARA,21.600542301982696,2002-02
8,IFANADIANA,IFANADIANA,22.533836529588726,2002-02
3,KELILALINA,KELILALINA,21.721734357598216,2002-02
12,MAROHARATRA,MAROHARATRA,22.009986853542888,2002-02
13,MAROTOKO,MAROTOKO,23.61424400972688,2002-02
1,RANOMAFANA,RANOMAFANA,20.599654766830078,2002-02
10,TSARATANANA,TSARATANANA,22.587004764050008,2002-02
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,21.163873904643378,2002-03
4,AMBOHIMIERA,AMBOHIMIERA,20.02069733257484,2002-03
9,ANALAMPASINA,ANALAMPASINA,20.34615462004226,2002-03
6,ANDRORANGAVOLA,ANDRORANGAVOLA,22.473049056680313,2002-03
7,AMBIABE,ANDRORANGAVOLA,21.8039206710693,2002-03
14,ANTARETRA,ANTARETRA,22.57099888521645,2002-03
15,ANTSINDRA,ANTSINDRA,21.77719105380335,2002-03
5,AMPASINAMBO,FASINTSARA,19.77137767493445,2002-03
11,FASINTSARA,FASINTSARA,20.970036285404483,2002-03
8,IFANADIANA,IFANADIANA,21.886295764726906,2002-03
3,KELILALINA,KELILALINA,21.11521694029198,2002-03
12,MAROHARATRA,MAROHARATRA,21.333292693716327,2002-03
13,MAROTOKO,MAROTOKO,22.943902124668043,2002-03
1,RANOMAFANA,RANOMAFANA,20.028973367131677,2002-03
10,TSARATANANA,TSARATANANA,21.923490727278573,2002-03
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,19.64949949436397,2002-04
4,AMBOHIMIERA,AMBOHIMIERA,18.45936992003457,2002-04
9,ANALAMPASINA,ANALAMPASINA,18.820031493785578,2002-04
6,ANDRORANGAVOLA,ANDRORANGAVOLA,20.81777644776598,2002-04
